Выборы Президента Российской Федерации																																													
Дата голосования: 18.03.2018																																													
																																													
Наименование Избирательной комиссии:    Чугуевская																																													
																																													
Сводная таблица итогов голосования																																													
																																													
	Число участковых избирательных комиссий	34																																											
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	34																																											
																																													
		Сумма	УИК №3301	УИК №3302	УИК №3303	УИК №3304	УИК №3305	УИК №3306	УИК №3307	УИК №3308	УИК №3309	УИК №3310	УИК №3311	УИК №3312	УИК №3313	УИК №3314	УИК №3315	УИК №3316	УИК №3317	УИК №3318	УИК №3319	УИК №3320	УИК №3321	УИК №3322	УИК №3323	УИК №3324	УИК №3325	УИК №3326	УИК №3327	УИК №3328	УИК №3329	УИК №3330	УИК №3331	УИК №3332	УИК №3333	УИК №3334									
1	"Число избирателей, включенных в список избирателей"	17497	275	159	451	135	962	777	321	208	683	543	585	1129	605	478	1082	826	1292	982	232	519	630	657	121	89	224	135	311	784	101	916	212	617	161	295									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	18215	285	165	460	155	1000	825	350	235	715	595	665	1135	600	500	1100	815	1305	1015	235	520	680	705	115	85	245	145	325	805	90	970	230	655	180	310									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	182	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	45	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	10999	213	138	282	100	596	588	234	126	361	361	491	733	330	281	593	653	765	576	143	317	248	406	72	42	158	110	157	374	88	610	172	336	115	230									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	761	0	6	14	3	36	47	24	14	21	12	48	68	20	5	46	23	26	14	0	48	91	38	2	6	19	3	17	22	2	30	7	21	15	13									
6	Число погашенных избирательных бюллетеней	6273	72	21	103	52	368	190	92	95	333	222	126	334	250	214	461	139	514	425	92	155	265	261	41	37	68	32	151	409	0	285	51	298	50	67									
7	Число избирательных бюллетеней в переносных ящиках для голосования	943	0	6	75	3	36	47	24	14	21	12	48	68	20	5	46	23	26	14	0	48	167	38	2	6	19	3	17	22	2	75	7	21	15	13									
8	Число бюллетеней в стационарных ящиках для голосования	10999	213	138	282	100	596	588	234	126	361	361	491	733	330	281	593	653	765	576	143	317	248	406	72	42	158	110	157	374	88	610	172	336	115	230									
9	Число недействительных избирательных бюллетеней	116	1	0	5	0	9	4	5	0	1	4	1	2	4	9	12	6	16	0	0	7	4	3	1	1	3	0	1	2	0	7	0	8	0	0									
