7	Число избирательных бюллетеней в переносных ящиках для голосования	6242	0	30	0	174	412	94	323	70	230	143	183	61	41	88	54	237	67	25	99	131	31	47	35	49	70	65	181	86	16	52	35	24	62	85	124	26	57	7	39	86	26	106	80	114	94	34	87	232	417	136	151	53	175	82	43	25	47	201	120	85	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
8	Число бюллетеней в стационарных ящиках для голосования	55127	83	218	37	1190	943	170	566	1266	659	1194	1536	1205	388	696	703	555	1177	577	1012	682	968	750	817	1362	928	150	990	1052	747	367	908	1127	1081	933	1262	1575	1387	782	267	870	342	334	280	527	289	1180	865	874	862	364	155	123	534	873	299	371	194	533	850	620	425	1474	1639	1640	1786	699	626	448	402	328	684	430	396	337	164									
9	Число недействительных избирательных бюллетеней	1117	0	0	0	12	11	5	12	24	15	12	22	16	11	5	7	11	12	10	16	11	10	11	11	25	10	0	21	18	18	6	14	19	5	13	28	17	17	16	2	8	3	4	5	12	4	16	14	24	18	2	2	3	15	17	4	8	2	7	24	8	9	146	43	61	3	12	119	8	7	7	8	3	14	2	2									
10	Число действительных избирательных бюллетеней	60252	83	248	37	1352	1344	259	877	1312	874	1325	1697	1250	418	779	750	781	1232	592	1095	802	989	786	841	1386	988	215	1150	1120	745	413	929	1132	1138	1005	1358	1584	1427	773	304	948	365	436	355	629	379	1198	938	1082	1261	498	304	173	694	938	338	388	239	727	946	697	711	1328	1596	1579	1783	687	507	440	395	321	676	427	382	335	162									
11	Число полученных открепительных  удостоверений	1427	2	2	5	50	50	10	35	37	20	84	55	30	15	20	10	15	30	5	27	10	20	10	20	30	27	15	20	20	30	5	25	25	40	20	55	30	37	10	6	12	5	15	14	20	20	51	30	5	25	5	10	5	20	10	5	28	20	130	20	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	1424	2	2	5	50	50	10	35	37	20	84	55	30	15	20	10	15	30	5	27	10	20	10	20	30	27	15	20	20	30	5	25	25	40	20	55	30	37	7	6	12	5	15	14	20	20	51	30	5	25	5	10	5	20	10	5	28	20	130	20	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
13	Число избирателей, проголосовавших по открепительным удостоверениям	5412	5	60	1	48	3	4	10	32	19	35	73	137	17	30	94	76	49	97	35	33	57	175	24	88	37	7	33	86	38	22	31	41	55	92	70	52	50	228	45	77	111	5	5	9	6	11	29	67	65	6	11	15	21	79	107	146	4	12	25	11	27	68	80	1300	631	21	87	43	49	37	31	49	34	37	7									
14	Число неиспользованных открепительных удостоверений	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	873	0	0	1	17	20	4	10	26	27	37	41	22	1	17	11	20	48	18	30	20	18	12	22	26	19	3	17	25	9	4	8	26	21	14	30	28	30	9	0	13	2	3	1	4	2	15	8	18	13	12	11	0	4	7	1	1	0	10	17	26	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																						
19	Жириновский Владимир Вольфович	4828	15	23	2	148	39	9	22	91	34	89	120	92	21	54	62	55	82	40	54	31	65	46	55	81	71	13	72	57	91	29	62	72	96	94	122	107	102	75	17	52	34	25	27	41	15	96	77	88	62	28	18	14	40	81	19	42	4	38	53	27	20	134	283	405	82	54	51	111	68	44	116	43	60	55	11									
		7.87%	18.07%	9.27%	5.41%	10.85%	2.88%	3.41%	2.47%	6.81%	3.82%	6.66%	6.98%	7.27%	4.90%	6.89%	8.19%	6.94%	6.59%	6.64%	4.86%	3.81%	6.51%	5.77%	6.46%	5.74%	7.11%	6.05%	6.15%	5.01%	11.93%	6.92%	6.57%	6.26%	8.40%	9.23%	8.80%	6.68%	7.06%	9.51%	5.56%	5.44%	9.24%	5.68%	7.50%	6.40%	3.92%	7.91%	8.09%	7.96%	4.85%	5.60%	5.88%	7.95%	5.64%	8.48%	5.56%	10.61%	1.66%	5.18%	5.46%	3.83%	2.78%	9.09%	17.27%	24.70%	4.59%	7.73%	8.15%	24.78%	16.92%	13.41%	16.96%	10.00%	15.15%	16.32%	6.71%									
20	Зюганов Геннадий Андреевич	8860	9	19	7	152	98	20	101	213	84	221	282	207	85	121	89	118	216	82	183	143	186	135	150	294	184	14	221	172	90	67	178	183	184	163	194	214	269	97	46	101	70	66	69	118	42	183	134	164	137	38	33	20	114	126	44	55	39	50	118	89	66	176	277	213	51	110	68	99	82	61	146	55	63	70	22									
		14.44%	10.84%	7.66%	18.92%	11.14%	7.23%	7.58%	11.36%	15.94%	9.45%	16.53%	16.40%	16.35%	19.81%	15.43%	11.76%	14.90%	17.36%	13.62%	16.47%	17.59%	18.62%	16.94%	17.61%	20.84%	18.44%	6.51%	18.87%	15.11%	11.80%	15.99%	18.88%	15.90%	16.10%	16.01%	13.99%	13.37%	18.63%	12.29%	15.03%	10.56%	19.02%	15.00%	19.17%	18.41%	10.97%	15.07%	14.08%	14.83%	10.71%	7.60%	10.78%	11.36%	16.08%	13.19%	12.87%	13.89%	16.18%	6.81%	12.16%	12.62%	9.17%	11.94%	16.90%	12.99%	2.86%	15.74%	10.86%	22.10%	20.40%	18.60%	21.35%	12.79%	15.91%	20.77%	13.41%									
21	Миронов Сергей Михайлович	1764	1	1	1	30	17	3	14	42	26	48	48	47	14	31	26	21	28	13	40	33	44	30	37	41	38	3	30	26	21	25	43	40	36	21	35	67	47	26	7	16	14	13	3	33	8	43	20	22	34	10	4	4	15	42	15	13	3	7	20	8	9	40	41	63	13	15	23	10	17	16	27	18	11	11	2									
		2.87%	1.20%	0.40%	2.70%	2.20%	1.25%	1.14%	1.57%	3.14%	2.92%	3.59%	2.79%	3.71%	3.26%	3.95%	3.43%	2.65%	2.25%	2.16%	3.60%	4.06%	4.40%	3.76%	4.34%	2.91%	3.81%	1.40%	2.56%	2.28%	2.75%	5.97%	4.56%	3.48%	3.15%	2.06%	2.53%	4.18%	3.25%	3.30%	2.29%	1.67%	3.80%	2.95%	0.83%	5.15%	2.09%	3.54%	2.10%	1.99%	2.66%	2.00%	1.31%	2.27%	2.12%	4.40%	4.39%	3.28%	1.24%	0.95%	2.06%	1.13%	1.25%	2.71%	2.50%	3.84%	0.73%	2.15%	3.67%	2.23%	4.23%	4.88%	3.95%	4.19%	2.78%	3.26%	1.22%									
22	Прохоров Михаил Дмитриевич	6104	5	12	5	116	78	9	45	114	98	153	190	105	38	98	132	84	161	82	135	58	115	105	124	175	108	24	132	130	102	48	134	149	128	126	143	182	158	75	46	133	50	43	24	57	30	134	100	98	84	41	26	20	104	160	40	44	10	29	116	74	40	123	167	85	20	17	54	35	33	18	45	70	31	22	5									
		9.95%	6.02%	4.84%	13.51%	8.50%	5.76%	3.41%	5.06%	8.53%	11.02%	11.44%	11.05%	8.29%	8.86%	12.50%	17.44%	10.61%	12.94%	13.62%	12.15%	7.13%	11.51%	13.17%	14.55%	12.40%	10.82%	11.16%	11.27%	11.42%	13.37%	11.46%	14.21%	12.95%	11.20%	12.38%	10.32%	11.37%	10.94%	9.51%	15.03%	13.91%	13.59%	9.77%	6.67%	8.89%	7.83%	11.04%	10.50%	8.86%	6.57%	8.20%	8.50%	11.36%	14.67%	16.75%	11.70%	11.11%	4.15%	3.95%	11.96%	10.50%	5.56%	8.34%	10.19%	5.18%	1.12%	2.43%	8.63%	7.81%	8.21%	5.49%	6.58%	16.28%	7.83%	6.53%	3.05%									
23	Путин Владимир Владимирович	38696	53	193	22	906	1112	218	695	852	632	814	1057	799	260	475	441	503	745	375	683	537	579	470	475	795	587	161	695	735	441	244	512	688	694	601	864	1014	851	500	188	646	197	289	232	380	284	742	607	710	944	381	223	115	421	529	220	234	183	603	639	499	576	855	828	813	1617	491	311	185	195	182	342	241	217	177	122									
		63.05%	63.86%	77.82%	59.46%	66.42%	82.07%	82.58%	78.18%	63.77%	71.09%	60.88%	61.49%	63.11%	60.61%	60.59%	58.26%	63.51%	59.89%	62.29%	61.48%	66.05%	57.96%	58.97%	55.75%	56.34%	58.82%	74.88%	59.35%	64.59%	57.80%	58.23%	54.29%	59.77%	60.72%	59.04%	62.34%	63.34%	58.93%	63.37%	61.44%	67.57%	53.53%	65.68%	64.44%	59.28%	74.15%	61.12%	63.76%	64.20%	73.81%	76.20%	72.88%	65.34%	59.38%	55.39%	64.33%	59.09%	75.93%	82.15%	65.88%	70.78%	80.00%	58.01%	50.52%	49.57%	90.54%	70.24%	49.68%	41.29%	48.51%	55.49%	50.00%	56.05%	54.80%	52.52%	74.39%									
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
