18	Богданов Андрей Владимирович	567	23	2	20	13	19	9	18	30	0	5	6	24	9	3	22	19	15	22	16	7	3	26	1	20	24	16	16	4	10	22	8	5	12	8	10	6	9	2	4	6	4	0	4	3	5	8	9	4	0	1	3	3	0	1	1	2	4	9	8	2	2					
		0.90%	1.36%	0.10%	1.21%	0.67%	0.98%	0.44%	0.99%	1.57%	0.00%	1.98%	0.70%	1.49%	0.94%	0.15%	1.33%	1.16%	1.25%	1.77%	1.09%	0.45%	0.40%	1.31%	0.29%	1.09%	1.38%	1.18%	1.67%	0.27%	0.57%	1.36%	0.67%	0.86%	1.21%	1.81%	1.97%	1.23%	1.28%	0.64%	0.55%	0.82%	0.55%	0.00%	0.70%	1.19%	0.48%	1.47%	0.82%	0.25%	0.00%	0.31%	1.30%	1.32%	0.00%	0.53%	0.33%	0.96%	0.64%	0.57%	0.89%	1.08%	0.89%					
19	Жириновский Владимир Вольфович	5210	202	45	140	180	176	103	168	175	9	19	65	136	95	170	152	135	124	120	138	66	74	178	13	208	173	155	104	59	146	131	58	54	74	50	52	53	107	30	42	41	48	30	74	34	56	72	80	131	13	35	24	27	25	13	45	14	57	103	84	16	9					
		8.28%	11.97%	2.34%	8.49%	9.32%	9.11%	4.98%	9.29%	9.14%	0.52%	7.51%	7.58%	8.46%	9.97%	8.70%	9.17%	8.23%	10.32%	9.67%	9.42%	4.27%	9.75%	8.99%	3.81%	11.30%	9.96%	11.42%	10.87%	3.99%	8.36%	8.12%	4.83%	9.31%	7.44%	11.29%	10.26%	10.88%	15.18%	9.62%	5.82%	5.61%	6.62%	12.00%	12.87%	13.44%	5.33%	13.19%	7.27%	8.22%	7.18%	10.84%	10.43%	11.89%	18.80%	6.91%	14.66%	6.73%	9.16%	6.57%	9.40%	8.60%	4.00%					
20	Зюганов Геннадий Андреевич	11865	454	512	350	327	345	457	345	413	387	50	148	267	258	271	337	316	324	244	291	420	223	311	36	368	338	148	146	342	243	332	68	85	280	78	106	99	150	18	85	109	125	28	102	47	133	122	164	236	28	68	37	49	10	23	62	43	88	210	134	41	34					
		18.87%	26.90%	26.61%	21.22%	16.93%	17.86%	22.11%	19.08%	21.57%	22.47%	19.76%	17.27%	16.61%	27.07%	13.87%	20.34%	19.27%	26.98%	19.66%	19.86%	27.18%	29.38%	15.70%	10.56%	19.99%	19.46%	10.91%	15.26%	23.12%	13.91%	20.57%	5.67%	14.66%	28.17%	17.61%	20.91%	20.33%	21.28%	5.77%	11.77%	14.91%	17.24%	11.20%	17.74%	18.58%	12.67%	22.34%	14.91%	14.81%	15.47%	21.05%	16.09%	21.59%	7.52%	12.23%	20.20%	20.67%	14.15%	13.39%	14.99%	22.04%	15.11%					
21	Медведев Дмитрий Анатольевич	44576	981	1348	1121	1394	1381	1469	1249	1248	1307	178	617	1148	586	1478	1133	1156	724	831	1002	1043	453	1438	291	1228	1176	1025	677	1037	1341	1124	1059	431	614	305	328	326	438	260	587	566	544	192	395	168	848	336	839	1217	139	219	165	145	98	149	199	148	471	1235	664	127	180					
		70.88%	58.12%	70.06%	67.98%	72.15%	71.48%	71.07%	69.08%	65.17%	75.90%	70.36%	71.99%	71.44%	61.49%	75.64%	68.38%	70.49%	60.28%	66.96%	68.40%	67.51%	59.68%	72.59%	85.34%	66.70%	67.70%	75.53%	70.74%	70.11%	76.76%	69.64%	88.25%	74.31%	61.77%	68.85%	64.69%	66.94%	62.13%	83.33%	81.30%	77.43%	75.03%	76.80%	68.70%	66.40%	80.76%	61.54%	76.27%	76.35%	76.80%	67.80%	71.74%	63.88%	73.68%	79.26%	64.82%	71.15%	75.72%	78.76%	74.27%	68.28%	80.00%					
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
