Выборы Президента Российской Федерации																																								
Дата голосования: 18.03.2018																																								
																																								
Наименование Избирательной комиссии:    Вачская																																								
																																								
Сводная таблица итогов голосования																																								
																																								
	Число участковых избирательных комиссий	29																																						
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	29																																						
																																								
		Сумма	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507									
19	Титов Борис Юрьевич	59	1	1	0	0	0	0	0	4	3	3	0	1	5	0	1	1	2	2	4	0	0	0	0	0	9	2	11	6	3									
		0.51%	0.16%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.65%	0.70%	0.65%	0.00%	0.63%	0.70%	0.00%	0.26%	0.65%	0.65%	0.31%	0.67%	0.00%	0.00%	0.00%	0.00%	0.00%	0.90%	0.28%	1.09%	0.80%	1.10%									
20	Явлинский Григорий Алексеевич	33	2	0	0	2	0	0	1	0	0	0	0	0	1	3	0	3	1	3	2	0	0	1	1	0	3	4	3	3	0									
		0.28%	0.32%	0.00%	0.00%	1.75%	0.00%	0.00%	0.64%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	1.69%	0.00%	1.94%	0.32%	0.46%	0.34%	0.00%	0.00%	0.36%	0.23%	0.00%	0.30%	0.56%	0.30%	0.40%	0.00%									
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
