Выборы Президента Российской Федерации																																																			
Дата голосования: 18.03.2018																																																			
																																																			
Наименование Избирательной комиссии:    Тетюшская																																																			
																																																			
Сводная таблица итогов голосования																																																			
																																																			
	Число участковых избирательных комиссий	40																																																	
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	40																																																	
																																																			
		Сумма	УИК №2585	УИК №2586	УИК №2587	УИК №2588	УИК №2589	УИК №2590	УИК №2591	УИК №2592	УИК №2593	УИК №2594	УИК №2595	УИК №2596	УИК №2597	УИК №2598	УИК №2599	УИК №2600	УИК №2601	УИК №2602	УИК №2603	УИК №2604	УИК №2605	УИК №2606	УИК №2607	УИК №2608	УИК №2609	УИК №2610	УИК №2611	УИК №2612	УИК №2613	УИК №2614	УИК №2615	УИК №2616	УИК №2617	УИК №2618	УИК №2619	УИК №2620	УИК №2621	УИК №2622	УИК №2623	УИК №2624									
1	"Число избирателей, включенных в список избирателей"	16528	1034	1060	523	657	1112	1105	1174	652	1176	330	104	204	400	259	199	179	194	162	825	306	457	123	410	310	367	251	239	84	135	169	197	286	269	277	133	298	324	152	290	102									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	18217	1081	1170	545	686	1192	1233	1251	678	1303	341	113	225	459	289	240	209	228	188	946	336	526	128	441	345	415	285	285	94	146	214	212	300	303	314	175	329	378	165	324	125									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	13687	710	813	469	624	776	982	969	614	887	303	89	192	333	217	178	160	186	132	720	239	354	109	313	268	302	242	235	60	75	120	172	270	231	248	113	282	282	122	209	87									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1799	110	61	43	27	68	67	175	28	109	23	11	10	67	39	19	18	7	30	98	64	99	11	93	39	61	7	0	23	58	49	21	13	36	28	18	13	38	28	78	12									
6	Число погашенных избирательных бюллетеней	2731	261	296	33	35	348	184	107	36	307	15	13	23	59	33	43	31	35	26	128	33	73	8	35	38	52	36	50	11	13	45	19	17	36	38	44	34	58	15	37	26									
