		0.97%	0.74%	0.40%	0.54%	1.62%	0.75%	0.70%	0.92%	2.21%	1.56%	1.19%	1.14%	1.48%	1.01%	0.74%	1.13%	1.25%	0.93%	0.86%	1.22%	1.46%	0.92%	1.00%	0.42%	0.67%	0.93%	0.00%	0.00%	1.64%	0.49%	0.00%	2.01%	0.86%	1.71%	0.65%	0.99%	1.23%	0.81%	0.26%	1.17%	0.30%	0.66%					
19	Жириновский Владимир Вольфович	3517	171	147	144	104	153	66	145	60	126	130	166	135	130	149	127	145	66	98	123	34	66	20	53	79	102	32	61	63	34	22	27	116	35	36	90	67	39	56	15	42	43					
		13.80%	15.80%	14.63%	15.65%	15.29%	19.17%	15.35%	13.28%	13.25%	12.30%	11.89%	14.50%	13.35%	13.08%	15.75%	11.99%	13.94%	15.35%	12.10%	11.58%	16.59%	15.14%	10.00%	11.06%	13.19%	18.89%	9.41%	13.99%	14.72%	16.50%	11.06%	10.84%	16.64%	11.99%	7.74%	12.73%	13.70%	15.79%	14.32%	8.77%	12.54%	14.14%					
20	Зюганов Геннадий Андреевич	5377	212	160	181	125	151	104	245	110	235	244	291	221	290	221	251	242	93	216	271	23	91	31	134	95	99	45	64	60	32	36	17	97	48	139	128	85	24	101	40	67	58					
		21.10%	19.59%	15.92%	19.67%	18.38%	18.92%	24.19%	22.44%	24.28%	22.95%	22.32%	25.41%	21.86%	29.18%	23.36%	23.70%	23.27%	21.63%	26.67%	25.52%	11.22%	20.87%	15.50%	27.97%	15.86%	18.33%	13.24%	14.68%	14.02%	15.53%	18.09%	6.83%	13.92%	16.44%	29.89%	18.10%	17.38%	9.72%	25.83%	23.39%	20.00%	19.08%					
21	Медведев Дмитрий Анатольевич	16108	680	683	581	430	482	252	680	270	636	698	666	629	557	559	660	625	263	479	649	145	272	145	286	413	331	260	309	296	139	139	198	472	197	282	475	326	180	230	111	225	198					
		63.20%	62.85%	67.96%	63.15%	63.24%	60.40%	58.60%	62.27%	59.60%	62.11%	63.86%	58.17%	62.22%	56.04%	59.09%	62.32%	60.10%	61.16%	59.14%	61.11%	70.73%	62.39%	72.50%	59.71%	68.95%	61.30%	76.47%	70.87%	69.16%	67.48%	69.85%	79.52%	67.72%	67.47%	60.65%	67.19%	66.67%	72.87%	58.82%	64.91%	67.16%	65.13%					
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
