		3.38%	5.97%	0.94%	6.31%	1.59%	6.08%	6.88%	3.28%	4.43%	1.80%	1.73%	1.53%	0.00%	0.26%	0.00%	1.28%	0.67%	4.38%	2.53%	3.78%	12.30%	4.39%	0.59%	1.11%	10.08%	1.06%	6.06%	0.55%	4.05%	4.51%	3.81%	0.93%									
16	Путин Владимир Владимирович	11386	598	698	521	61	464	501	607	1081	1115	275	378	115	346	299	880	148	247	225	174	100	263	167	173	99	180	275	174	222	360	437	203									
		87.97%	84.94%	93.94%	84.30%	96.83%	80.56%	80.16%	90.60%	82.58%	91.09%	95.16%	96.18%	93.50%	88.72%	94.92%	80.73%	98.67%	90.15%	94.94%	94.05%	81.97%	88.85%	98.24%	96.11%	83.19%	95.74%	83.33%	96.13%	89.88%	81.26%	92.39%	93.98%									
17	Собчак Ксения Анатольевна	44	1	0	1	0	6	3	2	4	3	0	0	0	0	2	10	0	1	0	1	0	0	1	0	0	0	3	0	1	3	1	1									
		0.34%	0.14%	0.00%	0.16%	0.00%	1.04%	0.48%	0.30%	0.31%	0.25%	0.00%	0.00%	0.00%	0.00%	0.63%	0.92%	0.00%	0.36%	0.00%	0.54%	0.00%	0.00%	0.59%	0.00%	0.00%	0.00%	0.91%	0.00%	0.40%	0.68%	0.21%	0.46%									
18	Сурайкин Максим Александрович	40	2	0	1	0	5	2	2	7	4	0	0	0	2	0	3	0	2	2	0	0	1	0	0	0	0	0	1	1	3	0	2									
		0.31%	0.28%	0.00%	0.16%	0.00%	0.87%	0.32%	0.30%	0.53%	0.33%	0.00%	0.00%	0.00%	0.51%	0.00%	0.28%	0.00%	0.73%	0.84%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.55%	0.40%	0.68%	0.00%	0.93%									
19	Титов Борис Юрьевич	17	3	0	2	0	0	1	1	0	4	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0									
		0.13%	0.43%	0.00%	0.32%	0.00%	0.00%	0.16%	0.15%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
20	Явлинский Григорий Алексеевич	21	1	0	2	0	1	1	1	3	2	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0									
		0.16%	0.14%	0.00%	0.32%	0.00%	0.17%	0.16%	0.15%	0.23%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.61%	0.00%	0.00%	0.00%	0.42%	0.00%									
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
