11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																		
13	Бабурин Сергей Николаевич	614	3	6	3	5	11	12	9	11	6	4	7	5	8	10	12	9	7	8	16	8	10	9	9	5	5	4	4	8	13	9	12	4	11	18	12	9	12	14	10	10	15	16	6	6	16	12	7	7	10	14	15	13	6	5	13	9	13	5	4	5	9	8	4	11	5	6	6	2	2	2	14									
		0.69%	0.91%	0.88%	0.35%	0.90%	0.63%	0.93%	0.72%	0.70%	0.67%	0.57%	0.97%	0.49%	0.79%	0.70%	0.73%	0.68%	0.51%	0.63%	1.31%	0.71%	0.77%	0.73%	0.59%	0.39%	0.54%	0.40%	0.38%	0.55%	0.82%	0.52%	0.92%	0.48%	0.74%	1.05%	0.71%	0.73%	0.80%	0.86%	0.64%	0.57%	0.83%	0.91%	0.51%	0.46%	0.92%	0.64%	0.47%	0.51%	0.55%	0.83%	0.90%	0.83%	0.44%	0.47%	0.89%	0.82%	1.06%	0.33%	0.38%	0.46%	0.57%	0.65%	0.50%	0.69%	0.44%	0.58%	0.68%	1.37%	0.37%	0.68%	0.98%									
14	Грудинин Павел Николаевич	9880	50	83	103	58	199	139	161	177	97	74	85	112	104	136	184	140	149	127	140	121	153	124	159	106	87	112	136	166	192	182	142	78	146	192	179	159	166	183	190	162	193	209	129	146	188	176	150	165	196	192	197	166	142	137	156	120	163	175	132	108	165	135	120	162	113	109	95	16	74	32	166									
		11.02%	15.20%	12.13%	11.87%	10.39%	11.34%	10.81%	12.87%	11.20%	10.91%	10.54%	11.76%	10.91%	10.33%	9.57%	11.18%	10.51%	10.83%	10.02%	11.42%	10.68%	11.79%	10.05%	10.43%	8.17%	9.43%	11.14%	12.78%	11.46%	12.12%	10.50%	10.89%	9.45%	9.81%	11.24%	10.57%	12.93%	11.09%	11.21%	12.20%	9.24%	10.74%	11.95%	10.94%	11.13%	10.85%	9.43%	9.99%	12.12%	10.86%	11.44%	11.81%	10.54%	10.39%	12.85%	10.72%	10.95%	13.34%	11.49%	12.45%	9.94%	10.39%	11.00%	15.04%	10.20%	9.99%	10.52%	10.82%	10.96%	13.63%	10.85%	11.63%									
15	Жириновский Владимир Вольфович	6480	27	55	79	37	101	70	80	118	68	60	37	66	57	83	129	91	106	92	87	86	71	72	104	88	83	80	80	92	116	125	104	97	111	121	114	81	106	129	123	127	125	108	87	91	117	123	132	85	107	109	111	152	117	74	107	77	90	103	90	95	107	74	78	134	97	79	50	17	61	18	112									
		7.23%	8.21%	8.04%	9.10%	6.63%	5.75%	5.44%	6.39%	7.47%	7.65%	8.55%	5.12%	6.43%	5.66%	5.84%	7.84%	6.83%	7.70%	7.26%	7.10%	7.59%	5.47%	5.83%	6.82%	6.78%	8.99%	7.96%	7.52%	6.35%	7.32%	7.21%	7.98%	11.76%	7.46%	7.08%	6.73%	6.59%	7.08%	7.90%	7.90%	7.24%	6.96%	6.17%	7.38%	6.94%	6.75%	6.59%	8.79%	6.25%	5.93%	6.49%	6.65%	9.65%	8.56%	6.94%	7.35%	7.03%	7.36%	6.76%	8.49%	8.75%	6.74%	6.03%	9.77%	8.44%	8.58%	7.63%	5.69%	11.64%	11.23%	6.10%	7.85%									
16	Путин Владимир Владимирович	67971	237	512	649	438	1368	994	936	1183	676	531	551	792	764	1100	1231	1019	1024	970	927	863	969	977	1184	1023	705	767	785	1104	1162	1321	983	598	1125	1289	1296	917	1143	1227	1155	1365	1383	1316	903	1000	1303	1469	1158	1040	1407	1270	1258	1152	1049	798	1100	828	871	1157	785	815	1210	935	558	1219	877	797	689	105	376	233	1050									
		75.84%	72.04%	74.85%	74.77%	78.49%	77.95%	77.29%	74.82%	74.87%	76.04%	75.64%	76.21%	77.12%	75.87%	77.41%	74.79%	76.50%	74.42%	76.50%	75.61%	76.17%	74.65%	79.17%	77.64%	78.87%	76.38%	76.32%	73.78%	76.24%	73.36%	76.23%	75.38%	72.48%	75.60%	75.47%	76.51%	74.55%	76.35%	75.14%	74.18%	77.82%	76.96%	75.24%	76.59%	76.22%	75.19%	78.72%	77.10%	76.41%	77.99%	75.64%	75.42%	73.14%	76.74%	74.86%	75.60%	75.55%	71.28%	75.97%	74.06%	75.05%	76.20%	76.20%	69.92%	76.76%	77.54%	76.93%	78.47%	71.92%	69.24%	78.98%	73.58%									
17	Собчак Ксения Анатольевна	1419	0	5	10	7	27	22	21	26	8	11	13	22	19	27	38	24	35	23	14	17	34	14	17	15	10	15	21	25	33	28	17	18	19	32	29	15	20	22	29	31	26	33	18	22	40	26	9	23	20	29	23	25	16	22	28	21	19	17	21	23	36	18	11	10	7	8	11	3	7	4	30									
		1.58%	0.00%	0.73%	1.15%	1.25%	1.54%	1.71%	1.68%	1.65%	0.90%	1.57%	1.80%	2.14%	1.89%	1.90%	2.31%	1.80%	2.54%	1.81%	1.14%	1.50%	2.62%	1.13%	1.11%	1.16%	1.08%	1.49%	1.97%	1.73%	2.08%	1.62%	1.30%	2.18%	1.28%	1.87%	1.71%	1.22%	1.34%	1.35%	1.86%	1.77%	1.45%	1.89%	1.53%	1.68%	2.31%	1.39%	0.60%	1.69%	1.11%	1.73%	1.38%	1.59%	1.17%	2.06%	1.92%	1.92%	1.55%	1.12%	1.98%	2.12%	2.27%	1.47%	1.38%	0.63%	0.62%	0.77%	1.25%	2.05%	1.29%	1.36%	2.10%									
18	Сурайкин Максим Александрович	612	2	9	5	1	12	9	5	12	8	1	6	2	10	14	11	11	6	8	11	6	12	4	6	14	10	9	6	7	13	9	6	9	13	9	9	9	9	14	7	15	6	7	6	4	13	10	11	7	17	14	13	14	10	3	12	9	17	13	3	4	10	8	6	13	8	7	9	0	4	1	14									
		0.68%	0.61%	1.32%	0.58%	0.18%	0.68%	0.70%	0.40%	0.76%	0.90%	0.14%	0.83%	0.19%	0.99%	0.99%	0.67%	0.83%	0.44%	0.63%	0.90%	0.53%	0.92%	0.32%	0.39%	1.08%	1.08%	0.90%	0.56%	0.48%	0.82%	0.52%	0.46%	1.09%	0.87%	0.53%	0.53%	0.73%	0.60%	0.86%	0.45%	0.86%	0.33%	0.40%	0.51%	0.30%	0.75%	0.54%	0.73%	0.51%	0.94%	0.83%	0.78%	0.89%	0.73%	0.28%	0.82%	0.82%	1.39%	0.85%	0.28%	0.37%	0.63%	0.65%	0.75%	0.82%	0.71%	0.68%	1.03%	0.00%	0.74%	0.34%	0.98%									
19	Титов Борис Юрьевич	678	3	8	4	7	11	10	18	18	8	7	5	6	20	12	5	7	11	16	4	8	16	11	11	11	4	7	13	17	11	16	9	4	12	4	11	9	8	10	16	9	11	20	10	15	25	10	11	6	12	12	9	13	8	3	13	9	9	5	7	7	11	12	7	6	7	7	4	0	1	1	10									
		0.76%	0.91%	1.17%	0.46%	1.25%	0.63%	0.78%	1.44%	1.14%	0.90%	0.99%	0.69%	0.58%	1.99%	0.84%	0.30%	0.53%	0.80%	1.26%	0.33%	0.71%	1.23%	0.89%	0.72%	0.85%	0.43%	0.70%	1.22%	1.17%	0.69%	0.92%	0.69%	0.48%	0.81%	0.23%	0.65%	0.73%	0.53%	0.61%	1.03%	0.51%	0.61%	1.14%	0.85%	1.14%	1.44%	0.54%	0.73%	0.44%	0.67%	0.71%	0.54%	0.83%	0.59%	0.28%	0.89%	0.82%	0.74%	0.33%	0.66%	0.64%	0.69%	0.98%	0.88%	0.38%	0.62%	0.68%	0.46%	0.00%	0.18%	0.34%	0.70%									
20	Явлинский Григорий Алексеевич	801	3	1	5	1	11	10	6	13	4	7	8	5	7	15	21	12	15	12	11	7	13	12	17	14	5	3	10	12	19	9	14	8	27	23	23	13	21	15	20	18	14	14	10	11	13	12	5	13	11	18	20	10	8	10	9	10	20	15	5	16	22	15	3	9	3	6	1	0	9	2	17									
		0.89%	0.91%	0.15%	0.58%	0.18%	0.63%	0.78%	0.48%	0.82%	0.45%	0.99%	1.11%	0.49%	0.70%	1.06%	1.28%	0.90%	1.09%	0.95%	0.90%	0.62%	1.00%	0.97%	1.11%	1.08%	0.54%	0.30%	0.94%	0.83%	1.20%	0.52%	1.07%	0.97%	1.81%	1.35%	1.36%	1.06%	1.40%	0.92%	1.28%	1.03%	0.78%	0.80%	0.85%	0.84%	0.75%	0.64%	0.33%	0.96%	0.61%	1.07%	1.20%	0.63%	0.59%	0.94%	0.62%	0.91%	1.64%	0.98%	0.47%	1.47%	1.39%	1.22%	0.38%	0.57%	0.27%	0.58%	0.11%	0.00%	1.66%	0.68%	1.19%									
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
