Выборы Президента Российской Федерации																																																													
Дата голосования: 18.03.2018																																																													
																																																													
Наименование Избирательной комиссии:    Краснозерская																																																													
																																																													
Сводная таблица итогов голосования																																																													
																																																													
	Число участковых избирательных комиссий	50																																																											
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	50																																																											
																																																													
		Сумма	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566									
1	"Число избирателей, включенных в список избирателей"	25801	217	923	694	249	510	867	94	522	119	82	447	474	40	462	415	221	60	309	89	2008	1924	2311	2044	172	521	359	30	269	894	343	608	665	440	778	237	61	58	817	515	704	99	217	491	160	41	57	653	806	447	278									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	25495	210	920	690	240	500	850	90	520	120	80	440	450	40	470	400	200	60	300	90	1900	1900	2300	2000	250	500	350	35	270	850	350	600	670	440	780	240	60	60	820	510	700	100	210	480	160	50	60	650	800	450	280									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	16769	154	528	435	157	368	531	54	375	84	67	317	290	34	322	308	148	53	212	63	1171	1192	1381	1164	149	364	267	20	186	543	214	436	433	297	576	185	41	43	565	314	482	81	150	365	119	31	36	439	552	269	204									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1910	24	77	54	23	36	98	18	33	7	2	45	43	0	59	37	20	0	19	2	202	133	87	108	2	29	13	4	32	63	30	28	52	49	26	12	7	1	27	70	65	5	25	22	6	1	9	49	76	61	19									
6	Число погашенных избирательных бюллетеней	6815	32	315	200	60	96	221	18	112	29	11	78	117	6	89	55	32	7	69	25	527	575	832	728	99	107	70	11	52	244	106	136	185	94	178	43	12	16	228	126	153	14	35	93	35	18	15	162	172	120	57									
