7	Число избирательных бюллетеней в переносных ящиках для голосования	7052	66	104	96	82	60	81	72	127	68	37	28	31	39	115	45	19	36	124	79	27	65	114	107	117	65	47	123	77	127	50	31	187	79	116	32	58	101	111	220	216	117	141	73	173	104	140	112	64	52	161	168	120	121	79	154	53	82	58	143	59	29	32	127	27	31	120	171	142	91	87	175	126	76	129	53	50	28	5									
8	Число бюллетеней в стационарных ящиках для голосования	44479	644	1225	1196	904	909	1144	879	1133	1091	1137	1294	1146	1161	753	1262	1237	1171	907	1026	422	456	929	959	107	227	53	136	125	885	216	124	207	316	166	146	337	340	114	231	1060	281	644	376	306	554	550	639	784	455	659	277	332	204	161	394	250	346	1136	1014	1008	111	235	601	144	138	626	721	631	463	350	434	342	357	295	358	211	69	248									
9	Число недействительных избирательных бюллетеней	542	5	17	10	14	9	17	14	17	19	14	24	8	13	12	11	18	15	14	6	5	2	14	11	5	2	0	0	5	13	3	5	1	4	1	1	6	5	1	6	7	1	8	2	6	1	8	5	13	6	4	3	6	1	2	9	2	2	8	12	11	3	3	6	1	2	4	16	9	3	3	7	3	3	4	6	1	1	3									
10	Число действительных избирательных бюллетеней	50989	705	1312	1282	972	960	1208	937	1243	1140	1160	1298	1169	1187	856	1296	1238	1192	1017	1099	444	519	1029	1055	219	290	100	259	197	999	263	150	393	391	281	177	389	436	224	445	1269	397	777	447	473	657	682	746	835	501	816	442	446	324	238	539	301	426	1186	1145	1056	137	264	722	170	167	742	876	764	551	434	602	465	430	420	405	260	96	250									
11	Число полученных открепительных  удостоверений	1411	10	35	35	20	20	40	30	40	40	40	40	35	32	15	35	40	25	23	40	15	15	20	25	0	5	5	7	7	30	8	7	15	6	3	1	8	18	4	10	27	13	20	12	25	15	15	11	25	20	37	15	7	5	4	15	4	5	25	26	20	10	10	25	5	15	15	15	20	8	10	23	20	15	10	20	15	10	15									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	1252	6	31	29	19	20	34	28	34	38	34	36	32	31	6	35	37	21	21	36	12	7	17	18	0	5	5	7	7	27	8	7	13	6	1	0	8	18	4	8	26	13	15	12	23	15	12	11	21	20	37	14	7	5	4	12	2	5	20	25	20	10	10	25	5	15	8	11	16	4	3	23	20	15	10	20	15	10	7									
13	Число избирателей, проголосовавших по открепительным удостоверениям	960	11	21	15	17	64	12	7	24	26	19	17	22	13	33	21	10	41	19	36	14	8	6	9	8	11	4	3	5	9	12	6	10	3	6	2	1	13	3	6	7	8	11	7	3	12	9	8	10	11	16	13	11	6	10	6	5	6	20	11	23	8	3	19	4	6	7	45	12	5	5	8	10	6	6	11	12	5	8									
14	Число неиспользованных открепительных удостоверений	159	4	4	6	1	0	6	2	6	2	6	4	3	1	9	0	3	4	2	4	3	8	3	7	0	0	0	0	0	3	0	0	2	0	2	1	0	0	0	2	1	0	5	0	2	0	3	0	4	0	0	1	0	0	0	3	2	0	5	1	0	0	0	0	0	0	7	4	4	4	7	0	0	0	0	0	0	0	8									
15	Число открепительных удостоверений, выданных избирателям ТИК	77	0	2	2	1	0	3	1	3	2	1	2	2	6	7	3	2	4	1	2	1	0	3	3	0	0	0	0	0	1	2	0	2	0	0	0	3	0	1	0	1	0	1	1	1	1	1	0	0	0	2	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	2	0	0	1	0	1	1	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																									
19	Жириновский Владимир Вольфович	3377	38	84	65	70	76	82	55	87	80	70	87	94	77	61	91	78	68	99	78	24	39	60	89	26	16	3	17	15	69	18	6	24	29	11	11	20	38	19	26	64	17	45	29	31	46	36	55	57	28	58	39	17	16	10	48	31	28	61	73	53	7	21	55	9	5	42	49	50	35	28	45	28	45	39	23	22	7	25									
		6.55%	5.35%	6.32%	5.03%	7.10%	7.84%	6.69%	5.78%	6.90%	6.90%	5.96%	6.58%	7.99%	6.42%	7.03%	6.96%	6.21%	5.63%	9.60%	7.06%	5.35%	7.49%	5.75%	8.35%	11.61%	5.48%	3.00%	6.56%	7.43%	6.82%	6.77%	3.87%	6.09%	7.34%	3.90%	6.18%	5.06%	8.62%	8.44%	5.76%	5.02%	4.27%	5.73%	6.46%	6.47%	6.99%	5.22%	7.32%	6.72%	5.52%	7.07%	8.76%	3.76%	4.92%	4.17%	8.76%	10.23%	6.54%	5.11%	6.31%	4.97%	5.00%	7.87%	7.55%	5.26%	2.96%	5.63%	5.49%	6.47%	6.32%	6.41%	7.39%	5.98%	10.39%	9.20%	5.60%	8.43%	7.22%	9.88%									
20	Зюганов Геннадий Андреевич	15371	221	492	472	310	308	390	320	393	336	407	490	387	394	257	391	397	388	350	358	153	177	332	368	48	78	16	65	36	226	55	29	102	146	123	87	130	110	65	100	459	155	281	117	79	165	215	215	141	103	290	92	94	81	76	133	97	131	277	279	303	29	51	135	30	31	192	223	217	177	99	159	91	156	147	162	68	23	91									
		29.83%	31.13%	37.02%	36.53%	31.44%	31.79%	31.84%	33.65%	31.19%	28.99%	34.67%	37.07%	32.88%	32.83%	29.61%	29.92%	31.61%	32.15%	33.95%	32.40%	34.08%	33.97%	31.83%	34.52%	21.43%	26.71%	16.00%	25.10%	17.82%	22.33%	20.68%	18.71%	25.89%	36.96%	43.62%	48.88%	32.91%	24.94%	28.89%	22.17%	35.97%	38.94%	35.80%	26.06%	16.49%	25.08%	31.16%	28.63%	16.63%	20.32%	35.37%	20.67%	20.80%	24.92%	31.67%	24.27%	32.01%	30.61%	23.20%	24.11%	28.40%	20.71%	19.10%	18.54%	17.54%	18.34%	25.74%	25.00%	28.07%	31.95%	22.65%	26.11%	19.44%	36.03%	34.67%	39.42%	26.05%	23.71%	35.97%									
21	Миронов Сергей Михайлович	2058	32	54	42	55	41	44	46	60	43	37	53	41	47	29	53	37	41	36	51	15	27	35	50	11	9	1	5	8	57	25	8	13	11	9	7	18	19	5	40	45	8	22	13	13	24	18	18	59	14	39	20	15	13	2	26	11	8	76	50	42	6	28	32	13	5	38	30	25	23	21	23	12	12	12	11	6	4	6									
		3.99%	4.51%	4.06%	3.25%	5.58%	4.23%	3.59%	4.84%	4.76%	3.71%	3.15%	4.01%	3.48%	3.92%	3.34%	4.06%	2.95%	3.40%	3.49%	4.62%	3.34%	5.18%	3.36%	4.69%	4.91%	3.08%	1.00%	1.93%	3.96%	5.63%	9.40%	5.16%	3.30%	2.78%	3.19%	3.93%	4.56%	4.31%	2.22%	8.87%	3.53%	2.01%	2.80%	2.90%	2.71%	3.65%	2.61%	2.40%	6.96%	2.76%	4.76%	4.49%	3.32%	4.00%	0.83%	4.74%	3.63%	1.87%	6.37%	4.32%	3.94%	4.29%	10.49%	4.40%	7.60%	2.96%	5.09%	3.36%	3.23%	4.15%	4.81%	3.78%	2.56%	2.77%	2.83%	2.68%	2.30%	4.12%	2.37%									
22	Прохоров Михаил Дмитриевич	2565	46	75	78	63	65	91	44	82	74	68	57	86	87	56	83	90	75	44	72	36	27	66	52	6	11	1	16	3	29	7	0	18	2	7	4	12	23	6	9	47	13	25	12	25	36	17	41	32	22	31	29	13	9	5	13	7	10	66	65	55	5	7	12	8	2	44	48	54	21	20	24	16	10	9	17	5	4	15									
		4.98%	6.48%	5.64%	6.04%	6.39%	6.71%	7.43%	4.63%	6.51%	6.38%	5.79%	4.31%	7.31%	7.25%	6.45%	6.35%	7.17%	6.21%	4.27%	6.52%	8.02%	5.18%	6.33%	4.88%	2.68%	3.77%	1.00%	6.18%	1.49%	2.87%	2.63%	0.00%	4.57%	0.51%	2.48%	2.25%	3.04%	5.22%	2.67%	1.99%	3.68%	3.27%	3.18%	2.67%	5.22%	5.47%	2.46%	5.46%	3.77%	4.34%	3.78%	6.52%	2.88%	2.77%	2.08%	2.37%	2.31%	2.34%	5.53%	5.62%	5.15%	3.57%	2.62%	1.65%	4.68%	1.18%	5.90%	5.38%	6.99%	3.79%	4.58%	3.94%	3.42%	2.31%	2.12%	4.14%	1.92%	4.12%	5.93%									
23	Путин Владимир Владимирович	27618	368	607	625	474	470	601	472	621	607	578	611	561	582	453	678	636	620	488	540	216	249	536	496	128	176	79	156	135	618	158	107	236	203	131	68	209	246	129	270	654	204	404	276	325	386	396	417	546	334	398	262	307	205	145	319	155	249	706	678	603	90	157	488	110	124	426	526	418	295	266	351	318	207	213	192	159	58	113									
		53.59%	51.83%	45.67%	48.37%	48.07%	48.50%	49.06%	49.63%	49.29%	52.37%	49.23%	46.22%	47.66%	48.50%	52.19%	51.87%	50.64%	51.37%	47.33%	48.87%	48.11%	47.79%	51.39%	46.53%	57.14%	60.27%	79.00%	60.23%	66.83%	61.07%	59.40%	69.03%	59.90%	51.39%	46.45%	38.20%	52.91%	55.78%	57.33%	59.87%	51.25%	51.26%	51.46%	61.47%	67.85%	58.66%	57.39%	55.53%	64.39%	65.88%	48.54%	58.88%	67.92%	63.08%	60.42%	58.21%	51.16%	58.18%	59.13%	58.60%	56.51%	64.29%	58.80%	67.03%	64.33%	73.37%	57.10%	58.97%	54.08%	53.25%	60.87%	57.64%	67.95%	47.81%	50.24%	46.72%	60.92%	59.79%	44.66%									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
