		1.66%	2.62%	1.54%	1.72%	1.15%	1.83%	1.58%	1.68%	1.07%	1.28%	1.59%	1.66%	1.87%	1.58%	1.53%	2.05%	1.10%	1.56%	2.22%	1.44%	2.38%	1.28%	1.66%	1.41%	2.70%	2.61%	1.71%	1.08%	1.93%	1.11%	2.25%	2.17%	1.52%	1.34%	1.16%	0.92%	0.89%	2.43%	1.88%	0.66%	1.39%	3.13%					
19	Жириновский Владимир Вольфович	9456	316	256	315	238	298	330	308	240	303	306	243	160	243	239	207	220	266	220	288	121	132	223	233	270	201	269	230	275	242	216	214	250	234	247	181	396	226	138	43	62	57					
		14.51%	15.94%	14.62%	15.46%	13.69%	15.18%	18.65%	18.47%	13.51%	16.15%	15.24%	12.59%	12.99%	13.75%	12.59%	13.24%	15.06%	15.36%	13.17%	14.28%	9.93%	14.04%	15.41%	14.33%	15.52%	15.91%	14.85%	16.50%	13.99%	16.74%	13.14%	14.97%	15.21%	15.69%	13.64%	13.87%	17.66%	12.21%	8.09%	7.13%	14.32%	17.81%					
20	Зюганов Геннадий Андреевич	11999	308	444	352	367	384	293	324	344	337	342	415	189	347	376	336	376	383	382	465	250	228	252	334	402	251	408	210	447	210	342	296	321	301	350	162	130	112	108	50	33	38					
		18.41%	15.54%	25.36%	17.28%	21.10%	19.56%	16.56%	19.42%	19.37%	17.96%	17.03%	21.50%	15.34%	19.64%	19.81%	21.48%	25.74%	22.11%	22.87%	23.05%	20.53%	24.26%	17.42%	20.54%	23.10%	19.87%	22.52%	15.06%	22.74%	14.52%	20.80%	20.70%	19.53%	20.19%	19.33%	12.41%	5.80%	6.05%	6.33%	8.29%	7.62%	11.88%					
21	Медведев Дмитрий Анатольевич	41761	1290	1004	1284	1114	1224	1096	984	1157	1187	1296	1216	838	1119	1224	973	826	1034	1016	1194	805	562	933	1019	997	778	1080	925	1178	961	1035	856	1027	916	1161	936	1679	1410	1391	503	321	212					
		64.08%	65.09%	57.34%	63.03%	64.06%	62.35%	61.96%	58.99%	65.15%	63.27%	64.54%	63.01%	68.02%	63.33%	64.49%	62.21%	56.54%	59.70%	60.84%	59.20%	66.09%	59.79%	64.48%	62.67%	57.30%	61.60%	59.60%	66.36%	59.92%	66.46%	62.96%	59.86%	62.47%	61.44%	64.11%	71.72%	74.89%	76.18%	81.54%	83.42%	74.13%	66.25%					
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
