Выборы Президента Российской Федерации																										
																										
Наименование Избирательной комиссии:    Лабытнангская городская																										
																										
Итоги голосования 																										
																										
		Сумма	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27					
1	"Число избирателей, внесенных в список"	21520	845	1182	1288	723	1089	1076	1500	1687	1134	1057	868	1311	750	1185	415	1720	1767	1663	260					
2	Число полученных избирательных бюллетеней	19457	688	1056	1145	648	960	974	1343	1549	1140	907	774	1121	675	1069	437	1609	1522	1529	311					
3	"Число избирательных бюллетеней, выданных  досрочно"	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	44	10	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	16959	579	888	992	545	831	840	1206	1363	959	826	694	1039	605	1008	286	1407	1381	1288	222					
5	"Число избирательных бюллетеней, выданных вне помещения"	768	59	19	57	67	25	34	28	30	86	21	12	19	16	12	38	18	65	146	16					
6	Число погашенных избирательных бюллетеней	1591	50	149	96	36	104	100	109	156	95	60	68	63	54	49	28	184	32	85	73					
7	Число избирательных бюллетеней в переносных ящиках	907	59	19	57	67	25	34	28	30	86	21	12	19	16	12	123	18	109	156	16					
8	Число бюллетеней в стационарных ящиках для голосования	16928	579	888	992	545	831	840	1206	1333	959	826	694	1039	605	1008	286	1407	1380	1288	222					
9	Число недействительных избирательных бюллетеней	127	10	5	4	5	8	11	7	6	6	5	4	6	7	6	1	14	16	6	0					
10	Число действительных избирательных бюллетеней	17708	628	902	1045	607	848	863	1227	1357	1039	842	702	1052	614	1014	408	1411	1473	1438	238					
11	Число полученных открепительных  удостоверений	314	9	11	13	12	13	8	20	27	22	10	5	17	13	14	5	22	35	28	30					
12	Число выданных открепительных удостоверений	255	6	9	13	8	9	7	16	20	17	7	4	14	11	12	4	22	33	28	15					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	80	2	1	3	1	4	1	10	6	3	3	5	2	5	2	0	2	15	8	7					
14	Число неиспользованных открепительных удостоверений	59	3	2	0	4	4	1	4	7	5	3	1	3	2	2	1	0	2	0	15					
15	"Число открепительных удостоверений, выданных в ТИК"	35	1	0	4	1	1	1	2	8	2	4	0	1	0	1	1	1	6	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																										
18	. Глазьев Сергей Юрьевич	637	18	43	38	13	24	21	31	54	42	38	25	37	17	30	16	67	60	52	11					
		3.57%	2.82%	4.74%	3.62%	2.12%	2.80%	2.40%	2.51%	3.96%	4.02%	4.49%	3.54%	3.50%	2.74%	2.94%	3.91%	4.70%	4.03%	3.60%	4.62%					
19	. Малышкин Олег Александрович	374	13	32	29	9	19	19	25	14	11	8	14	23	5	21	15	28	53	31	5					
		2.10%	2.04%	3.53%	2.76%	1.47%	2.22%	2.17%	2.03%	1.03%	1.05%	0.94%	1.98%	2.17%	0.81%	2.06%	3.67%	1.96%	3.56%	2.15%	2.10%					
20	. Миронов Сергей Михайлович	137	3	6	4	3	4	6	20	11	6	4	5	7	6	7	5	8	17	14	1					
		0.77%	0.47%	0.66%	0.38%	0.49%	0.47%	0.69%	1.62%	0.81%	0.57%	0.47%	0.71%	0.66%	0.97%	0.69%	1.22%	0.56%	1.14%	0.97%	0.42%					
21	. Путин Владимир Владимирович	13653	495	680	819	467	659	707	948	1013	803	673	556	799	511	772	307	1065	1074	1106	199					
		76.55%	77.59%	74.97%	78.07%	76.31%	76.99%	80.89%	76.82%	74.32%	76.84%	79.46%	78.75%	75.52%	82.29%	75.69%	75.06%	74.74%	72.13%	76.59%	83.61%					
22	. Хакамада Ирина Муцуовна	813	28	27	43	15	29	28	47	104	48	26	37	54	27	66	19	62	72	76	5					
		4.56%	4.39%	2.98%	4.10%	2.45%	3.39%	3.20%	3.81%	7.63%	4.59%	3.07%	5.24%	5.10%	4.35%	6.47%	4.65%	4.35%	4.84%	5.26%	2.10%					
23	. Харитонов Николай Михайлович	1196	42	73	71	56	77	54	101	93	74	50	28	83	23	67	31	100	89	74	10					
		6.71%	6.58%	8.05%	6.77%	9.15%	9.00%	6.18%	8.18%	6.82%	7.08%	5.90%	3.97%	7.84%	3.70%	6.57%	7.58%	7.02%	5.98%	5.12%	4.20%					
																										
24	Против всех	898	29	41	41	44	36	28	55	68	55	43	37	49	25	51	15	81	108	85	7					
		5.04%	4.55%	4.52%	3.91%	7.19%	4.21%	3.20%	4.46%	4.99%	5.26%	5.08%	5.24%	4.63%	4.03%	5.00%	3.67%	5.68%	7.25%	5.89%	2.94%					
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
