9	Число недействительных избирательных бюллетеней	233	2	2	1	7	2	3	0	8	0	6	2	1	2	0	6	7	0	4	0	1	0	5	6	1	0	5	3	1	0	4	2	5	1	5	5	2	0	0	0	3	1	0	1	0	0	3	1	1	0	36	0	9	9	8	4	6	4	10	4	1	1	3	4	10	11	4	0					
10	Число действительных избирательных бюллетеней	22535	122	497	307	719	108	180	132	437	103	354	250	107	415	102	400	259	170	406	61	83	16	608	147	67	52	357	311	300	111	492	245	200	176	259	324	307	52	119	62	305	199	117	343	39	33	217	106	54	44	343	115	391	1078	901	828	914	489	941	535	739	393	827	620	789	1230	316	212					
11	Число полученных открепительных  удостоверений	182	1	5	5	3	1	1	1	1	1	3	3	1	3	1	3	1	1	3	1	1	1	3	1	1	1	3	3	1	1	3	1	3	1	3	3	3	1	1	1	3	1	1	3	1	1	1	1	1	1	3	1	3	8	5	8	5	9	5	7	5	5	5	5	5	9	2	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	134	0	5	2	3	1	1	0	0	1	3	1	0	3	0	3	0	1	3	0	1	0	3	0	0	0	3	3	1	0	3	0	0	0	0	3	3	0	0	0	1	0	1	3	0	0	1	1	0	0	2	0	3	8	4	8	5	6	5	7	5	3	5	4	3	9	2	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	89	2	2	1	3	0	0	1	4	1	3	1	1	0	0	2	0	0	2	0	0	0	2	0	0	0	0	0	1	0	4	0	3	2	0	3	0	0	0	0	1	1	0	2	0	2	1	0	1	0	0	1	4	4	5	2	4	1	3	4	2	0	1	3	0	6	2	1					
14	Число неиспользованных открепительных удостоверений	48	1	0	3	0	0	0	1	1	0	0	2	1	0	1	0	1	0	0	1	0	1	0	1	1	1	0	0	0	1	0	1	3	1	3	0	0	1	1	1	2	1	0	0	1	1	0	0	1	1	1	1	0	0	1	0	0	3	0	0	0	2	0	1	2	0	0	2					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	17	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	3	1	1	1	1	3	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																										
18	Богданов Андрей Владимирович	164	5	4	2	8	1	1	0	4	0	5	2	0	1	0	6	0	0	0	0	2	0	6	0	1	0	2	3	2	1	5	0	1	3	1	2	0	0	2	0	1	1	0	2	0	1	0	3	0	0	3	1	3	5	6	8	5	7	9	1	2	6	7	10	5	2	5	1					
		0.72%	4.03%	0.80%	0.65%	1.10%	0.91%	0.55%	0.00%	0.90%	0.00%	1.39%	0.79%	0.00%	0.24%	0.00%	1.48%	0.00%	0.00%	0.00%	0.00%	2.38%	0.00%	0.98%	0.00%	1.47%	0.00%	0.55%	0.96%	0.66%	0.90%	1.01%	0.00%	0.49%	1.69%	0.38%	0.61%	0.00%	0.00%	1.68%	0.00%	0.32%	0.50%	0.00%	0.58%	0.00%	3.03%	0.00%	2.80%	0.00%	0.00%	0.79%	0.87%	0.75%	0.46%	0.66%	0.96%	0.54%	1.42%	0.95%	0.19%	0.27%	1.52%	0.84%	1.60%	0.63%	0.16%	1.56%	0.47%					
19	Жириновский Владимир Вольфович	1917	3	39	21	78	8	4	14	49	8	19	45	9	20	13	38	28	21	31	1	2	0	55	4	5	3	14	29	17	12	28	6	9	21	22	10	29	3	13	14	37	9	8	11	8	3	21	10	6	4	40	2	35	98	84	62	59	48	93	39	105	51	58	46	78	111	21	25					
		8.42%	2.42%	7.82%	6.82%	10.74%	7.27%	2.19%	10.61%	11.01%	7.77%	5.28%	17.86%	8.33%	4.80%	12.75%	9.36%	10.53%	12.35%	7.56%	1.64%	2.38%	0.00%	8.97%	2.61%	7.35%	5.77%	3.87%	9.24%	5.65%	10.81%	5.65%	2.43%	4.39%	11.86%	8.33%	3.04%	9.39%	5.77%	10.92%	22.58%	12.01%	4.50%	6.84%	3.20%	20.51%	9.09%	9.55%	9.35%	10.91%	9.09%	10.55%	1.74%	8.75%	9.02%	9.24%	7.45%	6.41%	9.74%	9.78%	7.24%	14.19%	12.94%	6.99%	7.37%	9.76%	8.94%	6.56%	11.79%					
20	Зюганов Геннадий Андреевич	7618	46	167	124	208	61	91	48	99	29	75	56	25	196	39	113	105	54	135	13	32	1	249	75	20	19	116	98	134	38	140	125	93	66	114	101	118	0	31	19	116	62	45	126	17	10	64	27	22	6	132	51	104	318	285	243	330	158	321	162	212	121	259	278	267	438	95	76					
		33.46%	37.10%	33.47%	40.26%	28.65%	55.45%	49.73%	36.36%	22.25%	28.16%	20.83%	22.22%	23.15%	47.00%	38.24%	27.83%	39.47%	31.76%	32.93%	21.31%	38.10%	6.25%	40.62%	49.02%	29.41%	36.54%	32.04%	31.21%	44.52%	34.23%	28.23%	50.61%	45.37%	37.29%	43.18%	30.70%	38.19%	0.00%	26.05%	30.65%	37.66%	31.00%	38.46%	36.63%	43.59%	30.30%	29.09%	25.23%	40.00%	13.64%	34.83%	44.35%	26.00%	29.25%	31.35%	29.21%	35.87%	32.05%	33.75%	30.06%	28.65%	30.71%	31.20%	44.55%	33.42%	35.29%	29.69%	35.85%					
21	Медведев Дмитрий Анатольевич	12836	68	287	160	425	38	84	70	285	66	255	147	73	198	50	243	126	95	240	47	47	15	298	68	41	30	225	181	147	60	319	114	97	86	122	211	160	49	73	29	151	127	64	204	14	19	132	66	26	34	168	61	249	657	526	515	520	276	518	333	420	215	503	286	439	679	195	110					
		56.38%	54.84%	57.52%	51.95%	58.54%	34.55%	45.90%	53.03%	64.04%	64.08%	70.83%	58.33%	67.59%	47.48%	49.02%	59.85%	47.37%	55.88%	58.54%	77.05%	55.95%	93.75%	48.61%	44.44%	60.29%	57.69%	62.15%	57.64%	48.84%	54.05%	64.31%	46.15%	47.32%	48.59%	46.21%	64.13%	51.78%	94.23%	61.34%	46.77%	49.03%	63.50%	54.70%	59.30%	35.90%	57.58%	60.00%	61.68%	47.27%	77.27%	44.33%	53.04%	62.25%	60.44%	57.87%	61.90%	56.52%	55.98%	54.47%	61.78%	56.76%	54.57%	60.60%	45.83%	54.94%	54.71%	60.94%	51.89%					
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
