17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																				
18	Богданов Андрей Владимирович	694	2	0	0	11	13	2	9	14	15	15	16	22	10	15	14	17	13	7	22	23	13	16	27	6	10	1	22	15	14	6	12	20	16	2	21	27	24	7	4	25	6	15	5	8	7	20	11	12	16	3	7	1	4	13	2	4	1	10	5	9	7					
		1.11%	1.65%	0.00%	0.00%	0.81%	0.80%	0.49%	0.62%	0.62%	1.15%	0.89%	0.86%	1.34%	2.35%	1.41%	2.40%	1.67%	0.73%	0.86%	1.65%	2.70%	0.92%	1.94%	2.38%	0.30%	0.79%	0.41%	1.56%	1.48%	1.07%	1.04%	0.86%	1.26%	0.98%	0.18%	1.06%	1.36%	1.20%	1.19%	1.43%	2.75%	1.44%	2.79%	1.15%	0.99%	1.47%	1.38%	1.04%	0.90%	0.92%	0.55%	2.06%	0.46%	0.86%	0.99%	0.67%	1.32%	0.37%	1.17%	0.62%	0.76%	0.79%					
19	Жириновский Владимир Вольфович	4339	17	12	2	151	38	13	37	44	39	125	57	140	59	146	67	83	153	44	114	79	65	87	102	57	107	20	127	83	155	74	38	153	74	34	195	159	165	37	30	53	53	52	31	63	23	104	83	128	68	47	18	28	29	119	46	38	14	47	21	52	40					
		6.97%	14.05%	5.50%	1.82%	11.07%	2.35%	3.18%	2.56%	1.96%	2.99%	7.44%	3.05%	8.55%	13.85%	13.76%	11.49%	8.16%	8.58%	5.43%	8.54%	9.28%	4.58%	10.53%	8.98%	2.88%	8.48%	8.13%	9.02%	8.21%	11.83%	12.78%	2.72%	9.60%	4.51%	2.99%	9.85%	7.99%	8.27%	6.27%	10.71%	5.82%	12.71%	9.67%	7.14%	7.87%	4.82%	7.19%	7.85%	9.58%	3.92%	8.61%	5.29%	12.90%	6.26%	9.12%	15.33%	12.50%	5.24%	5.51%	2.61%	4.37%	4.50%					
20	Зюганов Геннадий Андреевич	9509	11	8	13	142	142	13	101	494	101	242	285	380	118	227	93	120	243	117	299	204	167	169	210	427	288	31	347	140	249	153	292	238	276	125	237	334	301	85	38	125	79	63	57	142	57	219	165	183	132	52	36	22	74	174	45	28	25	49	107	141	74					
		15.27%	9.09%	3.67%	11.82%	10.41%	8.79%	3.18%	6.98%	21.97%	7.76%	14.41%	15.23%	23.20%	27.70%	21.39%	15.95%	11.80%	13.63%	14.43%	22.40%	23.97%	11.78%	20.46%	18.49%	21.54%	22.82%	12.60%	24.64%	13.85%	19.01%	26.42%	20.93%	14.94%	16.83%	11.02%	11.97%	16.80%	15.09%	14.41%	13.57%	13.74%	18.94%	11.71%	13.13%	17.73%	11.95%	15.13%	15.61%	13.70%	7.61%	9.52%	10.59%	10.14%	15.98%	13.33%	15.00%	9.21%	9.36%	5.74%	13.29%	11.84%	8.33%					
21	Медведев Дмитрий Анатольевич	47003	91	198	95	1057	1408	378	1247	1687	1127	1283	1476	1090	230	658	405	787	1356	632	878	521	1153	541	788	1487	828	194	881	767	872	340	1053	1162	1252	955	1472	1449	1457	455	206	700	275	405	339	574	383	1091	795	996	1505	444	274	152	351	999	197	230	225	747	659	989	757					
		75.46%	75.21%	90.83%	86.36%	77.49%	87.18%	92.42%	86.24%	75.01%	86.63%	76.41%	78.89%	66.54%	53.99%	62.02%	69.47%	77.38%	76.05%	77.93%	65.77%	61.22%	81.31%	65.50%	69.37%	75.03%	65.61%	78.86%	62.57%	75.87%	66.56%	58.72%	75.48%	72.94%	76.34%	84.22%	74.34%	72.89%	73.03%	77.12%	73.57%	76.92%	65.95%	75.28%	78.11%	71.66%	80.29%	75.40%	75.21%	74.55%	86.74%	81.32%	80.59%	70.05%	75.81%	76.55%	65.67%	75.66%	84.27%	87.57%	81.86%	83.04%	85.25%					
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
