8	Число бюллетеней в стационарных ящиках для голосования	45451	1169	1106	480	1431	720	1388	1689	1083	973	1146	1080	1007	962	1240	951	1181	1015	286	253	322	695	630	539	249	83	77	676	568	583	333	307	339	103	1103	1105	899	793	1001	888	989	1492	311	565	255	134	292	875	858	245	354	391	215	431	1062	382	221	219	284	499	41	467	240	340	515	464	264	373	98	1261	108	91	498	164									
9	Число недействительных избирательных бюллетеней	428	10	6	8	14	4	13	27	12	12	8	9	10	12	9	6	14	10	2	1	0	8	1	7	2	2	0	7	9	3	4	1	3	3	8	11	14	10	4	7	9	16	5	3	4	3	1	4	5	3	3	3	3	7	9	4	4	7	2	2	0	3	3	1	2	5	2	5	0	8	0	0	8	3									
10	Число действительных избирательных бюллетеней	50262	1205	1135	557	1548	749	1467	1708	1262	991	1185	1141	1050	995	1269	978	1210	1047	358	266	427	751	670	639	277	131	91	769	633	645	407	355	393	129	1238	1262	1061	890	1112	995	1120	1493	413	702	314	144	327	1012	1019	293	413	488	235	480	1097	522	264	242	366	592	52	590	276	387	597	560	303	451	118	1324	116	119	646	191									
11	Число полученных открепительных  удостоверений	2147	50	30	20	25	25	32	48	32	27	32	35	23	31	43	21	30	25	15	15	20	45	35	30	15	10	10	40	30	35	20	15	15	20	68	80	70	35	65	50	65	35	25	45	15	15	15	40	48	20	15	75	25	15	40	20	15	15	15	15	10	25	10	20	30	30	20	25	15	45	10	15	40	12									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	2050	50	30	9	25	22	32	48	32	27	32	35	23	31	43	21	26	20	15	15	20	45	35	30	10	10	10	40	30	35	20	15	15	20	68	80	70	35	65	50	65	34	25	45	15	15	15	40	48	15	8	75	15	15	40	20	15	12	9	13	4	19	7	20	30	30	20	25	7	40	3	15	40	12									
13	Число избирателей, проголосовавших по открепительным удостоверениям	956	19	34	13	18	49	21	40	43	38	22	37	27	20	29	23	27	12	8	3	9	22	2	7	6	6	6	15	5	5	10	11	6	7	11	12	15	23	36	20	25	14	6	5	7	5	2	10	5	1	6	2	3	2	10	4	4	5	3	14	3	6	1	9	13	16	2	7	6	17	5	2	10	9									
14	Число неиспользованных открепительных удостоверений	97	0	0	11	0	3	0	0	0	0	0	0	0	0	0	0	4	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	7	0	10	0	0	0	0	3	6	2	6	6	3	0	0	0	0	0	8	5	7	0	0	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	41	1	0	1	1	1	1	3	0	2	3	1	1	0	4	0	2	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	1	0	2	0	1	1	1	0	1	2	0	1	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																				
19	Жириновский Владимир Вольфович	4908	117	119	67	146	78	155	151	139	97	105	97	88	116	152	79	110	127	52	33	29	75	63	71	37	10	15	71	67	75	43	46	37	14	131	117	113	57	69	82	88	142	37	39	19	7	27	126	99	28	52	51	24	80	99	40	23	23	24	52	6	38	15	38	62	77	49	56	22	146	9	14	28	18									
		9.68%	9.63%	10.43%	11.86%	9.35%	10.36%	10.47%	8.70%	10.91%	9.67%	8.80%	8.43%	8.30%	11.52%	11.89%	8.03%	8.99%	12.02%	14.44%	12.36%	6.79%	9.88%	9.39%	10.99%	13.26%	7.52%	16.48%	9.15%	10.44%	11.57%	10.46%	12.92%	9.34%	10.61%	10.51%	9.19%	10.51%	6.33%	6.18%	8.18%	7.79%	9.41%	8.85%	5.53%	5.97%	4.76%	8.23%	12.40%	9.67%	9.46%	12.50%	10.39%	10.08%	16.43%	8.95%	7.60%	8.58%	9.24%	6.52%	8.75%	11.54%	6.41%	5.38%	9.79%	10.35%	13.63%	16.07%	12.28%	18.64%	10.96%	7.76%	11.76%	4.28%	9.28%									
20	Зюганов Геннадий Андреевич	10797	289	259	87	286	133	307	443	274	220	292	278	264	229	292	246	276	273	84	57	78	191	150	132	43	18	13	190	132	139	83	90	72	19	245	246	195	189	220	210	222	320	110	177	52	32	91	231	120	36	65	84	54	165	285	79	71	40	52	80	8	192	68	70	119	114	37	81	16	283	20	22	121	36									
		21.30%	23.79%	22.70%	15.40%	18.31%	17.66%	20.74%	25.53%	21.51%	21.93%	24.48%	24.17%	24.91%	22.74%	22.85%	25.00%	22.55%	25.83%	23.33%	21.35%	18.27%	25.16%	22.35%	20.43%	15.41%	13.53%	14.29%	24.48%	20.56%	21.45%	20.19%	25.28%	18.18%	14.39%	19.66%	19.32%	18.14%	21.00%	19.71%	20.96%	19.66%	21.21%	26.32%	25.11%	16.35%	21.77%	27.74%	22.74%	11.72%	12.16%	15.63%	17.11%	22.69%	33.88%	25.77%	15.02%	26.49%	16.06%	14.13%	13.47%	15.38%	32.38%	24.37%	18.04%	19.87%	20.18%	12.13%	17.76%	13.56%	21.25%	17.24%	18.49%	18.50%	18.56%									
21	Миронов Сергей Михайлович	2038	64	67	20	60	31	61	99	75	45	55	58	49	45	44	48	62	42	12	10	8	26	17	16	2	5	5	34	15	17	14	10	17	3	54	57	46	25	46	43	32	105	15	14	8	6	12	30	29	11	21	18	8	13	59	28	8	12	15	15	0	17	5	7	19	22	11	12	0	43	3	9	18	6									
		4.02%	5.27%	5.87%	3.54%	3.84%	4.12%	4.12%	5.71%	5.89%	4.49%	4.61%	5.04%	4.62%	4.47%	3.44%	4.88%	5.07%	3.97%	3.33%	3.75%	1.87%	3.43%	2.53%	2.48%	0.72%	3.76%	5.49%	4.38%	2.34%	2.62%	3.41%	2.81%	4.29%	2.27%	4.33%	4.48%	4.28%	2.78%	4.12%	4.29%	2.83%	6.96%	3.59%	1.99%	2.52%	4.08%	3.66%	2.95%	2.83%	3.72%	5.05%	3.67%	3.36%	2.67%	5.33%	5.32%	2.99%	4.82%	4.08%	2.53%	0.00%	2.87%	1.79%	1.80%	3.17%	3.89%	3.61%	2.63%	0.00%	3.23%	2.59%	7.56%	2.75%	3.09%									
22	Прохоров Михаил Дмитриевич	2540	68	57	26	88	49	85	138	56	76	107	87	87	68	59	65	86	61	8	2	10	30	31	28	6	5	2	34	29	33	17	13	22	1	46	40	38	34	34	39	55	129	15	11	9	5	9	60	28	10	13	22	8	17	105	18	2	5	28	23	6	21	3	7	24	17	8	11	5	56	7	6	25	7									
		5.01%	5.60%	4.99%	4.60%	5.63%	6.51%	5.74%	7.95%	4.40%	7.58%	8.97%	7.57%	8.21%	6.75%	4.62%	6.61%	7.03%	5.77%	2.22%	0.75%	2.34%	3.95%	4.62%	4.33%	2.15%	3.76%	2.20%	4.38%	4.52%	5.09%	4.14%	3.65%	5.56%	0.76%	3.69%	3.14%	3.53%	3.78%	3.05%	3.89%	4.87%	8.55%	3.59%	1.56%	2.83%	3.40%	2.74%	5.91%	2.73%	3.38%	3.13%	4.48%	3.36%	3.49%	9.49%	3.42%	0.75%	2.01%	7.61%	3.87%	11.54%	3.54%	1.08%	1.80%	4.01%	3.01%	2.62%	2.41%	4.24%	4.20%	6.03%	5.04%	3.82%	3.61%									
23	Путин Владимир Владимирович	29979	667	633	357	968	458	859	877	718	553	626	621	562	537	722	540	676	544	202	164	302	429	409	392	189	93	56	440	390	381	250	196	245	92	762	802	669	585	743	621	723	797	236	461	226	94	188	565	743	208	262	313	141	205	549	357	160	162	247	422	32	322	185	265	373	330	198	291	75	796	77	68	454	124									
		59.14%	54.90%	55.48%	63.19%	61.97%	60.82%	58.04%	50.55%	56.36%	55.13%	52.47%	54.00%	53.02%	53.33%	56.49%	54.88%	55.23%	51.47%	56.11%	61.42%	70.73%	56.52%	60.95%	60.68%	67.74%	69.92%	61.54%	56.70%	60.75%	58.80%	60.83%	55.06%	61.87%	69.70%	61.16%	63.00%	62.23%	65.00%	66.58%	61.98%	64.04%	52.82%	56.46%	65.39%	71.07%	63.95%	57.32%	55.61%	72.56%	70.27%	62.98%	63.75%	59.24%	42.09%	49.64%	67.87%	59.70%	65.06%	67.12%	71.04%	61.54%	54.30%	66.31%	68.30%	62.27%	58.41%	64.92%	63.82%	63.56%	59.76%	66.38%	57.14%	69.42%	63.92%									
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
