Выборы Президента Российской Федерации																																								
Дата голосования: 18.03.2018																																								
																																								
Наименование Избирательной комиссии:    Комсомольская																																								
																																								
Сводная таблица итогов голосования																																								
																																								
	Число участковых избирательных комиссий	29																																						
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	29																																						
																																								
		Сумма	УИК №354	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570									
1	"Число избирателей, включенных в список избирателей"	17613	675	1214	1171	1150	402	1038	1404	1153	468	439	334	57	104	1146	582	255	77	253	387	160	162	537	961	917	338	1124	457	172	476									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	19063	804	1287	1247	1190	443	1146	1580	1222	554	560	383	64	136	1153	660	288	95	268	380	199	181	525	997	938	353	1210	464	200	536									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	159	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	14085	645	909	1012	992	286	709	1368	905	393	322	265	56	83	711	376	239	67	217	353	146	141	415	763	680	282	793	375	169	413									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1011	2	50	36	18	52	123	28	75	31	58	12	1	9	62	77	4	9	22	25	3	18	39	57	30	27	97	16	1	29									
6	Число погашенных избирательных бюллетеней	3807	157	328	199	180	105	314	184	242	130	180	105	7	44	221	207	45	19	29	2	50	22	71	177	228	44	320	73	30	94									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1170	2	50	36	18	52	123	28	75	31	58	12	1	9	221	77	4	9	22	25	3	18	39	57	30	27	97	16	1	29									
8	Число бюллетеней в стационарных ящиках для голосования	14084	645	909	1012	992	286	709	1368	905	393	322	265	56	83	711	376	239	67	217	353	146	141	415	763	679	282	793	375	169	413									
9	Число недействительных избирательных бюллетеней	425	15	22	24	29	27	26	15	38	2	8	2	0	1	45	5	22	0	1	10	3	2	24	12	21	1	29	2	2	37									
10	Число действительных избирательных бюллетеней	14829	632	937	1024	981	311	806	1381	942	422	372	275	57	91	887	448	221	76	238	368	146	157	430	808	688	308	861	389	168	405									
11	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																								
13	Бабурин Сергей Николаевич	73	2	6	8	8	0	6	3	6	2	0	1	0	0	6	3	0	1	0	3	0	0	1	4	3	1	4	2	1	2									
		0.48%	0.31%	0.63%	0.76%	0.79%	0.00%	0.72%	0.21%	0.61%	0.47%	0.00%	0.36%	0.00%	0.00%	0.64%	0.66%	0.00%	1.32%	0.00%	0.79%	0.00%	0.00%	0.22%	0.49%	0.42%	0.32%	0.45%	0.51%	0.59%	0.45%									
14	Грудинин Павел Николаевич	2046	114	166	197	118	35	104	89	140	75	59	34	2	8	150	77	3	3	28	39	5	33	41	106	140	30	158	48	12	32									
		13.41%	17.62%	17.31%	18.80%	11.68%	10.36%	12.50%	6.38%	14.29%	17.69%	15.53%	12.27%	3.51%	8.70%	16.09%	16.99%	1.23%	3.95%	11.72%	10.32%	3.36%	20.75%	9.03%	12.93%	19.75%	9.71%	17.75%	12.28%	7.06%	7.24%									
15	Жириновский Владимир Вольфович	1312	83	90	50	126	33	82	67	109	33	49	13	8	3	102	43	4	3	8	17	5	4	45	47	58	20	121	43	17	29									
		8.60%	12.83%	9.38%	4.77%	12.48%	9.76%	9.86%	4.80%	11.12%	7.78%	12.89%	4.69%	14.04%	3.26%	10.94%	9.49%	1.65%	3.95%	3.35%	4.50%	3.36%	2.52%	9.91%	5.73%	8.18%	6.47%	13.60%	10.99%	10.00%	6.56%									
16	Путин Владимир Владимирович	11089	408	647	763	695	237	606	1193	655	300	254	224	44	79	606	319	214	69	200	305	133	117	334	635	475	253	559	291	137	337									
		72.70%	63.06%	67.47%	72.81%	68.81%	70.12%	72.84%	85.46%	66.84%	70.75%	66.84%	80.87%	77.19%	85.87%	65.02%	70.42%	88.07%	90.79%	83.68%	80.69%	89.26%	73.58%	73.57%	77.44%	66.99%	81.88%	62.81%	74.42%	80.59%	76.24%									
17	Собчак Ксения Анатольевна	122	15	6	0	21	1	1	20	12	6	1	2	1	0	6	3	0	0	1	2	0	0	0	4	5	0	9	2	0	4									
		0.80%	2.32%	0.63%	0.00%	2.08%	0.30%	0.12%	1.43%	1.22%	1.42%	0.26%	0.72%	1.75%	0.00%	0.64%	0.66%	0.00%	0.00%	0.42%	0.53%	0.00%	0.00%	0.00%	0.49%	0.71%	0.00%	1.01%	0.51%	0.00%	0.90%									
18	Сурайкин Максим Александрович	81	5	8	3	7	3	5	3	8	2	1	1	0	0	8	1	0	0	1	2	2	0	5	6	3	1	4	1	1	0									
		0.53%	0.77%	0.83%	0.29%	0.69%	0.89%	0.60%	0.21%	0.82%	0.47%	0.26%	0.36%	0.00%	0.00%	0.86%	0.22%	0.00%	0.00%	0.42%	0.53%	1.34%	0.00%	1.10%	0.73%	0.42%	0.32%	0.45%	0.26%	0.59%	0.00%									
19	Титов Борис Юрьевич	53	3	5	3	3	1	2	3	9	1	5	0	0	0	4	1	0	0	0	0	1	2	1	1	2	1	3	1	0	1									
		0.35%	0.46%	0.52%	0.29%	0.30%	0.30%	0.24%	0.21%	0.92%	0.24%	1.32%	0.00%	0.00%	0.00%	0.43%	0.22%	0.00%	0.00%	0.00%	0.00%	0.67%	1.26%	0.22%	0.12%	0.28%	0.32%	0.34%	0.26%	0.00%	0.23%									
20	Явлинский Григорий Алексеевич	53	2	9	0	3	1	0	3	3	3	3	0	2	1	5	1	0	0	0	0	0	1	3	5	2	2	3	1	0	0									
		0.35%	0.31%	0.94%	0.00%	0.30%	0.30%	0.00%	0.21%	0.31%	0.71%	0.79%	0.00%	3.51%	1.09%	0.54%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.63%	0.66%	0.61%	0.28%	0.65%	0.34%	0.26%	0.00%	0.00%									
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
