Выборы Президента Российской Федерации																																																			
Дата голосования: 18.03.2018																																																			
																																																			
Наименование Избирательной комиссии:    Полтавская																																																			
																																																			
Сводная таблица итогов голосования																																																			
																																																			
	Число участковых избирательных комиссий	40																																																	
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	40																																																	
																																																			
		Сумма	УИК №1438	УИК №1439	УИК №1440	УИК №1441	УИК №1442	УИК №1443	УИК №1444	УИК №1445	УИК №1446	УИК №1447	УИК №1448	УИК №1449	УИК №1450	УИК №1451	УИК №1452	УИК №1453	УИК №1454	УИК №1455	УИК №1456	УИК №1457	УИК №1458	УИК №1459	УИК №1460	УИК №1461	УИК №1462	УИК №1463	УИК №1464	УИК №1465	УИК №1466	УИК №1467	УИК №1468	УИК №1469	УИК №1470	УИК №1471	УИК №1472	УИК №1473	УИК №1474	УИК №1475	УИК №1476	УИК №1477									
1	"Число избирателей, включенных в список избирателей"	16544	909	181	73	175	239	655	219	116	198	96	521	98	297	207	153	68	184	982	132	156	221	624	45	140	174	75	808	256	1033	82	234	116	101	1612	1698	2447	800	213	101	105									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	17150	940	175	90	180	250	670	225	115	200	90	545	100	305	215	165	65	190	1020	120	150	225	650	50	150	170	80	840	265	1050	85	240	140	115	1705	1785	2520	820	230	105	115									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	10192	562	80	26	94	118	456	140	81	154	57	308	61	189	137	81	49	116	583	89	120	161	396	32	95	117	51	490	117	586	60	134	81	56	1016	1087	1508	444	117	75	68									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	837	31	7	0	8	12	27	15	3	7	9	23	2	8	7	10	1	12	57	5	6	13	31	5	2	17	0	28	22	54	1	13	4	5	70	94	164	51	11	1	1									
6	Число погашенных избирательных бюллетеней	6121	347	88	64	78	120	187	70	31	39	24	214	37	108	71	74	15	62	380	26	24	51	223	13	53	36	29	322	126	410	24	93	55	54	619	604	848	325	102	29	46									
