Выборы Президента Российской Федерации																																																										
Дата голосования: 18.03.2018																																																										
																																																										
Наименование Избирательной комиссии:    Гафурийская																																																										
																																																										
Сводная таблица итогов голосования																																																										
																																																										
	Число участковых избирательных комиссий	47																																																								
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	47																																																								
																																																										
		Сумма	УИК №1662	УИК №1663	УИК №1664	УИК №1665	УИК №1666	УИК №1667	УИК №1668	УИК №1669	УИК №1670	УИК №1671	УИК №1672	УИК №1673	УИК №1674	УИК №1675	УИК №1676	УИК №1677	УИК №1678	УИК №1679	УИК №1680	УИК №1681	УИК №1682	УИК №1683	УИК №1684	УИК №1685	УИК №1686	УИК №1687	УИК №1688	УИК №1689	УИК №1690	УИК №1691	УИК №1692	УИК №1693	УИК №1694	УИК №1695	УИК №1696	УИК №1697	УИК №1698	УИК №1699	УИК №1700	УИК №1701	УИК №1702	УИК №1703	УИК №1704	УИК №1705	УИК №1706	УИК №1707	УИК №1708									
1	"Число избирателей, включенных в список избирателей"	25203	1173	669	1763	1421	1131	630	1242	900	835	512	1050	387	199	160	361	248	468	955	531	243	258	372	115	289	276	455	586	332	665	703	186	291	599	581	473	519	250	169	194	398	155	464	285	436	325	580	369									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	25485	1200	670	1700	1400	1100	730	1300	900	810	520	1050	400	190	160	360	250	450	990	540	250	260	410	110	300	310	480	590	360	700	720	180	290	610	580	500	540	240	160	210	395	155	440	270	420	325	580	380									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	19891	550	583	1419	838	917	611	970	573	777	462	921	344	183	148	305	197	336	780	383	173	129	311	99	253	257	392	483	298	567	608	135	242	573	375	362	352	198	136	165	341	134	361	221	363	302	478	286									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1422	46	31	91	57	50	19	54	21	18	17	24	20	5	12	24	21	57	55	42	38	17	31	5	18	19	24	44	15	37	60	14	12	9	35	35	30	13	10	0	28	12	57	35	40	23	56	41									
6	Число погашенных избирательных бюллетеней	4172	604	56	190	505	133	100	276	306	15	41	105	36	2	0	31	32	57	155	115	39	114	68	6	29	34	64	63	47	96	52	31	36	28	170	103	158	29	14	45	26	9	22	14	17	0	46	53									
