7	Число избирательных бюллетеней в переносных ящиках для голосования	4389	81	59	83	52	47	132	87	84	40	59	80	138	21	38	81	143	52	39	51	95	50	119	119	204	38	130	89	237	17	10	47	7	3	16	30	25	2	25	83	81	8	78	61	85	23	0	46	35	51	63	48	52	18	15	63	17	109	103	17	6	20	5	45	35	11	73	55	54	75	27	69	19	36	68	23	22	37	23									
8	Число бюллетеней в стационарных ящиках для голосования	51092	1449	1455	1315	925	1015	1868	1502	1501	1698	1233	1476	1297	400	669	1019	1310	656	626	701	905	254	1587	1263	580	879	1527	478	944	717	120	362	225	302	182	456	513	360	235	552	671	170	1542	240	232	464	312	701	393	489	390	112	419	212	157	193	273	548	1543	303	214	241	167	815	584	221	425	375	368	463	454	332	461	272	396	267	388	392	337									
9	Число недействительных избирательных бюллетеней	717	17	24	15	11	13	13	34	32	21	8	20	17	2	9	11	21	12	18	9	11	5	33	13	11	7	0	9	21	7	1	8	2	5	2	2	12	6	3	2	4	3	10	5	4	33	0	17	5	7	10	2	4	10	5	5	2	6	18	3	0	0	3	14	10	2	3	1	6	5	1	7	6	0	0	16	6	4	13									
10	Число действительных избирательных бюллетеней	54764	1513	1490	1383	966	1049	1987	1555	1553	1717	1284	1536	1418	419	698	1089	1432	696	647	743	989	299	1673	1369	773	910	1657	558	1160	727	129	401	230	300	196	484	526	356	257	633	748	175	1610	296	313	454	312	730	423	533	443	158	467	220	167	251	288	651	1628	317	220	261	169	846	609	230	495	429	416	533	480	394	474	308	464	274	404	425	347									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																									
13	Бабурин Сергей Николаевич	337	12	11	6	5	5	7	23	10	10	15	9	10	3	5	7	12	5	2	7	8	3	9	6	3	7	7	4	7	3	5	2	0	3	2	1	4	6	0	0	2	3	2	6	2	1	2	5	3	6	2	1	0	0	2	1	1	4	9	0	1	2	0	4	2	3	2	4	0	4	0	4	1	1	6	1	2	3	1									
		0.61%	0.78%	0.73%	0.43%	0.51%	0.47%	0.35%	1.45%	0.63%	0.58%	1.16%	0.58%	0.70%	0.71%	0.71%	0.64%	0.83%	0.71%	0.30%	0.93%	0.80%	0.99%	0.53%	0.43%	0.38%	0.76%	0.42%	0.71%	0.59%	0.41%	3.85%	0.49%	0.00%	0.98%	1.01%	0.21%	0.74%	1.66%	0.00%	0.00%	0.27%	1.69%	0.12%	1.99%	0.63%	0.21%	0.64%	0.67%	0.70%	1.11%	0.44%	0.63%	0.00%	0.00%	1.16%	0.39%	0.34%	0.61%	0.55%	0.00%	0.45%	0.77%	0.00%	0.47%	0.32%	1.29%	0.40%	0.93%	0.00%	0.74%	0.00%	0.99%	0.21%	0.32%	1.29%	0.34%	0.49%	0.70%	0.28%									
14	Грудинин Павел Николаевич	6703	185	234	196	117	151	148	228	193	246	248	163	189	32	84	33	128	116	87	46	127	31	206	176	81	115	198	81	174	137	12	91	26	48	34	28	110	7	22	54	55	20	146	64	53	4	29	158	22	102	99	14	96	50	3	26	40	20	178	8	6	8	14	167	93	34	40	47	53	100	78	43	33	25	27	40	52	42	32									
		12.08%	12.09%	15.46%	14.02%	11.98%	14.22%	7.40%	14.35%	12.18%	14.15%	19.20%	10.48%	13.17%	7.60%	11.88%	3.00%	8.81%	16.38%	13.08%	6.12%	12.70%	10.20%	12.08%	12.74%	10.33%	12.54%	11.95%	14.29%	14.73%	18.66%	9.23%	22.25%	11.21%	15.74%	17.17%	5.76%	20.45%	1.93%	8.46%	8.50%	7.31%	11.24%	9.01%	21.26%	16.72%	0.82%	9.29%	21.15%	5.14%	18.89%	21.85%	8.75%	20.38%	21.74%	1.74%	10.16%	13.79%	3.04%	10.81%	2.50%	2.73%	3.07%	8.14%	19.42%	15.02%	14.66%	8.03%	10.93%	12.56%	18.59%	16.22%	10.72%	6.88%	8.12%	5.82%	13.79%	12.68%	9.79%	8.89%									
15	Жириновский Владимир Вольфович	3408	81	92	100	63	69	99	113	114	78	95	103	109	20	38	22	163	42	52	16	80	30	121	106	67	47	131	43	63	25	5	25	18	14	3	39	24	10	10	56	50	7	52	16	11	6	11	66	29	46	31	11	18	15	2	28	17	14	128	4	7	4	9	46	29	13	49	51	42	31	30	14	22	16	27	14	21	12	23									
		6.14%	5.29%	6.08%	7.15%	6.45%	6.50%	4.95%	7.11%	7.19%	4.49%	7.35%	6.62%	7.60%	4.75%	5.37%	2.00%	11.22%	5.93%	7.82%	2.13%	8.00%	9.87%	7.09%	7.67%	8.55%	5.13%	7.91%	7.58%	5.33%	3.41%	3.85%	6.11%	7.76%	4.59%	1.52%	8.02%	4.46%	2.76%	3.85%	8.82%	6.65%	3.93%	3.21%	5.32%	3.47%	1.23%	3.53%	8.84%	6.78%	8.52%	6.84%	6.88%	3.82%	6.52%	1.16%	10.94%	5.86%	2.13%	7.78%	1.25%	3.18%	1.53%	5.23%	5.35%	4.68%	5.60%	9.84%	11.86%	9.95%	5.76%	6.24%	3.49%	4.58%	5.19%	5.82%	4.83%	5.12%	2.80%	6.39%									
16	Путин Владимир Владимирович	42415	1170	1079	1021	743	778	1700	1134	1174	1314	832	1210	1052	346	539	1004	1089	508	479	658	745	219	1267	1028	589	720	1313	412	866	526	99	256	181	227	151	409	373	321	216	500	627	139	1400	196	236	431	261	463	353	367	291	130	341	147	153	186	227	600	1209	300	198	243	141	600	465	176	384	315	306	388	366	315	396	258	395	212	320	352	280									
		76.45%	76.47%	71.27%	73.03%	76.05%	73.26%	85.00%	71.37%	74.07%	75.60%	64.40%	77.76%	73.31%	82.19%	76.24%	91.27%	74.95%	71.75%	72.03%	87.50%	74.50%	72.04%	74.27%	74.38%	75.13%	78.52%	79.24%	72.66%	73.33%	71.66%	76.15%	62.59%	78.02%	74.43%	76.26%	84.16%	69.33%	88.67%	83.08%	78.74%	83.38%	78.09%	86.42%	65.12%	74.45%	88.50%	83.65%	61.98%	82.48%	67.96%	64.24%	81.25%	72.40%	63.91%	88.95%	72.66%	78.28%	91.32%	73.45%	93.75%	90.00%	93.10%	81.98%	69.77%	75.12%	75.86%	77.11%	73.26%	72.51%	72.12%	76.09%	78.55%	82.50%	83.77%	85.13%	73.10%	78.05%	82.05%	77.78%									
17	Собчак Ксения Анатольевна	718	27	29	27	16	16	12	27	22	21	58	24	15	7	18	10	13	7	8	8	14	2	19	20	16	5	1	12	14	14	0	10	2	2	0	2	5	3	6	16	4	3	4	3	2	4	4	12	7	4	10	0	4	2	2	1	0	7	33	1	4	2	1	6	9	1	8	5	6	1	2	6	13	6	1	4	2	1	5									
		1.29%	1.76%	1.92%	1.93%	1.64%	1.51%	0.60%	1.70%	1.39%	1.21%	4.49%	1.54%	1.05%	1.66%	2.55%	0.91%	0.89%	0.99%	1.20%	1.06%	1.40%	0.66%	1.11%	1.45%	2.04%	0.55%	0.06%	2.12%	1.19%	1.91%	0.00%	2.44%	0.86%	0.66%	0.00%	0.41%	0.93%	0.83%	2.31%	2.52%	0.53%	1.69%	0.25%	0.99%	0.63%	0.82%	1.28%	1.61%	1.64%	0.74%	2.21%	0.00%	0.85%	0.87%	1.16%	0.39%	0.00%	1.07%	2.00%	0.31%	1.82%	0.77%	0.58%	0.70%	1.45%	0.43%	1.61%	1.16%	1.42%	0.19%	0.42%	1.50%	2.71%	1.95%	0.22%	1.38%	0.49%	0.23%	1.39%									
18	Сурайкин Максим Александрович	577	19	17	18	15	17	4	19	14	16	15	13	19	4	1	6	10	9	7	3	7	7	29	16	6	11	2	5	13	13	6	5	3	3	4	1	9	4	3	5	6	2	3	6	7	6	4	17	3	1	2	2	1	5	4	7	1	4	36	1	1	1	2	17	4	2	10	2	4	3	3	9	5	2	2	3	3	7	1									
		1.04%	1.24%	1.12%	1.29%	1.54%	1.60%	0.20%	1.20%	0.88%	0.92%	1.16%	0.84%	1.32%	0.95%	0.14%	0.55%	0.69%	1.27%	1.05%	0.40%	0.70%	2.30%	1.70%	1.16%	0.77%	1.20%	0.12%	0.88%	1.10%	1.77%	4.62%	1.22%	1.29%	0.98%	2.02%	0.21%	1.67%	1.10%	1.15%	0.79%	0.80%	1.12%	0.19%	1.99%	2.21%	1.23%	1.28%	2.28%	0.70%	0.19%	0.44%	1.25%	0.21%	2.17%	2.33%	2.73%	0.34%	0.61%	2.19%	0.31%	0.45%	0.38%	1.16%	1.98%	0.65%	0.86%	2.01%	0.47%	0.95%	0.56%	0.62%	2.24%	1.04%	0.65%	0.43%	1.03%	0.73%	1.63%	0.28%									
19	Титов Борис Юрьевич	325	6	11	7	2	9	6	3	16	18	14	4	10	3	8	4	10	6	7	3	6	6	13	10	6	3	1	1	19	5	1	8	0	3	2	4	0	2	0	0	3	1	2	3	2	0	0	4	2	6	2	0	0	0	0	1	1	2	20	2	0	1	2	4	2	1	0	4	3	2	0	3	2	0	1	0	3	5	4									
		0.59%	0.39%	0.73%	0.50%	0.20%	0.85%	0.30%	0.19%	1.01%	1.04%	1.08%	0.26%	0.70%	0.71%	1.13%	0.36%	0.69%	0.85%	1.05%	0.40%	0.60%	1.97%	0.76%	0.72%	0.77%	0.33%	0.06%	0.18%	1.61%	0.68%	0.77%	1.96%	0.00%	0.98%	1.01%	0.82%	0.00%	0.55%	0.00%	0.00%	0.40%	0.56%	0.12%	0.99%	0.63%	0.00%	0.00%	0.54%	0.47%	1.11%	0.44%	0.00%	0.00%	0.00%	0.00%	0.39%	0.34%	0.30%	1.22%	0.63%	0.00%	0.38%	1.16%	0.47%	0.32%	0.43%	0.00%	0.93%	0.71%	0.37%	0.00%	0.75%	0.42%	0.00%	0.22%	0.00%	0.73%	1.17%	1.11%									
20	Явлинский Григорий Алексеевич	281	13	17	8	5	4	11	8	10	14	7	10	14	4	5	3	7	3	5	2	2	1	9	7	5	2	4	0	4	4	1	4	0	0	0	0	1	3	0	2	1	0	1	2	0	2	1	5	4	1	6	0	7	1	1	1	1	0	15	1	3	0	0	2	5	0	2	1	2	4	1	0	2	0	5	0	1	3	1									
		0.51%	0.85%	1.12%	0.57%	0.51%	0.38%	0.55%	0.50%	0.63%	0.81%	0.54%	0.64%	0.98%	0.95%	0.71%	0.27%	0.48%	0.42%	0.75%	0.27%	0.20%	0.33%	0.53%	0.51%	0.64%	0.22%	0.24%	0.00%	0.34%	0.54%	0.77%	0.98%	0.00%	0.00%	0.00%	0.00%	0.19%	0.83%	0.00%	0.31%	0.13%	0.00%	0.06%	0.66%	0.00%	0.41%	0.32%	0.67%	0.93%	0.19%	1.32%	0.00%	1.49%	0.43%	0.58%	0.39%	0.34%	0.00%	0.91%	0.31%	1.36%	0.00%	0.00%	0.23%	0.81%	0.00%	0.40%	0.23%	0.47%	0.74%	0.21%	0.00%	0.42%	0.00%	1.08%	0.00%	0.24%	0.70%	0.28%									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
