7	Число избирательных бюллетеней в переносных ящиках для голосования	1220	30	31	12	0	73	4	15	44	20	8	7	6	16	107	14	3	24	21	9	20	7	6	46	0	4	10	10	0	28	15	8	14	24	0	46	58	49	11	21	12	60	62	27	55	88	33	62									
8	Число бюллетеней в стационарных ящиках для голосования	13050	291	579	84	71	452	110	118	342	250	165	52	177	222	361	90	117	84	283	143	384	184	114	615	79	97	134	110	82	479	226	207	97	162	88	458	406	649	75	189	113	751	657	444	733	716	497	313									
9	Число недействительных избирательных бюллетеней	176	5	0	1	0	3	0	4	4	2	0	1	3	4	5	1	1	1	5	2	5	1	0	11	0	1	1	3	2	0	0	3	0	12	0	6	2	4	2	1	0	8	15	15	13	14	14	1									
10	Число действительных избирательных бюллетеней	14094	316	610	95	71	522	114	129	382	268	173	58	180	234	463	103	119	107	299	150	399	190	120	650	79	100	143	117	80	507	241	212	111	174	88	498	462	694	84	209	125	803	704	456	775	790	516	374									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																										
13	Бабурин Сергей Николаевич	139	5	8	0	2	2	1	0	5	2	3	0	1	2	2	0	0	0	1	0	2	1	4	5	0	2	2	3	0	4	1	1	0	4	0	7	5	2	1	1	1	17	5	11	12	8	5	1									
		0.97%	1.56%	1.31%	0.00%	2.82%	0.38%	0.88%	0.00%	1.30%	0.74%	1.73%	0.00%	0.55%	0.84%	0.43%	0.00%	0.00%	0.00%	0.33%	0.00%	0.50%	0.52%	3.33%	0.76%	0.00%	1.98%	1.39%	2.50%	0.00%	0.79%	0.41%	0.47%	0.00%	2.15%	0.00%	1.39%	1.08%	0.29%	1.16%	0.48%	0.80%	2.10%	0.70%	2.34%	1.52%	0.99%	0.94%	0.27%									
14	Грудинин Павел Николаевич	2287	84	83	17	6	84	6	21	55	65	25	2	21	31	94	9	2	17	35	10	34	25	15	117	15	7	7	8	14	46	41	17	9	33	8	16	40	107	13	8	11	205	148	105	186	178	124	83									
		16.03%	26.17%	13.61%	17.71%	8.45%	16.00%	5.26%	15.79%	14.25%	24.07%	14.45%	3.39%	11.48%	13.03%	20.09%	8.65%	1.67%	15.74%	11.51%	6.58%	8.42%	13.09%	12.50%	17.70%	18.99%	6.93%	4.86%	6.67%	17.07%	9.07%	17.01%	7.91%	8.11%	17.74%	9.09%	3.17%	8.62%	15.33%	15.12%	3.81%	8.80%	25.28%	20.58%	22.29%	23.60%	22.14%	23.40%	22.13%									
15	Жириновский Владимир Вольфович	985	20	56	9	0	65	10	14	24	16	15	1	10	12	28	8	16	7	25	5	32	18	10	20	0	4	3	2	1	18	13	26	6	10	11	37	29	75	6	18	14	56	51	31	60	38	33	22									
		6.90%	6.23%	9.18%	9.38%	0.00%	12.38%	8.77%	10.53%	6.22%	5.93%	8.67%	1.69%	5.46%	5.04%	5.98%	7.69%	13.33%	6.48%	8.22%	3.29%	7.92%	9.42%	8.33%	3.03%	0.00%	3.96%	2.08%	1.67%	1.22%	3.55%	5.39%	12.09%	5.41%	5.38%	12.50%	7.34%	6.25%	10.74%	6.98%	8.57%	11.20%	6.91%	7.09%	6.58%	7.61%	4.73%	6.23%	5.87%									
16	Путин Владимир Владимирович	10381	196	452	69	60	367	97	91	290	183	125	54	146	184	328	85	101	82	236	134	324	142	89	499	62	87	126	99	61	435	182	165	96	107	66	428	381	497	63	181	92	503	486	295	500	541	339	255									
		72.75%	61.06%	74.10%	71.88%	84.51%	69.90%	85.09%	68.42%	75.13%	67.78%	72.25%	91.53%	79.78%	77.31%	70.09%	81.73%	84.17%	75.93%	77.63%	88.16%	80.20%	74.35%	74.17%	75.49%	78.48%	86.14%	87.50%	82.50%	74.39%	85.80%	75.52%	76.74%	86.49%	57.53%	75.00%	84.92%	82.11%	71.20%	73.26%	86.19%	73.60%	62.02%	67.59%	62.63%	63.45%	67.29%	63.96%	68.00%									
17	Собчак Ксения Анатольевна	105	2	7	0	0	2	0	2	3	0	2	0	1	2	4	1	0	1	1	0	2	4	1	2	2	0	1	0	2	0	0	1	0	1	0	0	3	3	0	1	3	10	7	2	8	14	7	3									
		0.74%	0.62%	1.15%	0.00%	0.00%	0.38%	0.00%	1.50%	0.78%	0.00%	1.16%	0.00%	0.55%	0.84%	0.85%	0.96%	0.00%	0.93%	0.33%	0.00%	0.50%	2.09%	0.83%	0.30%	2.53%	0.00%	0.69%	0.00%	2.44%	0.00%	0.00%	0.47%	0.00%	0.54%	0.00%	0.00%	0.65%	0.43%	0.00%	0.48%	2.40%	1.23%	0.97%	0.42%	1.02%	1.74%	1.32%	0.80%									
18	Сурайкин Максим Александрович	103	5	1	0	3	2	0	1	5	1	1	0	0	2	1	0	0	0	1	0	2	0	1	4	0	0	4	5	2	2	3	2	0	4	2	7	1	6	1	0	2	7	5	6	3	5	1	5									
		0.72%	1.56%	0.16%	0.00%	4.23%	0.38%	0.00%	0.75%	1.30%	0.37%	0.58%	0.00%	0.00%	0.84%	0.21%	0.00%	0.00%	0.00%	0.33%	0.00%	0.50%	0.00%	0.83%	0.61%	0.00%	0.00%	2.78%	4.17%	2.44%	0.39%	1.24%	0.93%	0.00%	2.15%	2.27%	1.39%	0.22%	0.86%	1.16%	0.00%	1.60%	0.86%	0.70%	1.27%	0.38%	0.62%	0.19%	1.33%									
19	Титов Борис Юрьевич	55	3	3	0	0	0	0	0	0	0	1	1	1	1	3	0	0	0	0	1	3	0	0	2	0	0	0	0	0	0	1	0	0	3	1	2	3	3	0	0	2	2	1	4	6	3	2	3									
		0.39%	0.93%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.58%	1.69%	0.55%	0.42%	0.64%	0.00%	0.00%	0.00%	0.00%	0.66%	0.74%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	1.61%	1.14%	0.40%	0.65%	0.43%	0.00%	0.00%	1.60%	0.25%	0.14%	0.85%	0.76%	0.37%	0.38%	0.80%									
20	Явлинский Григорий Алексеевич	39	1	0	0	0	0	0	0	0	1	1	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	12	0	1	0	1	0	0	0	3	1	2	0	3	5	2									
		0.27%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.58%	0.00%	0.00%	0.00%	0.64%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	6.45%	0.00%	0.20%	0.00%	0.14%	0.00%	0.00%	0.00%	0.37%	0.14%	0.42%	0.00%	0.37%	0.94%	0.53%									
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
