Выборы Президента Российской Федерации																																																										
Дата голосования: 18.03.2018																																																										
																																																										
Наименование Избирательной комиссии:    Моршанская																																																										
																																																										
Сводная таблица итогов голосования																																																										
																																																										
	Число участковых избирательных комиссий	47																																																								
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	47																																																								
																																																										
		Сумма	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368									
1	"Число избирателей, включенных в список избирателей"	23908	1757	325	405	154	166	291	304	282	262	432	462	474	253	724	295	313	89	165	557	465	1029	1091	1402	189	263	931	339	344	482	285	418	608	414	335	280	325	461	267	129	1200	1244	581	1014	1026	346	383	347									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	23535	1700	330	400	180	150	280	300	270	240	420	460	470	230	700	290	310	85	140	540	470	1050	1000	1300	190	270	900	340	350	500	300	420	600	410	340	290	320	450	270	130	1200	1300	580	1000	1000	340	370	350									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	17802	1306	258	322	103	126	167	212	208	220	323	326	328	184	498	237	233	70	121	435	378	731	853	1012	156	216	692	240	254	397	197	338	458	333	252	233	245	242	205	105	855	918	476	774	763	303	239	260									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	2663	216	42	27	27	24	43	54	37	17	44	69	67	39	126	27	47	11	19	58	45	147	59	119	13	36	88	41	43	73	44	49	71	37	50	15	46	81	36	13	183	45	14	98	135	8	63	17									
6	Число погашенных избирательных бюллетеней	3070	178	30	51	50	0	70	34	25	3	53	65	75	7	76	26	30	4	0	47	47	172	88	169	21	18	120	59	53	30	59	33	71	40	38	42	29	127	29	12	162	337	90	128	102	29	68	73									
