		77.94%	76.03%	78.46%	72.69%	77.55%	75.79%	74.62%	72.90%	74.39%	91.12%	74.45%	72.61%	82.68%	78.34%	73.48%	70.73%	70.96%	74.80%	75.29%	71.57%	74.80%	76.60%	85.02%	91.53%	73.36%	83.22%	78.74%	76.09%	74.62%	79.26%	84.44%	72.90%	81.29%	76.55%	74.49%	74.31%	74.07%	83.11%	82.50%	81.17%	77.06%	76.76%	69.93%	85.14%	77.21%	79.36%	77.39%	83.88%	72.93%	75.63%	80.00%	75.48%	80.47%	80.67%	80.11%	75.17%	73.51%	78.56%	78.59%	75.70%	78.45%	85.23%	82.04%	79.63%	80.32%	76.71%	79.92%	83.29%	82.29%	73.03%	73.41%	71.07%	70.86%	84.44%	78.27%	74.56%	75.68%	83.80%	79.21%	84.55%	85.01%	80.82%	79.78%	85.85%	87.91%	72.10%	79.74%	84.20%	85.20%	72.18%	79.07%	75.00%	82.24%	74.62%	87.02%	68.45%	67.76%	72.90%	72.74%	75.62%	80.47%	72.85%	71.92%	72.83%	73.80%	71.12%	92.50%	76.99%	76.24%	83.28%	83.79%	73.55%	82.60%									
17	Собчак Ксения Анатольевна	1349	10	11	13	11	21	8	29	14	6	8	22	3	13	18	28	15	14	20	20	14	18	14	25	25	10	18	12	8	11	14	19	28	11	11	10	5	12	4	22	2	14	2	2	14	10	7	6	10	10	7	7	4	1	4	12	20	11	13	9	15	5	17	5	15	15	10	16	6	13	12	8	18	7	0	26	34	15	17	8	6	2	8	0	1	4	4	13	6	26	10	5	5	15	3	4	11	20	19	13	12	22	14	18	29	12	1	10	13	12	5	16	8									
		1.62%	1.87%	0.98%	1.56%	1.42%	2.14%	1.12%	3.17%	1.81%	0.61%	0.98%	2.84%	0.98%	1.50%	2.28%	2.45%	2.25%	1.13%	1.94%	2.54%	2.29%	2.17%	1.45%	2.49%	2.16%	1.18%	1.61%	1.06%	1.03%	1.84%	4.03%	1.08%	3.94%	2.35%	1.39%	1.25%	1.68%	1.02%	1.67%	2.07%	0.35%	3.78%	1.40%	0.26%	1.41%	1.46%	1.52%	0.68%	2.76%	1.57%	1.73%	1.48%	1.86%	0.20%	2.15%	2.08%	2.58%	1.46%	1.26%	3.59%	1.29%	0.77%	1.32%	0.62%	1.87%	1.66%	1.34%	1.14%	0.62%	1.35%	1.59%	1.53%	2.55%	1.06%	0.00%	2.07%	3.10%	1.69%	1.49%	0.94%	0.80%	0.63%	0.80%	0.00%	0.18%	1.45%	0.58%	2.70%	1.20%	3.91%	3.32%	0.91%	0.62%	2.06%	1.15%	2.14%	1.91%	2.21%	2.96%	2.16%	1.42%	2.40%	1.84%	2.48%	4.22%	1.71%	0.13%	1.29%	1.53%	1.88%	0.76%	2.16%	0.77%									
18	Сурайкин Максим Александрович	495	2	8	2	2	3	7	4	6	3	9	2	2	4	8	7	4	10	4	7	3	2	9	15	5	2	7	9	11	4	0	11	5	4	2	1	2	4	0	5	6	1	1	4	12	9	5	5	2	3	2	3	0	6	0	5	5	4	3	1	8	6	5	6	9	7	3	2	4	5	4	1	4	4	4	6	3	7	7	3	3	0	4	0	0	1	3	3	2	3	1	2	1	9	0	2	3	7	5	4	4	9	2	12	5	6	3	4	7	4	4	8	4									
		0.60%	0.37%	0.71%	0.24%	0.26%	0.31%	0.98%	0.44%	0.78%	0.31%	1.11%	0.26%	0.65%	0.46%	1.02%	0.61%	0.60%	0.81%	0.39%	0.89%	0.49%	0.24%	0.93%	1.49%	0.43%	0.24%	0.63%	0.80%	1.41%	0.67%	0.00%	0.63%	0.70%	0.85%	0.25%	0.13%	0.67%	0.34%	0.00%	0.47%	1.05%	0.27%	0.70%	0.52%	1.20%	1.32%	1.09%	0.56%	0.55%	0.47%	0.49%	0.63%	0.00%	1.18%	0.00%	0.87%	0.65%	0.53%	0.29%	0.40%	0.69%	0.92%	0.39%	0.74%	1.12%	0.77%	0.40%	0.14%	0.41%	0.52%	0.53%	0.19%	0.57%	0.60%	0.63%	0.48%	0.27%	0.79%	0.61%	0.35%	0.40%	0.00%	0.40%	0.00%	0.00%	0.36%	0.43%	0.62%	0.40%	0.45%	0.33%	0.36%	0.12%	1.23%	0.00%	1.07%	0.52%	0.77%	0.78%	0.66%	0.47%	0.98%	0.26%	1.66%	0.73%	0.85%	0.38%	0.51%	0.82%	0.63%	0.61%	1.08%	0.38%									
19	Титов Борис Юрьевич	632	4	7	7	7	7	8	9	4	4	10	7	1	5	3	10	6	13	10	7	8	8	14	2	10	2	5	10	6	4	0	13	7	3	4	3	2	7	2	9	6	5	3	8	8	1	3	10	1	6	1	3	1	4	1	4	16	11	6	0	13	6	5	7	13	12	5	8	10	3	5	3	5	0	4	13	9	6	15	0	1	1	1	0	2	0	0	0	0	8	4	2	5	15	0	2	4	7	5	3	8	12	7	7	2	9	1	8	8	8	6	5	3									
		0.76%	0.75%	0.63%	0.84%	0.90%	0.71%	1.12%	0.98%	0.52%	0.41%	1.23%	0.90%	0.33%	0.58%	0.38%	0.88%	0.90%	1.05%	0.97%	0.89%	1.31%	0.97%	1.45%	0.20%	0.86%	0.24%	0.45%	0.89%	0.77%	0.67%	0.00%	0.74%	0.98%	0.64%	0.51%	0.38%	0.67%	0.60%	0.83%	0.85%	1.05%	1.35%	2.10%	1.03%	0.80%	0.15%	0.65%	1.13%	0.28%	0.94%	0.25%	0.63%	0.47%	0.79%	0.54%	0.69%	2.07%	1.46%	0.58%	0.00%	1.12%	0.92%	0.39%	0.86%	1.62%	1.32%	0.67%	0.57%	1.03%	0.31%	0.66%	0.57%	0.71%	0.00%	0.63%	1.03%	0.82%	0.67%	1.32%	0.00%	0.13%	0.31%	0.10%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	1.20%	1.33%	0.36%	0.62%	2.06%	0.00%	1.07%	0.69%	0.77%	0.78%	0.50%	0.95%	1.31%	0.92%	0.97%	0.29%	1.28%	0.13%	1.03%	0.94%	1.25%	0.92%	0.67%	0.29%									
20	Явлинский Григорий Алексеевич	892	3	7	12	12	6	4	17	7	1	9	7	3	6	14	18	17	19	12	22	11	13	8	5	20	12	11	26	4	8	4	15	3	3	4	3	2	5	0	11	8	7	3	4	10	2	3	10	2	4	1	10	0	6	3	6	15	6	12	4	14	4	5	11	13	20	20	5	2	5	9	10	16	10	2	16	20	3	8	6	3	2	7	1	0	3	2	7	4	7	3	5	2	15	0	6	4	13	11	3	8	18	13	10	8	5	1	12	16	4	2	14	4									
		1.07%	0.56%	0.63%	1.44%	1.55%	0.61%	0.56%	1.86%	0.91%	0.10%	1.11%	0.90%	0.98%	0.69%	1.78%	1.58%	2.54%	1.53%	1.16%	2.79%	1.80%	1.57%	0.83%	0.50%	1.72%	1.42%	0.99%	2.30%	0.51%	1.34%	1.15%	0.85%	0.42%	0.64%	0.51%	0.38%	0.67%	0.43%	0.00%	1.04%	1.40%	1.89%	2.10%	0.52%	1.00%	0.29%	0.65%	1.13%	0.55%	0.63%	0.25%	2.11%	0.00%	1.18%	1.61%	1.04%	1.94%	0.80%	1.16%	1.59%	1.21%	0.62%	0.39%	1.36%	1.62%	2.21%	2.68%	0.36%	0.21%	0.52%	1.19%	1.92%	2.26%	1.51%	0.31%	1.27%	1.82%	0.34%	0.70%	0.71%	0.40%	0.63%	0.70%	0.49%	0.00%	1.09%	0.29%	1.46%	0.80%	1.05%	0.99%	0.91%	0.25%	2.06%	0.00%	3.21%	0.69%	1.44%	1.71%	0.50%	0.95%	1.96%	1.71%	1.38%	1.16%	0.71%	0.13%	1.54%	1.88%	0.63%	0.31%	1.89%	0.38%									
																																																																																																																											
																																																																																																																											
																																																																																																																											
																																																																																																																											
																																																																																																																											
																																																																																																																											
																																																																																																																											
																																																																																																																											
																																																																																																																											
																																																																																																																											
																																																																																																																											
																																																																																																																											
																																																																																																																											
																																																																																																																											
																																																																																																																											
																																																																																																																											
																																																																																																																											
																																																																																																																											
																																																																																																																											
																																																																																																																											
																																																																																																																											
																																																																																																																											
																																																																																																																											
																																																																																																																											
																																																																																																																											
																																																																																																																											
																																																																																																																											
