		1.03%	0.94%	1.42%	1.35%	0.60%	0.58%	0.65%	0.94%	2.79%	0.52%	1.15%	1.98%	0.89%	1.55%	1.55%	1.86%	2.58%	0.00%	0.82%	0.84%	0.00%	1.40%	0.59%	0.82%	1.89%	1.27%	2.53%	0.63%	1.23%	0.54%	0.48%	0.29%	0.95%	0.95%	0.24%	1.68%	0.67%	0.77%	0.51%	1.47%	0.68%	1.34%	0.36%	0.72%	0.71%	0.00%	1.00%	1.39%	3.33%	0.38%	1.38%	1.60%	0.28%	3.66%	0.75%	1.37%	2.31%	0.00%	0.12%	2.55%	1.56%	1.75%									
16	Путин Владимир Владимирович	29952	667	662	709	805	836	758	720	805	918	255	629	437	124	126	155	476	444	468	924	56	551	653	703	297	307	77	466	469	705	406	686	1017	1011	805	116	147	505	192	66	290	289	275	270	276	524	288	278	58	258	565	305	356	78	649	696	741	775	801	670	662	695									
		96.24%	89.89%	94.03%	95.94%	96.29%	96.42%	97.81%	97.17%	93.71%	96.23%	97.33%	96.03%	97.54%	96.12%	97.67%	96.27%	94.63%	96.10%	96.49%	96.86%	98.25%	96.16%	96.74%	96.30%	93.40%	97.15%	97.47%	97.90%	95.91%	96.05%	97.83%	98.00%	96.22%	96.10%	98.29%	97.48%	98.66%	97.49%	97.46%	97.06%	98.31%	96.66%	98.57%	97.12%	97.53%	96.86%	96.32%	96.53%	96.67%	97.73%	97.41%	97.44%	98.07%	95.12%	97.45%	95.47%	95.00%	95.21%	99.01%	94.90%	93.90%	93.67%									
17	Собчак Ксения Анатольевна	71	1	2	3	0	2	0	5	7	4	0	1	0	0	0	0	0	0	0	2	0	3	2	2	0	0	0	1	0	3	1	2	5	4	2	0	0	0	0	0	0	1	0	0	3	0	1	0	0	0	0	0	1	0	1	2	4	0	1	0	2	3									
		0.23%	0.13%	0.28%	0.41%	0.00%	0.23%	0.00%	0.67%	0.81%	0.42%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.52%	0.30%	0.27%	0.00%	0.00%	0.00%	0.21%	0.00%	0.41%	0.24%	0.29%	0.47%	0.38%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	1.06%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.15%	0.27%	0.51%	0.00%	0.12%	0.00%	0.28%	0.40%									
18	Сурайкин Максим Александрович	33	0	0	3	0	3	2	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	4	3	0	0	0	0	0	0	0	0	5	3	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1									
		0.11%	0.00%	0.00%	0.41%	0.00%	0.35%	0.26%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.59%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.29%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.13%	0.00%	0.00%	0.00%	0.00%	0.13%									
19	Титов Борис Юрьевич	48	2	0	4	0	3	4	0	2	2	0	0	0	1	0	0	0	3	0	0	1	2	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	1	0	8	2									
		0.15%	0.27%	0.00%	0.54%	0.00%	0.35%	0.52%	0.00%	0.23%	0.21%	0.00%	0.00%	0.00%	0.78%	0.00%	0.00%	0.00%	0.65%	0.00%	0.00%	1.75%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.19%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.55%	0.26%	0.00%	0.12%	0.00%	1.13%	0.27%									
20	Явлинский Григорий Алексеевич	44	3	0	4	0	1	0	3	10	5	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	0	0	0	0	4									
		0.14%	0.40%	0.00%	0.54%	0.00%	0.12%	0.00%	0.40%	1.16%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.29%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.41%	0.26%	0.00%	0.00%	0.00%	0.00%	0.54%									
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
