Выборы Президента Российской Федерации																																																																													
Дата голосования: 02.03.2008																																																																													
																																																																													
Наименование Избирательной комиссии:    Домодедовская																																																																													
																																																																													
Сводная таблица результатов выборов																																																																													
																																																																													
	Число участковых избирательных комиссий	70																																																																											
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	70																																																																											
																																																																													
		Сумма	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414					
1	"Число избирателей, включенных в списки избирателей"	114505	2557	2105	2391	1703	2038	1499	2430	2290	2988	2394	1760	1778	2638	1992	1887	1648	1720	2452	2519	2168	1688	1292	2227	2345	1785	2198	1599	1632	1877	2348	1467	1102	967	1399	1434	1119	637	1380	1289	1570	270	180	2192	166	2717	1238	1530	449	1318	2611	359	259	918	2177	2085	909	907	1620	2085	992	1506	1218	1759	660	2641	1701	430	2261	1389	1646					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	103400	2250	1800	2150	1450	1750	1350	2050	2050	2250	2050	1550	1900	2300	1650	1650	1500	1500	2150	2250	1900	1500	1150	2000	2050	1400	2000	1350	1500	1700	2100	1100	850	750	1250	1150	900	550	1150	1100	1400	250	150	1900	150	2300	1100	1400	400	1200	2300	300	250	850	1850	1900	700	700	1450	1700	900	1150	1050	1400	550	2100	1500	450	3000	3000	3000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	72786	2108	1524	1745	882	1358	838	1333	1254	1887	1598	863	1738	1950	1147	1110	952	1052	1786	1390	1568	836	1096	1197	1600	1028	1237	878	896	1044	1344	949	754	674	840	807	700	342	640	646	966	80	78	1340	74	1563	721	945	209	851	1957	179	91	477	1634	1507	411	482	901	1165	765	1029	644	1029	444	2020	1120	200	1887	1325	1101					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	3799	22	55	36	63	31	20	36	42	43	25	46	40	58	28	14	89	22	13	70	41	18	6	35	42	26	38	25	41	42	24	137	23	8	16	29	32	49	113	120	140	105	52	137	42	162	69	105	66	194	105	66	87	47	89	30	75	76	52	41	35	59	84	28	15	7	0	213	0	0	0					
6	Число погашенных избирательных бюллетеней	26808	120	221	369	505	361	492	681	754	320	427	641	122	292	475	525	459	426	351	790	291	644	48	768	408	345	725	447	563	614	732	14	73	68	392	314	168	159	397	334	294	65	20	423	34	575	310	350	125	155	238	55	72	326	127	363	214	142	497	494	100	62	321	343	91	73	380	37	1113	1675	1899					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3799	22	55	36	63	31	20	36	42	43	25	46	40	58	28	14	89	22	13	70	41	18	6	35	42	26	38	25	41	42	24	137	23	8	16	29	32	49	113	120	140	105	52	137	42	162	69	105	66	194	105	66	87	47	89	30	75	76	52	41	35	59	84	28	15	7	0	213	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	72740	2089	1524	1745	882	1358	838	1333	1253	1887	1598	863	1738	1949	1147	1110	952	1052	1784	1390	1568	836	1096	1197	1600	1028	1237	878	896	1044	1343	949	754	674	840	807	700	342	640	646	966	80	78	1340	74	1563	721	945	209	851	1957	179	91	477	1634	1489	410	481	901	1164	765	1029	644	1029	444	2020	1120	200	1886	1325	1101					
9	Число недействительных избирательных бюллетеней	1230	31	11	21	12	20	12	24	22	28	28	12	36	12	18	22	22	26	25	26	37	16	27	20	28	22	25	13	10	19	24	17	5	20	15	18	4	10	14	10	19	0	1	26	4	31	13	12	4	8	27	0	8	4	29	30	3	2	23	16	6	19	17	15	2	17	15	4	48	36	29					
10	Число действительных избирательных бюллетеней	75309	2080	1568	1760	933	1369	846	1345	1273	1902	1595	897	1742	1995	1157	1102	1019	1048	1772	1434	1572	838	1075	1212	1614	1032	1250	890	927	1067	1343	1069	772	662	841	818	728	381	739	756	1087	185	129	1451	112	1694	777	1038	271	1037	2035	245	170	520	1694	1489	482	555	930	1189	794	1069	711	1042	457	2010	1105	409	1838	1289	1072					
11	Число полученных открепительных  удостоверений	3087	75	40	55	40	60	40	65	50	55	40	30	40	60	55	50	50	50	80	50	45	30	30	50	50	50	90	50	50	50	120	40	40	20	40	40	20	10	30	39	50	10	5	65	5	95	70	90	20	100	90	20	15	50	50	51	20	30	30	50	30	30	30	32	40	65	65	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	2656	70	39	51	26	49	36	44	48	55	38	26	38	53	53	46	43	34	77	47	42	27	23	49	48	47	80	36	39	50	95	24	25	20	33	30	17	6	23	39	48	10	3	64	0	81	63	77	11	76	90	14	13	34	38	51	5	25	30	34	29	20	24	31	30	64	65	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	4866	18	26	22	30	45	11	39	43	76	22	9	111	77	43	53	24	28	26	15	31	19	10	7	32	142	12	56	5	19	48	223	53	103	17	44	42	29	51	19	24	11	16	108	15	44	26	10	17	24	40	35	10	22	206	67	30	81	22	33	61	170	29	179	18	30	7	34	1184	0	633					
14	Число неиспользованных открепительных удостоверений	431	5	1	4	14	11	4	21	2	0	2	4	2	7	2	4	7	16	3	3	3	3	7	1	2	3	10	14	11	0	25	16	15	0	7	10	3	4	7	0	2	0	2	1	5	14	7	13	9	24	0	6	2	16	12	0	15	5	0	16	1	10	6	1	10	1	0	0	0	0	0					
