15	Число открепительных удостоверений, выданных избирателям ТИК	8	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																					
19	Жириновский Владимир Вольфович	150	2	1	0	0	0	0	1	0	0	3	3	4	2	6	7	5	2	2	17	6	4	0	1	0	0	2	1	0	1	3	1	11	0	2	0	2	3	0	4	1	0	0	17	2	6	3	0	0	2	1	0	7	1	9	2	1	2	0									
		0.64%	0.63%	0.44%	0.00%	0.00%	0.00%	0.00%	0.74%	0.00%	0.00%	0.38%	0.34%	0.49%	0.21%	0.61%	1.56%	0.92%	0.53%	0.50%	1.51%	0.54%	0.39%	0.00%	1.15%	0.00%	0.00%	0.99%	0.29%	0.00%	0.46%	0.73%	0.40%	1.83%	0.00%	1.25%	0.00%	0.27%	1.15%	0.00%	1.76%	0.74%	0.00%	0.00%	2.04%	0.96%	1.28%	0.58%	0.00%	0.00%	0.91%	0.52%	0.00%	1.97%	0.25%	1.34%	1.16%	0.51%	0.63%	0.00%									
20	Зюганов Геннадий Андреевич	1121	8	6	2	4	2	15	14	1	4	47	37	43	36	53	13	21	8	31	54	44	28	49	2	1	2	7	5	28	10	12	8	25	6	1	29	55	17	5	5	16	10	13	60	5	27	67	15	19	25	9	54	4	9	28	5	6	8	3									
		4.82%	2.54%	2.63%	1.83%	4.00%	1.90%	4.44%	10.37%	1.43%	3.60%	5.96%	4.22%	5.32%	3.82%	5.38%	2.90%	3.86%	2.14%	7.73%	4.80%	3.96%	2.73%	7.94%	2.30%	1.22%	2.13%	3.47%	1.44%	3.28%	4.59%	2.93%	3.23%	4.15%	2.33%	0.63%	13.62%	7.36%	6.51%	4.67%	2.20%	11.85%	7.25%	2.77%	7.21%	2.39%	5.76%	12.86%	4.67%	8.68%	11.42%	4.69%	8.17%	1.12%	2.26%	4.15%	2.89%	3.03%	2.52%	3.16%									
21	Миронов Сергей Михайлович	166	3	1	1	0	0	1	2	1	1	6	4	5	6	11	5	3	2	0	12	21	4	0	1	0	0	0	3	0	0	8	2	7	3	2	0	2	1	0	4	0	0	2	11	2	6	3	0	1	1	1	0	2	5	7	1	1	1	0									
		0.71%	0.95%	0.44%	0.92%	0.00%	0.00%	0.30%	1.48%	1.43%	0.90%	0.76%	0.46%	0.62%	0.64%	1.12%	1.12%	0.55%	0.53%	0.00%	1.07%	1.89%	0.39%	0.00%	1.15%	0.00%	0.00%	0.00%	0.86%	0.00%	0.00%	1.95%	0.81%	1.16%	1.16%	1.25%	0.00%	0.27%	0.38%	0.00%	1.76%	0.00%	0.00%	0.43%	1.32%	0.96%	1.28%	0.58%	0.00%	0.46%	0.46%	0.52%	0.00%	0.56%	1.26%	1.04%	0.58%	0.51%	0.32%	0.00%									
22	Прохоров Михаил Дмитриевич	162	0	2	3	1	1	1	2	0	1	6	5	2	4	9	9	1	3	3	11	10	3	0	2	0	0	2	1	0	0	5	2	7	0	3	0	1	1	1	3	2	0	4	21	2	5	4	0	0	0	2	0	4	1	7	1	2	2	0									
		0.70%	0.00%	0.88%	2.75%	1.00%	0.95%	0.30%	1.48%	0.00%	0.90%	0.76%	0.57%	0.25%	0.42%	0.91%	2.01%	0.18%	0.80%	0.75%	0.98%	0.90%	0.29%	0.00%	2.30%	0.00%	0.00%	0.99%	0.29%	0.00%	0.00%	1.22%	0.81%	1.16%	0.00%	1.88%	0.00%	0.13%	0.38%	0.93%	1.32%	1.48%	0.00%	0.85%	2.52%	0.96%	1.07%	0.77%	0.00%	0.00%	0.00%	1.04%	0.00%	1.12%	0.25%	1.04%	0.58%	1.01%	0.63%	0.00%									
23	Путин Владимир Владимирович	21644	302	218	99	95	102	321	116	68	103	726	827	754	892	907	414	514	359	365	1031	1028	982	568	81	81	92	191	338	826	207	382	235	552	249	152	184	687	239	101	209	116	128	448	721	198	425	443	305	199	190	179	607	339	382	623	163	187	302	92									
		92.99%	95.87%	95.61%	90.83%	95.00%	97.14%	94.97%	85.93%	97.14%	92.79%	92.13%	94.41%	93.20%	94.69%	91.99%	92.41%	94.49%	95.99%	91.02%	91.64%	92.45%	95.71%	92.06%	93.10%	98.78%	97.87%	94.55%	97.13%	96.72%	94.95%	93.17%	94.76%	91.69%	96.51%	95.00%	86.38%	91.97%	91.57%	94.39%	92.07%	85.93%	92.75%	95.32%	86.66%	94.74%	90.62%	85.03%	95.02%	90.87%	86.76%	93.23%	91.83%	95.22%	95.98%	92.43%	94.22%	94.44%	95.27%	96.84%									
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
