15	"Число открепительных удостоверений, выданных избирателям ТИК"	18	0	0	0	0	0	1	0	0	0	2	1	2	2	1	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																	
18	Богданов Андрей Владимирович	32	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	1	0	0	2	1	4	2	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	2	1	3	0	1	0	1	0	1	2	0	1	1	0					
		0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.88%	0.00%	0.00%	0.11%	0.12%	0.00%	0.00%	0.21%	0.00%	0.00%	0.18%	0.09%	0.38%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.84%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.64%	0.00%	0.35%	0.20%	1.05%	0.00%	0.44%	0.00%	0.40%	0.00%	0.26%	0.27%	0.00%	0.56%	0.32%	0.00%					
19	Жириновский Владимир Вольфович	106	4	0	0	0	1	1	0	1	0	0	0	3	1	0	2	2	0	0	3	2	4	4	1	2	1	3	2	1	3	3	0	3	2	1	2	2	0	2	3	2	1	0	3	0	7	0	12	0	3	0	2	3	3	2	2	3	3	1					
		0.46%	1.13%	0.00%	0.00%	0.00%	1.04%	0.32%	0.00%	1.52%	0.00%	0.00%	0.00%	0.32%	0.12%	0.00%	0.46%	0.43%	0.00%	0.00%	0.27%	0.18%	0.38%	0.61%	0.95%	2.35%	1.20%	0.35%	1.06%	0.28%	1.27%	0.69%	0.00%	0.48%	0.70%	0.61%	0.36%	0.23%	0.00%	0.93%	0.42%	0.86%	0.83%	0.00%	1.92%	0.00%	1.22%	0.00%	4.20%	0.00%	1.32%	0.00%	0.79%	0.85%	0.77%	0.27%	1.90%	1.69%	0.96%	0.57%					
20	Зюганов Геннадий Андреевич	1002	16	3	3	6	5	12	5	2	2	18	16	12	15	15	11	14	7	25	31	24	38	52	0	15	2	28	11	10	10	9	10	18	8	5	7	40	4	14	104	6	9	2	8	10	57	103	41	8	35	12	51	4	3	7	1	10	3	5					
		4.32%	4.51%	2.52%	1.28%	5.66%	5.21%	3.83%	3.82%	3.03%	1.75%	1.99%	2.05%	1.29%	1.78%	1.70%	2.52%	2.99%	2.17%	5.01%	2.74%	2.11%	3.62%	7.89%	0.00%	17.65%	2.41%	3.31%	5.82%	2.83%	4.22%	2.08%	3.82%	2.90%	2.79%	3.07%	1.25%	4.56%	1.72%	6.48%	14.59%	2.59%	7.50%	1.38%	5.13%	4.26%	9.97%	20.89%	14.34%	5.19%	15.42%	4.98%	20.16%	1.13%	0.77%	0.96%	0.95%	5.62%	0.96%	2.86%					
21	Медведев Дмитрий Анатольевич	21991	335	116	232	100	86	298	126	63	111	884	766	913	824	869	423	449	315	474	1094	1109	1005	601	104	68	80	816	175	342	222	421	250	596	275	157	550	832	229	200	606	223	109	143	144	225	491	389	211	146	188	229	195	347	381	720	102	159	306	167					
		94.78%	94.37%	97.48%	98.72%	94.34%	89.58%	95.21%	96.18%	95.45%	97.37%	98.00%	97.95%	98.28%	97.86%	98.30%	97.02%	95.74%	97.83%	94.99%	96.81%	97.28%	95.62%	91.20%	99.05%	80.00%	96.39%	96.34%	92.59%	96.88%	93.67%	97.23%	95.42%	95.97%	95.82%	96.32%	98.39%	94.76%	98.28%	92.59%	84.99%	96.12%	90.83%	98.62%	92.31%	95.74%	85.84%	78.90%	73.78%	94.81%	82.82%	95.02%	77.08%	98.02%	98.20%	98.50%	97.14%	89.33%	97.45%	95.43%					
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
