9	Число недействительных избирательных бюллетеней	841	17	8	2	8	5	6	2	9	9	3	6	4	2	7	9	5	4	0	3	19	11	10	14	8	0	9	0	13	4	12	8	5	2	13	10	11	14	22	7	12	18	5	11	8	15	12	19	15	4	22	9	15	15	18	14	9	4	11	15	1	6	5	0	5	9	11	16	11	6	15	21	8	16	14	10	7	10	10	24	23	16	15	12	18									
10	Число действительных избирательных бюллетеней	66792	1143	494	123	792	720	341	212	975	904	223	241	239	389	735	998	382	612	167	239	1327	1319	1277	1321	375	580	696	96	1413	518	1306	522	797	310	1080	909	868	523	1633	561	836	872	273	964	806	1523	666	1247	741	474	1461	1231	1635	1112	1371	1242	537	189	674	1230	347	184	292	104	235	784	843	1157	1057	562	927	961	1059	1095	1047	987	789	975	1132	424	883	1013	1162	1142	1187									
11	Число полученных открепительных  удостоверений	2573	45	15	15	30	40	15	5	25	40	15	15	10	15	25	45	10	25	10	10	45	40	42	31	15	20	50	10	60	15	25	35	25	10	45	40	48	17	55	20	30	30	20	60	50	80	50	35	25	10	45	35	40	45	45	55	15	10	15	40	30	20	30	10	10	10	18	20	22	10	30	20	50	35	35	35	30	35	60	30	50	38	62	40	50									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	2498	45	15	15	27	40	12	5	19	40	15	15	10	15	25	45	10	25	10	7	45	40	42	31	15	20	50	6	60	15	25	35	25	4	43	40	48	17	55	20	30	30	20	46	45	80	50	35	25	10	45	35	40	45	36	55	15	6	15	40	30	20	30	10	10	8	18	20	22	6	30	20	49	35	35	35	30	35	51	30	50	38	62	40	50									
13	Число избирателей, проголосовавших по открепительным удостоверениям	1208	24	17	7	27	9	8	6	7	11	9	4	1	6	8	17	7	6	6	7	9	44	17	19	6	6	4	2	21	10	8	7	15	14	24	14	22	14	28	10	26	30	3	30	8	36	18	16	7	8	33	10	18	39	13	17	20	11	8	19	8	6	8	5	12	6	9	22	9	3	13	22	18	10	21	26	7	18	6	10	19	21	27	17	34									
14	Число неиспользованных открепительных удостоверений	75	0	0	0	3	0	3	0	6	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	4	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	14	5	0	0	0	0	0	0	0	0	0	9	0	0	4	0	0	0	0	0	0	0	2	0	0	0	4	0	0	1	0	0	0	0	0	9	0	0	0	0	0	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	33	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	3	0	2	0	0	2	0	0	1	0	3	1	0	1	0	0	0	0	0	0	1	0	2	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	2									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																															
19	Жириновский Владимир Вольфович	4524	97	28	12	48	50	26	16	84	56	17	17	18	38	52	79	35	42	17	16	69	77	70	80	17	25	57	8	118	28	91	22	58	22	45	46	47	49	163	31	41	66	14	66	55	97	44	99	59	40	111	82	120	82	88	59	51	8	28	69	18	16	13	4	4	58	48	49	79	46	68	67	59	77	74	72	42	75	57	55	64	74	103	82	70									
		6.69%	8.36%	5.58%	9.60%	6.00%	6.90%	7.49%	7.48%	8.54%	6.13%	7.52%	6.88%	7.41%	9.72%	7.01%	7.85%	9.04%	6.82%	10.18%	6.61%	5.13%	5.79%	5.44%	5.99%	4.44%	4.31%	8.09%	8.33%	8.27%	5.36%	6.90%	4.15%	7.23%	7.05%	4.12%	5.01%	5.35%	9.12%	9.85%	5.46%	4.83%	7.42%	5.04%	6.77%	6.76%	6.31%	6.49%	7.82%	7.80%	8.37%	7.48%	6.61%	7.27%	7.28%	6.34%	4.70%	9.34%	4.15%	4.09%	5.54%	5.17%	8.42%	4.38%	3.85%	1.67%	7.31%	5.62%	4.18%	7.40%	8.10%	7.22%	6.82%	5.53%	6.93%	6.97%	7.22%	5.28%	7.61%	4.99%	12.28%	7.06%	7.19%	8.75%	7.11%	5.81%									
20	Зюганов Геннадий Андреевич	13831	239	91	10	162	161	38	11	136	149	22	40	38	57	217	239	75	167	22	46	251	284	252	181	71	75	129	21	243	129	291	89	163	59	244	234	209	128	294	108	197	196	38	259	193	319	112	385	175	102	317	236	326	180	269	229	97	21	46	185	42	37	39	8	26	181	198	273	231	129	244	252	247	225	267	236	157	216	270	93	196	230	257	253	267									
		20.45%	20.60%	18.13%	8.00%	20.25%	22.21%	10.95%	5.14%	13.82%	16.32%	9.73%	16.19%	15.64%	14.58%	29.25%	23.73%	19.38%	27.11%	13.17%	19.01%	18.65%	21.35%	19.58%	13.56%	18.54%	12.93%	18.30%	21.88%	17.04%	24.71%	22.08%	16.79%	20.32%	18.91%	22.32%	25.46%	23.78%	23.84%	17.76%	19.01%	23.23%	22.02%	13.67%	26.56%	23.71%	20.74%	16.52%	30.41%	23.15%	21.34%	21.38%	19.03%	19.76%	15.97%	19.37%	18.23%	17.77%	10.88%	6.72%	14.86%	12.07%	19.47%	13.13%	7.69%	10.83%	22.82%	23.19%	23.27%	21.63%	22.71%	25.90%	25.66%	23.15%	20.25%	25.16%	23.67%	19.72%	21.93%	23.64%	20.76%	21.63%	22.35%	21.84%	21.92%	22.16%									
21	Миронов Сергей Михайлович	2878	51	28	7	30	29	13	2	49	27	8	11	4	13	50	45	7	26	2	2	56	77	46	52	19	19	19	3	60	22	67	14	38	11	49	53	51	12	70	24	45	42	12	28	25	66	20	32	35	21	65	53	60	54	80	43	19	2	20	22	5	3	6	3	2	27	37	59	35	17	40	54	62	58	66	53	39	66	69	13	39	48	67	50	50									
		4.26%	4.40%	5.58%	5.60%	3.75%	4.00%	3.75%	0.93%	4.98%	2.96%	3.54%	4.45%	1.65%	3.32%	6.74%	4.47%	1.81%	4.22%	1.20%	0.83%	4.16%	5.79%	3.57%	3.90%	4.96%	3.28%	2.70%	3.13%	4.21%	4.21%	5.08%	2.64%	4.74%	3.53%	4.48%	5.77%	5.80%	2.23%	4.23%	4.23%	5.31%	4.72%	4.32%	2.87%	3.07%	4.29%	2.95%	2.53%	4.63%	4.39%	4.38%	4.27%	3.64%	4.79%	5.76%	3.42%	3.48%	1.04%	2.92%	1.77%	1.44%	1.58%	2.02%	2.88%	0.83%	3.40%	4.33%	5.03%	3.28%	2.99%	4.25%	5.50%	5.81%	5.22%	6.22%	5.32%	4.90%	6.70%	6.04%	2.90%	4.30%	4.66%	5.69%	4.33%	4.15%									
22	Прохоров Михаил Дмитриевич	4338	71	30	7	59	37	16	11	57	42	6	8	8	14	35	53	14	34	14	6	120	168	116	142	37	26	37	3	104	20	47	18	36	11	103	49	63	33	139	37	69	29	4	73	43	113	40	68	43	19	83	77	102	92	166	144	15	18	26	60	13	6	7	0	5	44	41	85	59	29	32	46	81	42	39	55	34	64	83	19	47	86	99	85	122									
		6.41%	6.12%	5.98%	5.60%	7.38%	5.10%	4.61%	5.14%	5.79%	4.60%	2.65%	3.24%	3.29%	3.58%	4.72%	5.26%	3.62%	5.52%	8.38%	2.48%	8.92%	12.63%	9.01%	10.64%	9.66%	4.48%	5.25%	3.13%	7.29%	3.83%	3.57%	3.40%	4.49%	3.53%	9.42%	5.33%	7.17%	6.15%	8.40%	6.51%	8.14%	3.26%	1.44%	7.49%	5.28%	7.35%	5.90%	5.37%	5.69%	3.97%	5.60%	6.21%	6.18%	8.16%	11.95%	11.46%	2.75%	9.33%	3.80%	4.82%	3.74%	3.16%	2.36%	0.00%	2.08%	5.55%	4.80%	7.25%	5.52%	5.11%	3.40%	4.68%	7.59%	3.78%	3.68%	5.52%	4.27%	6.50%	7.27%	4.24%	5.19%	8.36%	8.41%	7.37%	10.12%									
23	Путин Владимир Владимирович	41221	685	317	87	493	443	248	172	649	630	170	165	171	267	381	582	251	343	112	169	831	713	793	866	231	435	454	61	888	319	810	379	502	207	639	527	498	301	967	361	484	539	205	538	490	928	450	663	429	292	885	783	1027	704	768	767	355	140	554	894	269	122	227	89	198	474	519	691	653	341	543	542	610	693	601	571	517	554	653	244	537	575	636	672	678									
		60.95%	59.05%	63.15%	69.60%	61.63%	61.10%	71.47%	80.37%	65.96%	69.00%	75.22%	66.80%	70.37%	68.29%	51.35%	57.80%	64.86%	55.68%	67.07%	69.83%	61.74%	53.61%	61.62%	64.87%	60.31%	75.00%	64.40%	63.54%	62.27%	61.11%	61.46%	71.51%	62.59%	66.35%	58.46%	57.34%	56.66%	56.05%	58.43%	63.56%	57.08%	60.56%	73.74%	55.18%	60.20%	60.34%	66.37%	52.37%	56.75%	61.09%	59.68%	63.15%	62.24%	62.47%	55.29%	61.07%	65.02%	72.54%	80.88%	71.81%	77.30%	64.21%	76.43%	85.58%	82.50%	59.77%	60.77%	58.91%	61.14%	60.04%	57.64%	55.19%	57.17%	62.38%	56.64%	57.27%	64.95%	56.24%	57.18%	54.46%	59.27%	55.88%	54.04%	58.23%	56.27%									
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
