		0.53%	0.58%	0.29%	0.69%	1.00%	0.42%	0.22%	0.00%	1.20%	0.00%	0.00%	0.66%	0.31%	0.87%	0.00%	0.85%	0.00%	0.00%	0.00%	0.00%	0.00%	0.82%	1.15%	0.00%	0.55%	0.31%	1.42%	0.87%	0.00%	0.87%	0.82%	0.94%	1.22%	0.41%	1.31%	0.63%	1.66%	0.52%	0.41%	0.66%	0.00%	0.00%	0.98%	0.65%	0.27%	0.00%	0.74%	1.59%	0.00%	0.63%	1.03%	0.00%	0.00%	0.00%	0.00%	0.27%	0.54%	0.00%									
19	Титов Борис Юрьевич	73	6	4	6	9	9	4	0	0	0	0	2	0	0	0	0	4	0	2	0	2	1	0	0	1	2	2	3	0	0	0	0	0	2	1	0	1	0	0	0	0	0	1	0	1	0	5	0	1	0	0	0	1	0	0	2	1	0									
		0.39%	0.58%	0.39%	0.59%	1.00%	1.25%	0.89%	0.00%	0.00%	0.00%	0.00%	0.66%	0.00%	0.00%	0.00%	0.00%	2.35%	0.00%	0.64%	0.00%	1.36%	0.82%	0.00%	0.00%	0.27%	0.62%	0.71%	0.66%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.44%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.00%	0.27%	0.00%	0.93%	0.00%	0.90%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.54%	0.27%	0.00%									
20	Явлинский Григорий Алексеевич	44	9	3	2	3	4	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	3	3	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	3	0	1	0	0	1	1	0									
		0.24%	0.86%	0.29%	0.20%	0.33%	0.55%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.43%	0.59%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	1.22%	0.41%	0.00%	0.00%	0.33%	0.00%	0.41%	0.00%	0.00%	0.00%	0.49%	0.65%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.03%	0.00%	0.38%	0.00%	0.00%	0.27%	0.27%	0.00%									
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
