		10.45%	10.57%	10.29%	10.64%	8.37%	10.68%	13.58%	10.21%	9.88%	10.38%	9.25%	10.54%	10.02%	8.90%	10.46%	9.59%	8.37%	7.17%	11.16%	9.36%	10.39%	11.54%	10.33%	12.93%	10.00%	11.30%	9.48%	11.83%	10.25%	12.90%	12.47%	9.24%	9.98%	9.81%	10.65%	11.53%	11.10%	9.22%	8.65%	11.08%	10.89%	11.03%	6.79%	7.47%	11.08%	12.87%	11.24%					
20	Зюганов Геннадий Андреевич	13469	350	337	333	282	238	312	295	392	196	256	238	148	320	383	328	356	384	244	427	265	326	357	348	388	396	398	335	353	355	208	44	296	268	318	324	180	447	376	356	328	324	20	21	125	276	218					
		24.58%	22.83%	22.53%	24.27%	23.38%	25.43%	25.37%	23.71%	23.90%	24.23%	26.92%	26.13%	23.91%	24.98%	25.35%	25.15%	30.40%	30.92%	23.48%	28.35%	20.85%	24.11%	25.98%	24.72%	26.04%	24.72%	24.34%	25.91%	25.47%	24.10%	27.30%	14.01%	21.40%	24.34%	25.67%	22.64%	21.48%	24.53%	25.42%	24.65%	23.65%	25.90%	12.35%	8.71%	19.78%	21.92%	28.17%					
21	Медведев Дмитрий Анатольевич	33879	953	963	859	777	579	710	800	1036	491	581	541	388	804	919	802	688	719	657	883	825	824	823	836	904	982	1045	768	843	876	435	176	904	696	764	905	546	1158	928	894	869	753	129	201	418	790	437					
		61.82%	62.17%	64.37%	62.61%	64.43%	61.86%	57.72%	64.31%	63.17%	60.69%	61.09%	59.39%	62.68%	62.76%	60.82%	61.50%	58.75%	57.89%	63.23%	58.63%	64.91%	60.95%	59.90%	59.38%	60.67%	61.30%	63.91%	59.40%	60.82%	59.47%	57.09%	56.05%	65.37%	63.22%	61.66%	63.24%	65.16%	63.56%	62.75%	61.91%	62.65%	60.19%	79.63%	83.40%	66.14%	62.75%	56.46%					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
