		8.18%	12.31%	7.45%	8.92%	7.05%	7.70%	9.61%	7.38%	9.23%	7.77%	8.46%	9.27%	9.79%	9.28%	7.04%	6.34%	8.67%	6.92%	8.51%	7.74%	7.53%	7.82%	8.48%	4.76%	8.77%	6.54%	6.11%	3.39%	17.65%	27.45%	10.53%	15.79%	5.26%	15.79%	15.79%	29.41%	7.69%	21.05%	12.50%	5.56%	15.38%	14.29%	23.08%	14.29%	0.00%	28.57%	14.29%	12.50%	14.29%	0.00%	20.00%	20.00%	40.00%	20.00%	34.78%	38.46%	53.85%	7.69%	35.71%	0.00%	19.35%	20.00%									
20	Зюганов Геннадий Андреевич	6220	147	251	247	262	286	187	230	240	176	200	204	163	234	189	186	300	282	261	340	275	313	223	405	196	283	9	26	12	2	2	6	8	2	4	5	3	3	4	3	1	4	4	5	2	1	2	4	1	2	1	1	1	2	1	1	2	1	1	2	6	6									
		17.51%	14.83%	16.86%	17.91%	15.92%	19.66%	15.23%	17.50%	16.91%	15.20%	16.42%	15.37%	15.64%	15.52%	14.94%	15.94%	19.85%	18.95%	17.77%	20.41%	18.18%	18.69%	16.89%	22.69%	16.68%	19.29%	6.87%	22.03%	23.53%	3.92%	10.53%	31.58%	42.11%	10.53%	21.05%	29.41%	23.08%	15.79%	25.00%	16.67%	7.69%	28.57%	30.77%	35.71%	16.67%	7.14%	14.29%	25.00%	7.14%	15.38%	10.00%	10.00%	10.00%	20.00%	4.35%	7.69%	15.38%	7.69%	7.14%	14.29%	19.35%	24.00%									
21	Миронов Сергей Михайлович	2155	51	88	63	114	78	64	87	92	50	69	101	56	88	78	72	87	96	84	108	98	126	77	107	63	79	9	4	2	4	7	3	1	2	4	1	1	0	2	0	1	0	1	3	1	3	3	2	2	2	1	2	1	1	3	1	0	0	4	4	2	2									
		6.07%	5.15%	5.91%	4.57%	6.93%	5.36%	5.21%	6.62%	6.48%	4.32%	5.67%	7.61%	5.37%	5.84%	6.17%	6.17%	5.76%	6.45%	5.72%	6.48%	6.48%	7.52%	5.83%	5.99%	5.36%	5.39%	6.87%	3.39%	3.92%	7.84%	36.84%	15.79%	5.26%	10.53%	21.05%	5.88%	7.69%	0.00%	12.50%	0.00%	7.69%	0.00%	7.69%	21.43%	8.33%	21.43%	21.43%	12.50%	14.29%	15.38%	10.00%	20.00%	10.00%	10.00%	13.04%	7.69%	0.00%	0.00%	28.57%	28.57%	6.45%	8.00%									
22	Прохоров Михаил Дмитриевич	6000	253	219	264	284	192	205	235	211	181	192	274	191	205	255	194	208	247	249	282	269	232	189	369	218	290	18	11	5	1	2	1	0	1	2	3	3	5	1	1	1	1	0	0	5	1	0	1	3	1	0	0	2	0	2	4	3	2	1	0	10	1									
		16.89%	25.53%	14.71%	19.14%	17.25%	13.20%	16.69%	17.88%	14.87%	15.63%	15.76%	20.65%	18.33%	13.59%	20.16%	16.62%	13.77%	16.60%	16.95%	16.93%	17.78%	13.85%	14.32%	20.67%	18.55%	19.77%	13.74%	9.32%	9.80%	1.96%	10.53%	5.26%	0.00%	5.26%	10.53%	17.65%	23.08%	26.32%	6.25%	5.56%	7.69%	7.14%	0.00%	0.00%	41.67%	7.14%	0.00%	6.25%	21.43%	7.69%	0.00%	0.00%	20.00%	0.00%	8.70%	30.77%	23.08%	15.38%	7.14%	0.00%	32.26%	4.00%									
23	Путин Владимир Владимирович	17872	408	801	665	853	778	647	655	732	651	644	607	517	829	638	628	758	740	733	792	738	854	711	797	585	704	87	73	22	30	6	5	9	11	6	3	4	6	7	13	8	7	5	4	4	5	7	7	5	8	6	5	2	4	9	2	1	9	2	7	7	11									
		50.31%	41.17%	53.79%	48.22%	51.82%	53.47%	52.69%	49.85%	51.59%	56.22%	52.87%	45.74%	49.62%	54.97%	50.43%	53.81%	50.17%	49.73%	49.90%	47.54%	48.78%	50.99%	53.86%	44.65%	49.79%	47.99%	66.41%	61.86%	43.14%	58.82%	31.58%	26.32%	47.37%	57.89%	31.58%	17.65%	30.77%	31.58%	43.75%	72.22%	61.54%	50.00%	38.46%	28.57%	33.33%	35.71%	50.00%	43.75%	35.71%	61.54%	60.00%	50.00%	20.00%	40.00%	39.13%	15.38%	7.69%	69.23%	14.29%	50.00%	22.58%	44.00%									
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
