Выборы Президента Российской Федерации																																																													
Дата голосования: 18.03.2018																																																													
																																																													
Наименование Избирательной комиссии:    Рузаевская																																																													
																																																													
Сводная таблица итогов голосования																																																													
																																																													
	Число участковых избирательных комиссий	50																																																											
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	50																																																											
																																																													
		Сумма	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522									
1	"Число избирателей, включенных в список избирателей"	48885	1582	1530	1528	1567	1436	928	1792	1728	804	971	1820	1574	1518	569	737	374	1441	1848	1678	1729	900	810	1787	1884	1933	1577	292	457	317	458	786	549	486	533	849	452	176	142	1326	312	792	294	330	1033	1276	594	269	302	382	433									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	44934	1384	1351	1335	1402	1316	832	1705	1476	721	908	1571	1380	1113	444	665	350	1278	1622	1516	1592	799	803	1696	1492	1764	1438	277	487	327	510	752	545	475	545	853	446	170	140	1257	397	784	318	323	1086	1272	581	250	368	353	465									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	31953	980	986	933	910	874	643	1192	1034	479	620	1206	1001	853	398	397	310	915	1244	1064	1085	540	468	974	899	1259	989	232	369	274	329	645	420	414	405	619	396	168	132	850	241	470	222	276	739	883	507	226	244	291	348									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	3759	113	65	102	99	94	51	85	136	55	33	43	106	124	18	42	27	98	68	98	142	73	79	145	323	75	128	37	48	26	72	72	67	34	62	68	25	0	7	146	50	67	30	38	135	162	49	22	50	20	50									
6	Число погашенных избирательных бюллетеней	9220	291	300	300	393	348	138	428	306	187	255	322	273	136	28	226	13	265	309	354	365	186	256	577	270	430	320	8	70	27	109	35	58	27	78	166	25	2	1	261	106	247	66	9	212	227	25	2	74	42	67									
