Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																														
Дата голосования: 04.12.2011																														
																														
Наименование Избирательной комиссии:    Теньгушевская																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627					
1	"Число избирателей, внесенных в список избирателей"	8878	1621	1719	124	140	127	1360	494	239	76	110	161	166	160	352	234	253	104	44	362	173	255	207	397					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	9016	1638	1761	126	148	132	1373	494	243	77	113	163	170	164	355	233	254	106	49	369	172	261	215	400					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	8499	1535	1689	120	119	104	1325	492	228	71	87	143	156	152	352	216	243	98	41	359	169	240	194	366					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	290	41	24	3	21	16	23	0	10	5	23	18	9	8	0	15	3	6	3	2	2	15	13	30					
6	Число погашенных избирательных бюллетеней	227	62	48	3	8	12	25	2	5	1	3	2	5	4	3	2	8	2	5	8	1	6	8	4					
7	Число избирательных бюллетеней в переносных ящиках для голосования	290	41	24	3	21	16	23	0	10	5	23	18	9	8	0	15	3	6	3	2	2	15	13	30					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8499	1535	1689	120	119	104	1325	492	228	71	87	143	156	152	352	216	243	98	41	359	169	240	194	366					
9	Число недействительных избирательных бюллетеней	9	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0					
10	Число действительных избирательных бюллетеней	8780	1576	1713	123	140	120	1346	492	238	76	110	161	165	160	352	231	246	104	44	354	171	255	207	396					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	315	64	63	5	5	7	52	10	6	3	3	5	14	7	5	5	4	3	3	10	5	6	10	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	81	22	22	0	5	6	7	1	1	0	1	0	4	0	0	1	0	1	0	2	0	0	6	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	48	9	6	1	0	3	11	0	0	1	1	0	2	0	0	2	3	1	0	2	2	2	1	1					
14	Число погашенных неиспользованных открепительных удостоверений	234	42	41	5	0	1	45	9	5	3	2	5	10	7	5	4	4	2	3	8	5	6	4	18					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	0	2	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	1	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	13	3	1	1	0	1	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.15%	0.19%	0.06%	0.81%	0.00%	0.83%	0.37%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	27	3	5	1	1	1	3	2	1	1	0	0	0	1	1	0	2	1	0	1	0	2	1	0					
		0.31%	0.19%	0.29%	0.81%	0.71%	0.83%	0.22%	0.41%	0.42%	1.32%	0.00%	0.00%	0.00%	0.63%	0.28%	0.00%	0.81%	0.96%	0.00%	0.28%	0.00%	0.78%	0.48%	0.00%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.01%	0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	42	7	7	0	1	1	7	4	0	0	0	0	2	1	2	3	0	1	0	1	1	0	2	2					
		0.48%	0.44%	0.41%	0.00%	0.71%	0.83%	0.52%	0.81%	0.00%	0.00%	0.00%	0.00%	1.21%	0.63%	0.57%	1.30%	0.00%	0.96%	0.00%	0.28%	0.58%	0.00%	0.97%	0.51%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8697	1562	1700	121	138	117	1331	484	237	75	110	161	163	158	349	228	244	102	44	352	170	253	204	394					
		98.95%	99.11%	99.24%	98.37%	98.57%	97.50%	98.74%	98.37%	99.58%	98.68%	100.00%	100.00%	98.79%	98.75%	99.15%	98.70%	99.19%	98.08%	100.00%	97.51%	99.42%	99.22%	98.55%	99.49%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
