Выборы Президента Российской Федерации																																																													
Дата голосования: 18.03.2018																																																													
																																																													
Наименование Избирательной комиссии:    Каменская																																																													
																																																													
Сводная таблица итогов голосования																																																													
																																																													
	Число участковых избирательных комиссий	50																																																											
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	50																																																											
																																																													
		Сумма	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931									
1	"Число избирателей, включенных в список избирателей"	38162	1038	1471	773	1532	1293	1440	1460	1408	1330	1539	1373	1380	860	1558	1384	1283	1525	1382	1661	1529	540	728	634	278	702	67	341	59	638	234	64	71	599	216	78	551	57	56	728	111	250	1021	613	153	246	55	913	473	102	365									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	32640	900	1200	650	1300	1100	1200	1200	1200	1150	1350	1150	1150	700	1300	1150	1050	1300	1250	1350	1300	450	600	550	250	600	60	300	60	550	200	60	70	550	200	80	500	60	60	650	100	250	900	500	150	240	80	750	400	100	370									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	22429	571	732	387	757	730	855	905	895	755	888	734	817	658	949	763	723	841	918	976	896	299	457	332	181	446	48	242	39	407	130	37	49	351	129	51	329	41	27	462	68	148	572	371	108	200	45	539	284	48	239									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1878	48	110	32	55	45	84	63	63	48	45	53	57	9	117	67	40	36	77	44	37	31	43	23	2	55	4	20	5	28	17	8	5	39	33	4	49	4	19	86	12	24	67	35	9	9	3	38	31	11	34									
6	Число погашенных избирательных бюллетеней	8333	281	358	231	488	325	261	232	242	347	417	363	276	33	234	320	287	423	255	330	367	120	100	195	67	99	8	38	16	115	53	15	16	160	38	25	122	15	14	102	20	78	261	94	33	31	32	173	85	41	97									
