Выборы Президента Российской Федерации																																																										
Дата голосования: 18.03.2018																																																										
																																																										
Наименование Избирательной комиссии:    Корсаковская																																																										
																																																										
Сводная таблица предварительных итогов голосования																																																										
																																																										
	Число участковых избирательных комиссий	47																																																								
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	47																																																								
																																																										
		Сумма	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №764									
1	"Число избирателей, включенных в список избирателей"	29738	416	132	1187	271	82	585	416	608	821	302	137	669	1594	352	1423	726	2427	2107	1960	986	2167	1842	1952	2315	1709	2166	21	20	18	19	18	15	22	24	13	6	6	5	5	23	32	25	23	20	25	24	22									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	31134	451	153	1262	285	82	604	431	608	854	328	142	745	1686	297	1479	753	2532	2215	2059	1017	2296	1912	2029	2453	1794	2281	21	20	18	19	18	15	22	24	13	6	6	5	5	23	32	25	23	20	25	24	22									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	17890	302	54	737	159	77	344	286	599	520	184	72	530	909	252	842	441	1362	1219	1211	572	1326	1045	1054	1250	892	1265	21	20	18	19	18	15	22	24	13	6	6	5	5	23	32	25	23	20	25	24	22									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	693	24	11	41	50	5	58	17	9	29	6	12	9	19	7	14	12	88	26	43	18	34	22	20	33	42	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
6	Число погашенных избирательных бюллетеней	12551	125	88	484	76	0	202	128	0	305	138	58	206	758	38	623	300	1082	970	805	427	936	845	955	1170	860	972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
