7	Число избирательных бюллетеней в переносных ящиках для голосования	2172	45	50	10	60	154	20	3	8	6	20	30	10	230	37	16	28	31	23	29	22	23	15	22	15	11	18	11	25	38	22	28	24	29	45	43	19	17	44	30	35	27	41	44	27	36	16	44	45	9	50	54	19	44	13	48	37	65	100	77	30									
8	Число бюллетеней в стационарных ящиках для голосования	43010	221	684	58	587	563	109	16	72	108	61	30	83	257	946	1020	761	778	837	666	642	843	925	945	840	1100	978	916	911	1076	991	814	873	800	1006	938	929	990	974	991	939	1108	751	1289	1269	715	1198	723	907	536	592	369	611	184	1151	1015	1013	939	654	651	57									
9	Число недействительных избирательных бюллетеней	589	6	12	1	4	15	0	0	0	3	1	0	0	4	14	15	7	5	7	9	7	13	17	7	12	11	15	12	16	19	19	5	12	21	16	8	8	10	14	13	14	13	9	17	13	4	23	5	6	9	11	5	8	5	25	17	15	8	7	13	4									
10	Число действительных избирательных бюллетеней	44593	260	722	67	643	702	129	19	80	111	80	60	93	483	969	1021	782	804	853	686	657	853	923	960	843	1100	981	915	920	1095	994	837	885	808	1035	973	940	997	1004	1008	960	1122	783	1316	1283	747	1191	762	946	536	631	418	622	223	1139	1046	1035	996	747	715	83									
11	Число полученных открепительных  удостоверений	1047	30	20	5	15	30	20	15	5	15	5	12	5	0	20	25	15	15	15	15	15	20	15	30	20	20	20	15	15	20	22	25	15	15	20	15	15	20	25	20	25	25	15	25	25	15	25	20	20	15	15	10	15	5	25	25	20	20	15	18	5									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	724	30	15	2	13	30	20	2	5	11	3	12	5	0	16	10	10	5	4	7	8	15	13	24	18	14	12	15	9	19	20	18	11	10	13	10	13	13	12	16	23	17	11	14	17	8	6	8	13	15	8	7	6	2	11	10	17	15	15	16	2									
13	Число избирателей, проголосовавших по открепительным удостоверениям	520	11	11	3	3	11	5	9	11	7	4	0	3	7	28	11	7	11	14	3	6	11	13	20	6	9	5	7	6	18	4	8	5	7	12	19	5	6	7	4	7	6	11	4	11	3	9	8	6	6	6	0	14	5	24	19	18	16	3	5	2									
14	Число неиспользованных открепительных удостоверений	323	0	5	3	2	0	0	13	0	4	2	0	0	0	4	15	5	10	11	8	7	5	2	6	2	6	8	0	6	1	2	7	4	5	7	5	2	7	13	4	2	8	4	11	8	7	19	12	7	0	7	3	9	3	14	15	3	5	0	2	3									
15	Число открепительных удостоверений, выданных избирателям ТИК	32	0	1	0	0	1	1	0	0	0	0	0	0	0	1	1	0	2	0	0	1	1	1	2	1	0	1	1	2	0	2	1	0	1	1	0	0	0	2	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	1	1	0	2	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																							
19	Жириновский Владимир Вольфович	2681	11	51	3	46	36	9	1	11	9	5	6	7	29	52	70	51	52	51	41	36	53	55	45	56	69	43	52	41	58	41	65	45	34	57	50	41	44	79	50	62	69	35	63	104	63	77	56	56	45	38	36	34	9	72	76	63	61	49	49	9									
		5.93%	4.14%	6.95%	4.41%	7.11%	5.02%	6.98%	5.26%	13.75%	7.89%	6.17%	10.00%	7.53%	5.95%	5.29%	6.76%	6.46%	6.43%	5.93%	5.90%	5.42%	6.12%	5.85%	4.65%	6.55%	6.21%	4.32%	5.61%	4.38%	5.21%	4.05%	7.72%	5.02%	4.10%	5.42%	5.10%	4.32%	4.37%	7.76%	4.90%	6.37%	6.08%	4.42%	4.73%	8.02%	8.39%	6.34%	7.30%	5.88%	8.26%	5.92%	8.51%	5.40%	3.95%	6.19%	7.15%	6.00%	6.08%	6.50%	6.73%	10.34%									
20	Зюганов Геннадий Андреевич	3909	23	66	6	52	61	14	2	13	13	3	6	6	21	69	76	57	78	65	69	47	58	83	102	66	108	81	79	98	119	92	73	90	66	95	111	77	80	67	92	85	84	70	111	119	62	93	55	75	48	43	34	71	21	124	108	103	93	52	68	6									
		8.65%	8.65%	8.99%	8.82%	8.04%	8.51%	10.85%	10.53%	16.25%	11.40%	3.70%	10.00%	6.45%	4.31%	7.02%	7.34%	7.22%	9.64%	7.56%	9.93%	7.08%	6.70%	8.83%	10.55%	7.72%	9.72%	8.13%	8.52%	10.47%	10.68%	9.08%	8.67%	10.03%	7.96%	9.04%	11.31%	8.12%	7.94%	6.58%	9.01%	8.73%	7.40%	8.84%	8.33%	9.18%	8.26%	7.66%	7.17%	7.88%	8.81%	6.70%	8.04%	11.27%	9.21%	10.65%	10.16%	9.81%	9.26%	6.90%	9.34%	6.90%									
21	Миронов Сергей Михайлович	2716	17	35	1	43	40	2	3	3	1	3	1	7	24	68	56	41	56	50	35	39	62	69	56	55	62	74	69	59	80	90	60	64	48	66	74	54	72	57	77	55	64	70	94	67	40	45	38	51	21	26	20	23	8	68	74	70	46	33	24	6									
		6.01%	6.39%	4.77%	1.47%	6.65%	5.58%	1.55%	15.79%	3.75%	0.88%	3.70%	1.67%	7.53%	4.93%	6.92%	5.41%	5.20%	6.92%	5.81%	5.04%	5.87%	7.16%	7.34%	5.79%	6.43%	5.58%	7.43%	7.44%	6.30%	7.18%	8.88%	7.13%	7.13%	5.79%	6.28%	7.54%	5.70%	7.15%	5.60%	7.54%	5.65%	5.64%	8.84%	7.05%	5.17%	5.33%	3.71%	4.95%	5.36%	3.85%	4.05%	4.73%	3.65%	3.51%	5.84%	6.96%	6.67%	4.58%	4.38%	3.30%	6.90%									
22	Прохоров Михаил Дмитриевич	3646	0	27	2	17	26	3	0	3	5	4	3	1	23	79	82	58	52	61	46	63	74	77	105	98	136	104	96	108	96	105	73	76	88	99	114	78	114	90	97	89	106	77	125	129	66	106	47	58	38	47	25	36	9	60	68	47	71	24	33	2									
		8.07%	0.00%	3.68%	2.94%	2.63%	3.63%	2.33%	0.00%	3.75%	4.39%	4.94%	5.00%	1.08%	4.72%	8.04%	7.92%	7.35%	6.43%	7.09%	6.62%	9.49%	8.55%	8.19%	10.86%	11.46%	12.24%	10.44%	10.36%	11.54%	8.62%	10.37%	8.67%	8.47%	10.62%	9.42%	11.62%	8.23%	11.32%	8.84%	9.50%	9.14%	9.34%	9.72%	9.38%	9.95%	8.79%	8.73%	6.13%	6.09%	6.97%	7.32%	5.91%	5.71%	3.95%	5.15%	6.40%	4.48%	7.07%	3.18%	4.53%	2.30%									
23	Путин Владимир Владимирович	31641	209	543	55	485	539	101	13	50	83	65	44	72	386	701	737	575	566	626	495	472	606	639	652	568	725	679	619	614	742	666	566	610	572	718	624	690	687	711	692	669	799	531	923	864	516	870	566	706	384	477	303	458	176	815	720	752	725	589	541	60									
		70.03%	78.57%	73.98%	80.88%	74.96%	75.17%	78.29%	68.42%	62.50%	72.81%	80.25%	73.33%	77.42%	79.26%	71.31%	71.14%	72.88%	69.96%	72.79%	71.22%	71.08%	69.98%	67.98%	67.43%	66.43%	65.26%	68.17%	66.77%	65.60%	66.61%	65.75%	67.22%	68.00%	68.99%	68.32%	63.61%	72.78%	68.22%	69.84%	67.78%	68.69%	70.40%	67.05%	69.24%	66.67%	68.71%	71.66%	73.79%	74.16%	70.46%	74.30%	71.63%	72.70%	77.19%	70.02%	67.73%	71.62%	72.21%	78.12%	74.31%	68.97%									
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
