17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																								
18	Богданов Андрей Владимирович	220	9	4	9	6	5	6	7	11	2	8	10	13	1	16	11	12	8	2	1	2	2	7	1	2	4	1	2	1	3	0	2	3	2	0	2	8	3	1	3	5	3	2	2	0	2	2	6	3	5					
		0.93%	1.22%	0.57%	0.99%	0.84%	0.64%	0.86%	0.85%	1.72%	2.06%	0.96%	1.46%	2.24%	0.36%	2.11%	1.71%	1.67%	1.09%	0.42%	0.17%	0.79%	0.77%	1.38%	0.28%	1.09%	1.96%	0.57%	0.48%	0.17%	0.77%	0.00%	1.17%	0.83%	0.64%	0.00%	0.75%	1.47%	0.67%	0.22%	0.91%	1.05%	0.74%	1.40%	0.40%	0.00%	0.30%	0.40%	0.90%	0.75%	2.49%					
19	Жириновский Владимир Вольфович	2142	63	65	91	77	80	59	93	68	11	62	62	42	39	74	81	68	50	43	50	32	34	39	30	24	19	31	20	21	28	14	9	24	22	72	31	48	35	71	29	41	30	20	41	22	54	21	40	49	13					
		9.07%	8.55%	9.26%	10.10%	10.80%	10.28%	8.48%	11.33%	10.66%	11.34%	7.41%	9.06%	7.24%	13.88%	9.78%	12.62%	9.48%	6.82%	8.96%	8.58%	12.70%	13.08%	7.66%	8.52%	13.11%	9.31%	17.82%	4.75%	3.49%	7.16%	5.93%	5.26%	6.65%	7.01%	12.83%	11.70%	8.84%	7.80%	15.57%	8.76%	8.58%	7.39%	13.99%	8.23%	8.91%	8.10%	4.21%	6.03%	12.22%	6.47%					
20	Зюганов Геннадий Андреевич	4472	160	172	203	171	162	216	130	75	9	117	153	98	75	134	100	154	201	55	82	24	68	87	26	31	46	53	114	133	42	56	37	66	36	89	20	124	65	55	39	109	73	13	144	31	80	78	168	95	3					
		18.94%	21.71%	24.50%	22.53%	23.98%	20.82%	31.03%	15.83%	11.76%	9.28%	13.98%	22.37%	16.90%	26.69%	17.70%	15.58%	21.48%	27.42%	11.46%	14.07%	9.52%	26.15%	17.09%	7.39%	16.94%	22.55%	30.46%	27.08%	22.13%	10.74%	23.73%	21.64%	18.28%	11.46%	15.86%	7.55%	22.84%	14.48%	12.06%	11.78%	22.80%	17.98%	9.09%	28.92%	12.55%	11.99%	15.63%	25.34%	23.69%	1.49%					
21	Медведев Дмитрий Анатольевич	16357	500	455	595	452	523	407	531	483	72	640	444	371	165	513	446	476	472	377	446	192	151	362	294	121	134	87	285	350	318	163	121	262	252	385	211	356	341	326	258	322	297	108	308	192	529	387	445	254	178					
		69.27%	67.84%	64.81%	66.04%	63.39%	67.22%	58.48%	64.68%	75.71%	74.23%	76.46%	64.91%	63.97%	58.72%	67.77%	69.47%	66.39%	64.39%	78.54%	76.50%	76.19%	58.08%	71.12%	83.52%	66.12%	65.69%	50.00%	67.70%	58.24%	81.33%	69.07%	70.76%	72.58%	80.25%	68.63%	79.62%	65.56%	75.95%	71.49%	77.95%	67.36%	73.15%	75.52%	61.85%	77.73%	79.31%	77.56%	67.12%	63.34%	88.56%					
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
