10	Число действительных избирательных бюллетеней	8628	465	168	160	206	315	215	529	605	143	321	365	278	147	538	230	477	531	663	584	628	652	224	184									
11	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																		
13	Бабурин Сергей Николаевич	7	1	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0									
		0.08%	0.22%	0.00%	0.00%	0.49%	0.63%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.16%	0.00%	0.00%	0.00%									
14	Грудинин Павел Николаевич	289	3	8	6	3	6	7	71	9	11	4	32	3	5	7	16	11	58	7	7	2	4	8	1									
		3.34%	0.65%	4.76%	3.75%	1.46%	1.90%	3.26%	13.03%	1.49%	7.69%	1.25%	8.77%	1.08%	3.40%	1.29%	6.87%	2.31%	10.76%	1.06%	1.20%	0.32%	0.61%	3.56%	0.54%									
15	Жириновский Владимир Вольфович	135	2	2	2	4	4	6	32	17	2	3	2	6	2	3	8	3	20	0	1	1	4	5	6									
		1.56%	0.43%	1.19%	1.25%	1.94%	1.27%	2.79%	5.87%	2.81%	1.40%	0.93%	0.55%	2.16%	1.36%	0.55%	3.43%	0.63%	3.71%	0.00%	0.17%	0.16%	0.61%	2.22%	3.26%									
16	Путин Владимир Владимирович	8148	459	156	152	197	302	200	420	575	130	314	331	267	140	526	203	461	442	656	572	621	643	207	174									
		94.04%	98.71%	92.86%	95.00%	95.63%	95.87%	93.02%	77.06%	95.04%	90.91%	97.82%	90.68%	96.04%	95.24%	97.23%	87.12%	96.65%	82.00%	98.94%	97.95%	98.10%	98.62%	92.00%	94.57%									
17	Собчак Ксения Анатольевна	23	0	0	0	1	0	0	2	4	0	0	0	2	0	1	1	1	6	0	1	0	1	1	2									
		0.27%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	0.37%	0.66%	0.00%	0.00%	0.00%	0.72%	0.00%	0.18%	0.43%	0.21%	1.11%	0.00%	0.17%	0.00%	0.15%	0.44%	1.09%									
18	Сурайкин Максим Александрович	11	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	1	0	1	1	0	3	1									
		0.13%	0.00%	0.00%	0.00%	0.00%	0.32%	0.47%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.19%	0.00%	0.17%	0.16%	0.00%	1.33%	0.54%									
19	Титов Борис Юрьевич	6	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0									
		0.07%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.21%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%									
20	Явлинский Григорий Алексеевич	9	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	4	0	1	1	0	0	0									
		0.10%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.74%	0.00%	0.17%	0.16%	0.00%	0.00%	0.00%									
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
