14	Число неиспользованных открепительных удостоверений	1634	37	37	39	37	19	25	27	21	33	12	19	23	21	22	12	15	12	27	21	27	39	38	20	14	35	48	16	25	11	7	8	11	39	44	14	0	21	49	22	26	26	9	5	0	0	50	43	48	25	47	36	7	16	20	0	27	38	48	12	0	12	8	21	29	23	49	32	30	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	40	1	1	0	0	0	1	1	1	1	2	2	3	0	2	0	1	2	1	2	0	1	0	1	2	1	0	0	0	0	1	1	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	4	0	0	1	0	0	1	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																													
18	Богданов Андрей Владимирович	1871	23	22	32	24	30	29	30	25	34	30	31	41	36	23	39	29	43	10	22	19	15	12	22	26	12	3	19	26	25	25	32	19	21	9	30	32	25	4	13	20	37	37	41	37	34	6	11	2	27	19	6	15	31	18	10	43	8	5	135	34	171	25	27	22	38	2	13	27	13	15					
		1.97%	2.35%	2.54%	2.24%	1.79%	1.91%	1.95%	2.61%	1.55%	2.85%	2.20%	2.10%	2.40%	2.15%	1.28%	2.16%	1.73%	2.16%	0.86%	1.40%	1.32%	2.15%	1.72%	1.79%	2.46%	2.93%	0.90%	2.05%	1.55%	1.49%	1.21%	1.60%	1.12%	1.99%	1.31%	1.71%	1.77%	2.14%	1.00%	1.21%	2.02%	1.68%	1.49%	1.69%	1.50%	1.45%	1.67%	1.77%	1.16%	2.16%	7.98%	2.40%	0.71%	1.48%	0.84%	0.62%	1.80%	1.20%	1.77%	8.15%	1.67%	8.58%	1.35%	1.78%	1.66%	2.93%	0.35%	0.99%	1.50%	2.93%	3.34%					
19	Жириновский Владимир Вольфович	9206	71	66	138	128	145	127	119	162	137	152	178	143	98	182	168	164	196	130	169	109	52	66	115	117	49	47	142	145	135	159	154	133	60	24	146	274	74	9	127	130	191	146	155	246	219	31	61	24	181	30	22	129	162	259	99	400	66	43	263	207	292	202	176	143	123	87	97	131	45	36					
		9.68%	7.26%	7.62%	9.64%	9.52%	9.21%	8.55%	10.35%	10.06%	11.48%	11.16%	12.06%	8.39%	5.86%	10.16%	9.29%	9.77%	9.84%	11.23%	10.75%	7.56%	7.45%	9.46%	9.35%	11.05%	11.95%	14.07%	15.35%	8.65%	8.05%	7.67%	7.72%	7.86%	5.70%	3.48%	8.30%	15.18%	6.32%	2.26%	11.86%	13.14%	8.67%	5.89%	6.40%	9.96%	9.32%	8.64%	9.84%	13.95%	14.48%	12.61%	8.80%	6.07%	7.75%	12.09%	6.13%	16.72%	9.88%	15.19%	15.87%	10.19%	14.65%	10.90%	11.59%	10.82%	9.50%	15.18%	7.43%	7.25%	10.16%	8.02%					
20	Зюганов Геннадий Андреевич	14149	112	181	216	225	221	258	222	238	208	208	247	239	243	280	204	292	311	202	259	209	99	118	276	308	76	69	169	228	228	270	295	254	150	65	268	234	182	25	140	159	289	241	409	320	305	46	56	26	252	34	52	453	297	202	168	110	54	67	323	350	380	320	285	213	183	74	140	200	45	67					
		14.88%	11.45%	20.90%	15.09%	16.74%	14.04%	17.37%	19.30%	14.78%	17.44%	15.27%	16.73%	14.02%	14.52%	15.63%	11.28%	17.40%	15.61%	17.44%	16.48%	14.50%	14.18%	16.91%	22.44%	29.08%	18.54%	20.66%	18.27%	13.60%	13.60%	13.02%	14.78%	15.01%	14.26%	9.43%	15.24%	12.96%	15.56%	6.27%	13.07%	16.08%	13.12%	9.73%	16.88%	12.96%	12.98%	12.81%	9.03%	15.12%	20.16%	14.29%	20.80%	21.32%	14.20%	9.43%	10.40%	4.60%	8.08%	23.67%	19.49%	17.22%	19.07%	17.27%	18.76%	16.11%	14.13%	12.91%	10.73%	11.07%	10.16%	14.92%					
21	Медведев Дмитрий Анатольевич	67982	755	575	1006	887	1154	1043	751	1159	788	946	993	1240	1243	1282	1359	1173	1394	797	1102	982	516	479	795	592	269	203	582	1262	1273	1586	1462	1258	802	584	1279	1240	872	357	779	662	1642	2023	1790	1820	1767	265	476	116	756	128	164	1526	1579	1651	1313	1805	531	164	897	1395	1047	1286	1006	915	914	406	1041	1423	326	329					
		71.51%	77.20%	66.40%	70.30%	65.99%	73.32%	70.24%	65.30%	71.99%	66.05%	69.46%	67.28%	72.73%	74.30%	71.58%	75.17%	69.90%	69.98%	68.83%	70.10%	68.15%	73.93%	68.62%	64.63%	55.90%	65.61%	60.78%	62.92%	75.25%	75.91%	76.51%	73.25%	74.35%	76.24%	84.76%	72.71%	68.70%	74.53%	89.47%	72.74%	66.94%	74.53%	81.64%	73.88%	73.71%	75.19%	73.82%	76.77%	67.44%	60.48%	53.78%	65.60%	71.81%	75.51%	77.04%	81.25%	75.46%	79.49%	57.95%	54.13%	68.65%	52.53%	69.40%	66.23%	69.21%	70.58%	70.86%	79.77%	78.79%	73.59%	73.27%					
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
