Выборы Президента Российской Федерации																																														
Дата голосования: 18.03.2018																																														
																																														
Наименование Избирательной комиссии:    Боровская																																														
																																														
Сводная таблица итогов голосования																																														
																																														
	Число участковых избирательных комиссий	35																																												
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	35																																												
																																														
		Сумма	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335									
1	"Число избирателей, включенных в список избирателей"	46731	1806	2338	1510	812	372	616	1109	603	408	855	2409	2586	2429	2504	2940	1919	2580	2344	2175	1568	489	431	701	269	323	403	620	281	1241	843	1047	563	1714	1713	2210									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	45300	1700	2150	1450	750	300	550	1100	500	350	800	2400	2600	2400	2500	2950	1950	2550	2350	2150	1550	450	400	600	250	330	350	550	280	1250	800	990	550	1550	1800	2100									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	29782	1144	1507	915	502	227	399	708	340	254	552	1618	1650	1542	1446	1814	1328	1871	1484	1303	952	273	246	364	167	204	213	407	192	853	565	766	352	1297	1104	1223									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	2042	52	62	58	28	26	31	50	108	10	13	32	44	65	34	45	61	23	81	104	49	80	25	150	58	108	112	29	52	54	70	54	94	50	100	30									
6	Число погашенных избирательных бюллетеней	13476	504	581	477	220	47	120	342	52	86	235	750	906	793	1020	1091	561	656	785	743	549	97	129	86	25	18	25	114	36	343	165	170	104	203	596	847									
7	Число избирательных бюллетеней в переносных ящиках для голосования	2042	52	62	58	28	26	31	50	108	10	13	32	44	65	34	45	61	23	81	104	49	80	25	150	58	108	112	29	52	54	70	54	94	50	100	30									
8	Число бюллетеней в стационарных ящиках для голосования	29776	1143	1507	915	502	227	399	708	340	254	552	1618	1650	1540	1446	1814	1327	1870	1484	1303	952	273	246	364	167	204	213	407	192	853	565	766	352	1297	1104	1222									
9	Число недействительных избирательных бюллетеней	320	13	12	7	4	2	7	13	2	2	3	11	16	17	13	20	16	20	13	21	10	0	7	8	0	1	5	4	1	12	2	9	3	24	10	12									
10	Число действительных избирательных бюллетеней	31498	1182	1557	966	526	251	423	745	446	262	562	1639	1678	1588	1467	1839	1372	1873	1552	1386	991	353	264	506	225	311	320	432	243	895	633	811	443	1323	1194	1240									
11	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1									
12	"Число избирательных бюллетеней, не учтенных при получении"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1									
																																														
13	Бабурин Сергей Николаевич	232	12	8	3	4	4	5	8	5	1	1	20	14	15	14	7	11	7	15	8	5	1	1	6	1	1	7	5	1	5	5	7	1	5	12	7									
		0.73%	1.00%	0.51%	0.31%	0.75%	1.58%	1.16%	1.06%	1.12%	0.38%	0.18%	1.21%	0.83%	0.93%	0.95%	0.38%	0.79%	0.37%	0.96%	0.57%	0.50%	0.28%	0.37%	1.17%	0.44%	0.32%	2.15%	1.15%	0.41%	0.55%	0.79%	0.85%	0.22%	0.37%	0.99%	0.56%									
14	Грудинин Павел Николаевич	3216	129	154	103	58	26	71	66	50	20	69	163	174	193	155	207	132	210	155	109	97	35	26	37	44	19	27	29	25	68	56	102	29	121	114	143									
		10.11%	10.79%	9.82%	10.59%	10.94%	10.28%	16.51%	8.71%	11.16%	7.58%	12.21%	9.88%	10.27%	12.02%	10.47%	11.14%	9.51%	11.09%	9.90%	7.75%	9.69%	9.92%	9.59%	7.20%	19.56%	6.09%	8.31%	6.65%	10.25%	7.50%	8.82%	12.44%	6.50%	8.98%	9.47%	11.42%									
15	Жириновский Владимир Вольфович	2167	87	94	79	33	15	13	56	20	25	25	105	128	95	108	113	125	166	108	105	86	13	14	32	16	28	26	22	24	46	42	57	32	125	48	56									
		6.81%	7.28%	5.99%	8.12%	6.23%	5.93%	3.02%	7.39%	4.46%	9.47%	4.42%	6.36%	7.56%	5.92%	7.30%	6.08%	9.01%	8.77%	6.90%	7.46%	8.59%	3.68%	5.17%	6.23%	7.11%	8.97%	8.00%	5.05%	9.84%	5.07%	6.61%	6.95%	7.17%	9.28%	3.99%	4.47%									
16	Путин Владимир Владимирович	24797	917	1230	749	419	196	306	590	353	208	448	1287	1317	1216	1143	1450	1042	1419	1225	1139	769	295	221	420	163	257	246	352	186	736	510	618	371	1043	981	975									
		77.93%	76.74%	78.39%	76.98%	79.06%	77.47%	71.16%	77.84%	78.79%	78.79%	79.29%	78.00%	77.74%	75.76%	77.23%	77.99%	75.07%	74.96%	78.27%	80.95%	76.82%	83.57%	81.55%	81.71%	72.44%	82.37%	75.69%	80.73%	76.23%	81.15%	80.31%	75.37%	83.18%	77.43%	81.48%	77.88%									
17	Собчак Ксения Анатольевна	427	20	24	8	5	3	12	10	6	2	7	18	14	29	17	26	34	30	16	13	13	4	1	2	0	2	5	9	3	14	9	16	5	12	18	20									
		1.34%	1.67%	1.53%	0.82%	0.94%	1.19%	2.79%	1.32%	1.34%	0.76%	1.24%	1.09%	0.83%	1.81%	1.15%	1.40%	2.45%	1.58%	1.02%	0.92%	1.30%	1.13%	0.37%	0.39%	0.00%	0.64%	1.54%	2.06%	1.23%	1.54%	1.42%	1.95%	1.12%	0.89%	1.50%	1.60%									
18	Сурайкин Максим Александрович	208	5	15	2	4	1	3	6	7	1	2	13	8	14	14	12	6	20	11	5	13	2	1	1	0	3	1	5	2	10	2	4	3	3	6	3									
		0.65%	0.42%	0.96%	0.21%	0.75%	0.40%	0.70%	0.79%	1.56%	0.38%	0.35%	0.79%	0.47%	0.87%	0.95%	0.65%	0.43%	1.06%	0.70%	0.36%	1.30%	0.57%	0.37%	0.19%	0.00%	0.96%	0.31%	1.15%	0.82%	1.10%	0.31%	0.49%	0.67%	0.22%	0.50%	0.24%									
19	Титов Борис Юрьевич	205	4	11	9	1	2	3	5	2	2	5	10	9	10	10	16	11	12	10	4	5	2	0	6	0	1	5	4	0	7	4	2	2	4	10	17									
		0.64%	0.33%	0.70%	0.92%	0.19%	0.79%	0.70%	0.66%	0.45%	0.76%	0.88%	0.61%	0.53%	0.62%	0.68%	0.86%	0.79%	0.63%	0.64%	0.28%	0.50%	0.57%	0.00%	1.17%	0.00%	0.32%	1.54%	0.92%	0.00%	0.77%	0.63%	0.24%	0.45%	0.30%	0.83%	1.36%									
20	Явлинский Григорий Алексеевич	246	8	21	13	2	4	10	4	3	3	5	23	14	16	6	8	11	9	12	3	3	1	0	2	1	0	3	6	2	9	5	5	0	10	5	19									
		0.77%	0.67%	1.34%	1.34%	0.38%	1.58%	2.33%	0.53%	0.67%	1.14%	0.88%	1.39%	0.83%	0.99%	0.41%	0.43%	0.79%	0.48%	0.77%	0.21%	0.30%	0.28%	0.00%	0.39%	0.44%	0.00%	0.92%	1.38%	0.82%	0.99%	0.79%	0.61%	0.00%	0.74%	0.42%	1.52%									
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
