Выборы Президента Российской Федерации																																																			
Дата голосования: 18.03.2018																																																			
																																																			
Наименование Избирательной комиссии:    Комсомольская																																																			
																																																			
Сводная таблица итогов голосования																																																			
																																																			
	Число участковых избирательных комиссий	40																																																	
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	40																																																	
																																																			
		Сумма	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840									
1	"Число избирателей, включенных в список избирателей"	17325	1219	1032	1230	173	460	155	97	438	207	255	126	155	239	196	309	289	412	196	860	543	175	101	1114	907	1291	461	571	570	359	226	237	105	173	422	102	343	359	621	331	266									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	18706	1314	1086	1337	184	518	162	108	462	239	312	134	182	256	195	324	313	433	212	903	579	208	112	1180	955	1366	503	609	567	364	233	255	120	187	520	128	393	397	692	364	300									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	14801	955	853	1025	158	407	139	89	377	178	228	109	133	206	179	252	234	368	179	742	483	146	80	968	835	956	431	537	460	303	177	208	95	145	377	88	306	325	564	280	226									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1293	81	53	29	12	32	3	4	54	24	24	15	19	24	14	41	47	31	13	106	46	20	9	65	63	58	21	17	39	47	43	24	7	25	34	10	27	23	34	35	20									
6	Число погашенных избирательных бюллетеней	2612	278	180	283	14	79	20	15	31	37	60	10	30	26	2	31	32	34	20	55	50	42	23	147	57	352	51	55	68	14	13	23	18	17	109	30	60	49	94	49	54									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1293	81	53	29	12	32	3	4	54	24	24	15	19	24	14	41	47	31	13	106	46	20	9	65	63	58	21	17	39	47	43	24	7	25	34	10	27	23	34	35	20									
