Выборы Президента Российской Федерации																										
																										
Наименование Избирательной комиссии:    Мурашинская																										
																										
Итоги голосования 																										
																										
		Сумма	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774					
1	"Число избирателей, внесенных в список"	12975	2385	1403	1226	1647	1638	2348	95	179	386	141	229	103	394	211	69	97	78	165	181					
2	Число полученных избирательных бюллетеней	13058	2351	1403	1249	1635	1640	2348	100	190	382	154	236	104	402	223	71	107	90	166	207					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	6937	1270	599	617	791	792	1227	63	123	259	95	173	68	270	176	37	66	51	146	114					
5	"Число избирательных бюллетеней, выданных вне помещения"	790	82	37	53	29	142	176	14	22	15	25	31	25	64	18	11	10	12	3	21					
6	Число погашенных избирательных бюллетеней	5331	999	767	579	815	706	945	23	45	108	34	32	11	68	29	23	31	27	17	72					
7	Число избирательных бюллетеней в переносных ящиках	790	82	37	53	29	142	176	14	22	15	25	31	25	64	18	11	10	12	3	21					
8	Число бюллетеней в стационарных ящиках для голосования	6936	1269	599	617	791	792	1227	63	123	259	95	173	68	270	176	37	66	51	146	114					
9	Число недействительных избирательных бюллетеней	47	8	6	2	8	9	6	0	0	4	0	0	0	2	2	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	7679	1343	630	668	812	925	1397	77	145	270	120	204	93	332	192	48	76	63	149	135					
11	Число полученных открепительных  удостоверений	178	9	6	10	8	12	8	8	10	4	14	6	4	11	12	8	10	11	4	23					
12	Число выданных открепительных удостоверений	147	7	2	8	8	12	6	8	7	0	12	6	1	11	11	2	8	11	4	23					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	81	27	5	6	5	4	14	1	0	1	0	0	2	5	1	3	0	2	3	2					
14	Число неиспользованных открепительных удостоверений	31	2	4	2	0	0	2	0	3	4	2	0	3	0	1	6	2	0	0	0					
15	"Число открепительных удостоверений, выданных в ТИК"	26	4	2	2	3	2	3	0	3	2	0	1	1	0	1	1	1	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																										
18	. Глазьев Сергей Юрьевич	255	69	19	21	14	36	48	4	1	11	1	13	6	3	4	1	0	0	1	3					
		3.30%	5.11%	2.99%	3.13%	1.71%	3.85%	3.42%	5.19%	0.69%	4.01%	0.83%	6.37%	6.45%	0.90%	2.06%	2.08%	0.00%	0.00%	0.67%	2.22%					
19	. Малышкин Олег Александрович	189	26	15	13	16	32	33	4	2	8	0	6	7	4	6	1	4	4	3	5					
		2.45%	1.92%	2.36%	1.94%	1.95%	3.43%	2.35%	5.19%	1.38%	2.92%	0.00%	2.94%	7.53%	1.20%	3.09%	2.08%	5.26%	6.35%	2.01%	3.70%					
20	. Миронов Сергей Михайлович	87	11	10	9	12	14	6	0	1	4	2	3	0	4	3	0	3	2	1	2					
		1.13%	0.81%	1.57%	1.34%	1.46%	1.50%	0.43%	0.00%	0.69%	1.46%	1.67%	1.47%	0.00%	1.20%	1.55%	0.00%	3.95%	3.17%	0.67%	1.48%					
21	. Путин Владимир Владимирович	5702	912	434	471	539	654	1160	64	129	199	92	153	64	298	148	37	57	46	131	114					
		73.80%	67.51%	68.24%	70.30%	65.73%	70.02%	82.68%	83.12%	88.97%	72.63%	76.67%	75.00%	68.82%	89.22%	76.29%	77.08%	75.00%	73.02%	87.92%	84.44%					
22	. Хакамада Ирина Муцуовна	176	26	16	17	29	27	27	2	6	4	0	5	2	5	5	2	0	1	2	0					
		2.28%	1.92%	2.52%	2.54%	3.54%	2.89%	1.92%	2.60%	4.14%	1.46%	0.00%	2.45%	2.15%	1.50%	2.58%	4.17%	0.00%	1.59%	1.34%	0.00%					
23	. Харитонов Николай Михайлович	1154	276	119	130	187	151	99	1	4	42	24	22	14	18	22	7	12	10	7	9					
		14.94%	20.43%	18.71%	19.40%	22.80%	16.17%	7.06%	1.30%	2.76%	15.33%	20.00%	10.78%	15.05%	5.39%	11.34%	14.58%	15.79%	15.87%	4.70%	6.67%					
																										
24	Против всех	116	23	17	7	15	11	24	2	2	2	1	2	0	0	4	0	0	0	4	2					
		1.50%	1.70%	2.67%	1.04%	1.83%	1.18%	1.71%	2.60%	1.38%	0.73%	0.83%	0.98%	0.00%	0.00%	2.06%	0.00%	0.00%	0.00%	2.68%	1.48%					
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
