Выборы Президента Российской Федерации																																													
Дата голосования: 18.03.2018																																													
																																													
Наименование Избирательной комиссии:    Ахвахская																																													
																																													
Сводная таблица итогов голосования																																													
																																													
	Число участковых избирательных комиссий	34																																											
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	34																																											
																																													
		Сумма	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105									
1	"Число избирателей, включенных в список избирателей"	14479	1940	625	183	93	456	33	136	222	81	301	688	435	396	449	950	767	329	467	414	99	204	324	650	435	432	455	361	117	189	63	336	694	682	473									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	14074	1850	592	188	93	444	31	128	221	79	295	653	443	427	440	967	769	324	486	404	84	192	308	632	427	403	401	302	109	182	62	336	691	681	430									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	11597	1660	409	117	93	401	29	94	122	51	257	475	276	288	368	497	647	324	416	390	79	163	305	479	398	371	374	282	102	172	58	247	621	611	421									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	159	0	3	0	0	5	0	4	10	6	16	68	9	0	19	0	10	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0									
6	Число погашенных избирательных бюллетеней	2309	185	180	71	0	38	2	30	89	22	22	110	158	139	53	470	112	0	65	14	5	29	3	149	29	32	27	20	7	10	4	89	70	66	9									
7	Число избирательных бюллетеней в переносных ящиках для голосования	159	0	3	0	0	5	0	4	10	6	16	68	9	0	19	0	10	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0									
8	Число бюллетеней в стационарных ящиках для голосования	11597	1660	409	117	93	401	29	94	122	51	257	475	276	288	368	497	647	324	416	390	79	163	305	479	398	371	374	282	102	172	58	247	621	611	421									
9	Число недействительных избирательных бюллетеней	24	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	4	0	0	0	0	1	0	0	0	0	1	4									
