17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																				
18	Богданов Андрей Владимирович	408	16	21	14	15	17	16	18	15	15	16	15	22	23	14	13	16	18	16	11	15	1	2	1	12	3	8	3	1	1	5	4	6	3	0	4	5	1	3	6	1	8	3	0	1	0					
		1.11%	1.16%	1.59%	1.06%	1.06%	1.27%	1.27%	1.04%	1.04%	1.08%	1.09%	1.14%	1.45%	1.68%	0.90%	0.86%	1.21%	1.37%	1.24%	1.08%	1.55%	0.34%	0.56%	0.24%	1.25%	0.71%	1.96%	1.49%	0.18%	0.46%	0.94%	1.77%	0.84%	0.70%	0.00%	1.08%	1.21%	0.32%	0.35%	0.94%	0.52%	1.92%	1.48%	0.00%	1.39%	0.00%					
19	Жириновский Владимир Вольфович	4045	140	144	135	158	136	130	178	154	125	157	133	163	142	204	166	173	157	157	146	136	37	33	51	106	46	57	20	50	19	55	10	60	55	2	26	40	36	82	60	16	43	25	43	13	26					
		10.99%	10.11%	10.92%	10.25%	11.16%	10.19%	10.33%	10.31%	10.69%	9.03%	10.67%	10.09%	10.76%	10.34%	13.10%	10.99%	13.04%	11.91%	12.16%	14.38%	14.02%	12.71%	9.32%	12.03%	11.05%	10.85%	13.94%	9.95%	9.03%	8.72%	10.34%	4.42%	8.44%	12.76%	2.70%	7.05%	9.71%	11.50%	9.66%	9.45%	8.38%	10.31%	12.32%	22.16%	18.06%	24.53%					
20	Зюганов Геннадий Андреевич	7991	303	307	351	354	292	292	427	361	330	384	328	374	335	374	364	293	309	234	198	220	49	77	86	184	51	73	28	108	28	73	33	115	52	8	66	60	33	162	132	16	65	37	8	8	9					
		21.71%	21.88%	23.28%	26.65%	25.00%	21.89%	23.19%	24.72%	25.07%	23.84%	26.09%	24.89%	24.69%	24.40%	24.02%	24.11%	22.08%	23.44%	18.13%	19.51%	22.68%	16.84%	21.75%	20.28%	19.19%	12.03%	17.85%	13.93%	19.49%	12.84%	13.72%	14.60%	16.17%	12.06%	10.81%	17.89%	14.56%	10.54%	19.08%	20.79%	8.38%	15.59%	18.23%	4.12%	11.11%	8.49%					
21	Медведев Дмитрий Анатольевич	24107	916	840	808	882	876	811	1094	900	905	905	835	938	867	955	960	842	828	871	640	593	203	241	284	648	322	270	148	395	170	393	178	519	319	64	268	305	243	590	430	158	297	135	141	50	70					
		65.48%	66.14%	63.68%	61.35%	62.29%	65.67%	64.42%	63.35%	62.50%	65.39%	61.48%	63.35%	61.91%	63.15%	61.34%	63.58%	63.45%	62.82%	67.47%	63.05%	61.13%	69.76%	68.08%	66.98%	67.57%	75.94%	66.01%	73.63%	71.30%	77.98%	73.87%	78.76%	72.99%	74.01%	86.49%	72.63%	74.03%	77.64%	69.49%	67.72%	82.72%	71.22%	66.50%	72.68%	69.44%	66.04%					
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
