		0.97%	2.37%	0.00%	0.77%	1.17%	0.48%	0.00%	1.06%	1.28%	1.11%	0.00%	1.90%	0.00%	0.00%	0.85%	0.36%	0.42%	0.00%	0.00%	1.00%	0.00%	0.71%	2.59%	2.26%	0.00%	0.17%	1.87%	1.44%	2.22%	1.79%	0.99%	0.00%	0.65%	1.04%	0.44%	0.48%	1.47%	0.47%	1.98%	2.34%	0.83%	1.32%	0.40%	0.74%	0.86%	0.42%	0.99%	0.25%	0.80%	0.61%	1.95%	1.75%	0.82%	1.15%	0.89%	0.30%					
19	Жириновский Владимир Вольфович	1756	25	32	20	28	25	5	28	45	12	7	27	8	20	25	23	27	5	19	48	24	24	25	31	12	88	40	59	26	66	14	13	41	44	18	19	11	54	25	16	30	21	59	29	4	32	71	49	9	66	51	55	9	92	78	22					
		10.48%	7.42%	8.02%	7.72%	10.94%	11.90%	5.26%	14.81%	11.48%	13.33%	6.93%	8.57%	4.68%	14.71%	7.08%	8.39%	11.34%	3.82%	10.00%	9.60%	10.67%	8.57%	12.95%	14.03%	18.18%	14.62%	14.98%	12.11%	14.44%	11.83%	13.86%	10.24%	8.84%	11.49%	7.96%	9.09%	5.39%	12.77%	9.88%	12.50%	12.50%	9.21%	11.87%	10.74%	3.45%	13.56%	10.03%	12.04%	7.20%	10.12%	8.29%	10.68%	7.38%	11.73%	11.57%	6.67%					
20	Зюганов Геннадий Андреевич	3578	74	84	33	60	50	22	19	80	21	10	55	36	14	81	38	26	27	62	142	54	57	35	39	9	74	53	123	32	135	13	12	86	88	51	28	19	94	38	23	48	44	131	51	17	46	248	89	47	158	149	145	17	123	175	93					
		21.36%	21.96%	21.05%	12.74%	23.44%	23.81%	23.16%	10.05%	20.41%	23.33%	9.90%	17.46%	21.05%	10.29%	22.95%	13.87%	10.92%	20.61%	32.63%	28.40%	24.00%	20.36%	18.13%	17.65%	13.64%	12.29%	19.85%	25.26%	17.78%	24.19%	12.87%	9.45%	18.53%	22.98%	22.57%	13.40%	9.31%	22.22%	15.02%	17.97%	20.00%	19.30%	26.36%	18.89%	14.66%	19.49%	35.03%	21.87%	37.60%	24.23%	24.23%	28.16%	13.93%	15.69%	25.96%	28.18%					
21	Медведев Дмитрий Анатольевич	11102	228	281	203	158	134	67	139	260	56	81	225	126	100	241	209	184	98	107	299	141	193	125	143	44	435	169	288	115	341	71	101	332	247	156	159	171	270	185	85	157	159	302	186	94	157	380	261	68	417	394	302	95	552	403	208					
		66.27%	67.66%	70.43%	78.38%	61.72%	63.81%	70.53%	73.54%	66.33%	62.22%	80.20%	71.43%	73.68%	73.53%	68.27%	76.28%	77.31%	74.81%	56.32%	59.80%	62.67%	68.93%	64.77%	64.71%	66.67%	72.26%	63.30%	59.14%	63.89%	61.11%	70.30%	79.53%	71.55%	64.49%	69.03%	76.08%	83.82%	63.83%	73.12%	66.41%	65.42%	69.74%	60.76%	68.89%	81.03%	66.53%	53.67%	64.13%	54.40%	63.96%	64.07%	58.64%	77.87%	70.41%	59.79%	63.03%					
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
