Выборы Президента Российской Федерации																												
																												
Наименование Избирательной комиссии:    Первомайская																												
																												
Итоги голосования 																												
																												
		Сумма	УИК №1909	УИК №1910	УИК №1911	УИК №1912	УИК №1913	УИК №1914	УИК №1915	УИК №1916	УИК №1917	УИК №1918	УИК №1919	УИК №1920	УИК №1921	УИК №1922	УИК №1923	УИК №1924	УИК №1925	УИК №1926	УИК №1927	УИК №1928	УИК №1929					
1	"Число избирателей, внесенных в список"	17298	1778	2353	2091	2906	2656	1386	442	378	591	262	289	394	115	379	73	77	293	173	85	480	97					
2	Число полученных избирательных бюллетеней	16104	1879	2065	1791	2610	2479	1252	429	380	520	260	286	395	115	378	75	77	292	170	85	471	95					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	10917	1368	1375	1097	1679	1378	931	338	295	373	188	233	260	57	315	61	65	256	136	30	407	75					
5	"Число избирательных бюллетеней, выданных вне помещения"	998	88	88	93	121	151	155	18	49	36	27	0	48	35	0	0	0	24	10	49	6	0					
6	Число погашенных избирательных бюллетеней	4189	423	602	601	810	950	166	73	36	111	45	53	87	23	63	14	12	12	24	6	58	20					
7	Число избирательных бюллетеней в переносных ящиках	998	88	88	93	121	151	155	18	49	36	27	0	48	35	0	0	0	24	10	49	6	0					
8	Число бюллетеней в стационарных ящиках для голосования	10916	1368	1375	1097	1678	1378	931	338	295	373	188	233	260	57	315	61	65	256	136	30	407	75					
9	Число недействительных избирательных бюллетеней	102	21	10	10	22	14	6	1	0	1	1	1	4	1	2	1	0	3	0	1	3	0					
10	Число действительных избирательных бюллетеней	11812	1435	1453	1180	1777	1515	1080	355	344	408	214	232	304	91	313	60	65	277	146	78	410	75					
11	Число полученных открепительных  удостоверений	500	40	40	40	40	40	40	20	20	20	20	20	20	12	20	20	20	12	12	12	20	12					
12	Число выданных открепительных удостоверений	23	0	0	0	1	6	2	2	1	0	0	1	3	0	2	0	0	5	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	29	0	4	4	5	1	3	1	0	0	0	2	0	0	2	0	0	1	2	1	2	1					
14	Число неиспользованных открепительных удостоверений	477	40	40	40	39	34	38	18	19	20	20	19	17	12	18	20	20	7	12	12	20	12					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																												
18	. Глазьев Сергей Юрьевич	306	39	46	23	49	54	25	7	4	3	0	8	10	0	7	2	0	9	0	3	12	5					
		2.57%	2.68%	3.14%	1.93%	2.72%	3.53%	2.30%	1.97%	1.16%	0.73%	0.00%	3.43%	3.25%	0.00%	2.22%	3.28%	0.00%	3.21%	0.00%	3.80%	2.91%	6.67%					
19	. Малышкин Олег Александрович	270	28	48	19	29	26	26	7	21	16	3	6	5	2	9	0	0	5	4	3	12	1					
		2.27%	1.92%	3.28%	1.60%	1.61%	1.70%	2.39%	1.97%	6.10%	3.91%	1.40%	2.58%	1.62%	2.17%	2.86%	0.00%	0.00%	1.79%	2.74%	3.80%	2.91%	1.33%					
20	. Миронов Сергей Михайлович	147	15	70	7	16	5	7	4	1	2	0	0	2	1	7	1	0	0	1	1	7	0					
		1.23%	1.03%	4.78%	0.59%	0.89%	0.33%	0.64%	1.12%	0.29%	0.49%	0.00%	0.00%	0.65%	1.09%	2.22%	1.64%	0.00%	0.00%	0.68%	1.27%	1.69%	0.00%					
21	. Путин Владимир Владимирович	7229	979	869	645	911	923	673	250	235	263	156	142	168	40	195	48	53	191	98	43	300	47					
		60.68%	67.24%	59.40%	54.20%	50.64%	60.37%	61.97%	70.22%	68.31%	64.30%	72.56%	60.94%	54.55%	43.48%	61.90%	78.69%	81.54%	68.21%	67.12%	54.43%	72.64%	62.67%					
22	. Хакамада Ирина Муцуовна	147	19	28	13	20	14	22	2	2	4	0	6	4	2	2	0	0	1	3	0	3	2					
		1.23%	1.30%	1.91%	1.09%	1.11%	0.92%	2.03%	0.56%	0.58%	0.98%	0.00%	2.58%	1.30%	2.17%	0.63%	0.00%	0.00%	0.36%	2.05%	0.00%	0.73%	2.67%					
23	. Харитонов Николай Михайлович	3121	293	336	359	501	444	310	84	74	112	55	67	107	45	89	9	12	68	40	28	69	19					
		26.20%	20.12%	22.97%	30.17%	27.85%	29.04%	28.55%	23.60%	21.51%	27.38%	25.58%	28.76%	34.74%	48.91%	28.25%	14.75%	18.46%	24.29%	27.40%	35.44%	16.71%	25.33%					
																												
24	Против всех	592	62	56	114	251	49	17	1	7	8	0	3	8	1	4	0	0	3	0	0	7	1					
		4.97%	4.26%	3.83%	9.58%	13.95%	3.20%	1.57%	0.28%	2.03%	1.96%	0.00%	1.29%	2.60%	1.09%	1.27%	0.00%	0.00%	1.07%	0.00%	0.00%	1.69%	1.33%					
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
