18	Богданов Андрей Владимирович	1302	14	41	40	40	52	32	14	35	32	42	32	48	35	40	37	26	29	34	45	19	29	31	24	38	21	19	35	24	25	35	34	23	33	44	24	39	27	29	19	47	15					
		2.83%	1.34%	2.85%	3.75%	3.15%	3.73%	2.66%	2.26%	2.62%	2.64%	3.79%	2.93%	3.63%	3.02%	3.64%	3.02%	2.10%	2.75%	3.17%	3.46%	2.56%	2.63%	2.65%	2.37%	3.05%	2.54%	2.28%	2.73%	2.43%	3.01%	3.11%	3.41%	2.52%	2.80%	3.24%	1.71%	2.46%	1.98%	2.93%	1.66%	3.38%	5.26%					
19	Жириновский Владимир Вольфович	4793	84	135	108	125	130	108	50	157	117	111	118	147	109	109	129	125	125	122	138	66	97	111	84	143	72	67	133	109	58	93	98	82	105	127	178	249	284	92	135	130	33					
		10.42%	8.07%	9.38%	10.12%	9.85%	9.33%	8.98%	8.08%	11.73%	9.65%	10.03%	10.79%	11.13%	9.40%	9.93%	10.54%	10.10%	11.85%	11.39%	10.62%	8.91%	8.80%	9.49%	8.30%	11.48%	8.70%	8.04%	10.38%	11.03%	6.99%	8.26%	9.84%	8.97%	8.90%	9.35%	12.71%	15.73%	20.81%	9.28%	11.77%	9.35%	11.58%					
20	Зюганов Геннадий Андреевич	10549	303	355	237	313	347	278	145	242	266	273	269	334	293	241	259	266	214	224	270	170	272	298	259	258	177	178	279	212	188	261	248	183	281	357	312	319	209	251	272	375	61					
		22.92%	29.11%	24.67%	22.21%	24.67%	24.89%	23.11%	23.42%	18.09%	21.95%	24.66%	24.59%	25.28%	25.26%	21.95%	21.16%	21.49%	20.28%	20.92%	20.77%	22.94%	24.68%	25.47%	25.59%	20.71%	21.38%	21.37%	21.78%	21.46%	22.65%	23.18%	24.90%	20.02%	23.81%	26.29%	22.29%	20.15%	15.31%	25.33%	23.71%	26.96%	21.40%					
21	Медведев Дмитрий Анатольевич	28111	616	876	643	753	835	761	388	866	775	654	643	755	689	681	772	788	664	659	808	465	657	694	619	771	528	534	795	618	534	701	605	598	721	794	851	938	814	591	685	806	166					
		61.09%	59.17%	60.88%	60.26%	59.34%	59.90%	63.26%	62.68%	64.72%	63.94%	59.08%	58.78%	57.15%	59.40%	62.02%	63.07%	63.65%	62.94%	61.53%	62.15%	62.75%	59.62%	59.32%	61.17%	61.88%	63.77%	64.11%	62.06%	62.55%	64.34%	62.26%	60.74%	65.43%	61.10%	58.47%	60.79%	59.25%	59.63%	59.64%	59.72%	57.94%	58.25%					
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
