Выборы Президента Российской Федерации																																															
																																															
"Наименование Избирательной комиссии:    Самара, Октябрьская"																																															
																																															
Итоги голосования 																																															
																																															
		Сумма	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922					
1	"Число избирателей, внесенных в список"	93032	2524	2221	2409	2003	2339	2625	2107	2352	2199	2039	2746	2263	2092	2090	2059	2632	2849	2264	2352	2629	2292	2280	2162	2669	2076	1958	2417	2167	2793	2985	1793	1988	2595	2152	1897	1856	2509	2892	2328	2429					
2	Число полученных избирательных бюллетеней	87395	2300	2100	1995	2000	2200	2400	2000	2100	2000	2000	2500	2100	2000	2000	2000	2500	2600	2100	2200	2500	2200	2400	2100	2400	2000	1800	2200	2200	2700	2700	1700	1800	2400	2000	1800	1800	2500	2500	2300	2300					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	49692	1307	1273	1599	1152	1222	1505	1309	1266	1208	1142	1587	1390	1219	1134	1044	1724	1510	1106	1191	1260	1221	1321	1459	1238	1212	834	1330	1432	1382	1278	876	826	1287	1101	832	972	1169	1311	1205	1258					
5	"Число избирательных бюллетеней, выданных вне помещения"	2524	126	42	72	74	90	96	64	46	38	44	67	38	78	78	47	31	65	68	74	80	76	77	123	68	32	36	25	39	19	55	83	138	52	69	50	32	73	58	74	27					
6	Число погашенных избирательных бюллетеней	35174	867	785	324	774	888	799	627	788	752	814	846	672	700	788	909	745	1025	926	935	1160	903	1002	518	1094	756	930	845	729	1299	1367	741	836	1061	830	918	796	1258	1131	1021	1015					
7	Число избирательных бюллетеней в переносных ящиках	2524	126	42	72	74	90	96	64	46	38	44	67	38	78	78	47	31	65	68	74	80	76	77	123	68	32	36	25	39	19	55	83	138	52	69	50	32	73	58	74	27					
8	Число бюллетеней в стационарных ящиках для голосования	49563	1307	1270	1599	1152	1221	1505	1309	1257	1208	1142	1587	1390	1216	1134	1043	1724	1445	1106	1191	1256	1221	1321	1459	1234	1180	834	1328	1432	1381	1276	876	826	1286	1101	832	972	1169	1311	1204	1258					
9	Число недействительных избирательных бюллетеней	356	3	0	6	9	4	9	2	1	6	4	4	5	14	6	7	20	23	4	8	9	8	6	0	3	14	8	12	8	12	10	8	12	27	7	8	12	14	24	10	9					
10	Число действительных избирательных бюллетеней	51731	1430	1312	1665	1217	1307	1592	1371	1302	1240	1182	1650	1423	1280	1206	1083	1735	1487	1170	1257	1327	1289	1392	1582	1299	1198	862	1341	1463	1388	1321	951	952	1311	1163	874	992	1228	1345	1268	1276					
11	Число полученных открепительных  удостоверений	1615	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	55	40	40	40	40	40	40	40	40	40	40	40	40					
12	Число выданных открепительных удостоверений	863	26	21	17	15	25	22	20	17	30	24	21	34	15	26	19	35	35	13	21	23	18	19	19	28	25	11	25	44	34	16	14	18	28	15	10	18	11	19	19	13					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1144	15	13	256	27	9	14	17	65	23	16	29	15	19	18	33	33	16	18	27	21	13	21	76	20	21	23	27	15	54	16	32	9	33	12	13	15	11	15	26	8					
14	Число неиспользованных открепительных удостоверений	752	14	19	23	25	15	18	20	23	10	16	19	6	25	14	21	5	5	27	19	17	22	21	21	12	15	29	15	11	6	24	26	22	12	25	30	22	29	21	21	27					
15	"Число открепительных удостоверений, выданных в ТИК"	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0					
16	Число утраченных избирательных бюллетеней	6	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0					
17	Число не учтенных при получении избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0					
"Число голосов избирателей, поданных за каждый список"																																															
18	. Глазьев Сергей Юрьевич	3132	104	97	119	108	92	70	115	85	128	84	128	115	82	95	80	79	80	68	73	60	83	50	58	82	88	55	53	64	53	61	49	42	79	85	39	55	60	68	47	99					
		6.01%	7.26%	7.39%	7.12%	8.81%	7.02%	4.37%	8.38%	6.52%	10.27%	7.08%	7.74%	8.05%	6.34%	7.84%	7.34%	4.50%	5.30%	5.79%	5.77%	4.49%	6.40%	3.58%	3.67%	6.30%	7.26%	6.32%	3.92%	4.35%	3.79%	4.58%	5.11%	4.36%	5.90%	7.26%	4.42%	5.48%	4.83%	4.97%	3.68%	7.70%					
19	. Малышкин Олег Александрович	741	14	8	22	7	12	28	20	11	14	14	11	11	19	17	16	35	30	14	12	11	14	17	30	14	14	18	32	21	33	21	13	20	30	26	15	20	10	20	25	22					
		1.42%	0.98%	0.61%	1.32%	0.57%	0.92%	1.75%	1.46%	0.84%	1.12%	1.18%	0.67%	0.77%	1.47%	1.40%	1.47%	1.99%	1.99%	1.19%	0.95%	0.82%	1.08%	1.22%	1.90%	1.08%	1.16%	2.07%	2.37%	1.43%	2.36%	1.58%	1.36%	2.07%	2.24%	2.22%	1.70%	1.99%	0.81%	1.46%	1.96%	1.71%					
20	. Миронов Сергей Михайлович	506	15	7	15	12	12	12	6	14	7	9	14	9	9	8	7	18	15	13	9	17	12	20	14	16	9	8	17	18	16	16	8	15	14	14	11	16	12	14	14	14					
		0.97%	1.05%	0.53%	0.90%	0.98%	0.92%	0.75%	0.44%	1.07%	0.56%	0.76%	0.85%	0.63%	0.70%	0.66%	0.64%	1.03%	0.99%	1.11%	0.71%	1.27%	0.93%	1.43%	0.88%	1.23%	0.74%	0.92%	1.26%	1.22%	1.14%	1.20%	0.83%	1.56%	1.05%	1.20%	1.25%	1.59%	0.97%	1.02%	1.10%	1.09%					
