Выборы Президента Российской Федерации																																																													
Дата голосования: 18.03.2018																																																													
																																																													
Наименование Избирательной комиссии:    Борисоглебская																																																													
																																																													
Сводная таблица итогов голосования																																																													
																																																													
	Число участковых избирательных комиссий	50																																																											
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	50																																																											
																																																													
		Сумма	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450									
1	"Число избирателей, включенных в список избирателей"	58942	1974	1738	1697	1647	409	1863	1391	1062	1151	2099	981	995	2031	1545	1054	760	1111	1782	1320	1333	1288	868	1786	1578	1865	2189	1905	2074	1536	1467	1370	416	200	1558	1657	470	1031	728	447	901	455	360	658	777	245	868	292	300	922	788									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	57950	1800	1700	1700	1700	420	1800	1400	1050	1150	2050	950	950	2000	1400	1050	750	1050	1700	1100	1500	1250	850	1750	1550	1800	2100	1900	2050	1550	1450	1350	420	190	1550	1650	500	1000	740	480	880	460	350	680	790	250	880	300	300	910	800									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	31444	996	931	771	908	177	755	886	592	649	996	517	472	1055	669	530	426	651	968	1000	788	652	496	1124	882	955	1047	905	989	675	782	799	252	89	819	890	254	528	421	286	383	268	228	383	439	180	498	200	218	546	519									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	4207	144	65	102	61	81	176	48	65	43	155	61	78	83	60	146	32	60	114	24	46	39	63	26	72	101	120	113	87	119	69	50	65	43	75	108	96	115	90	106	131	69	64	136	161	41	158	31	46	100	69									
6	Число погашенных избирательных бюллетеней	22299	660	704	827	731	162	869	466	393	458	899	372	400	862	671	374	292	339	618	76	666	559	291	600	596	744	933	882	974	756	599	501	103	58	656	652	150	357	229	88	366	123	58	161	190	29	224	69	36	264	212									
