7	Число избирательных бюллетеней в переносных ящиках для голосования	4207	144	65	102	61	81	176	48	65	43	155	61	78	83	60	146	32	60	114	24	46	39	63	26	72	101	120	113	87	119	69	50	65	43	75	108	96	115	90	106	131	69	64	136	161	41	158	31	46	100	69									
8	Число бюллетеней в стационарных ящиках для голосования	31432	996	931	771	908	177	755	886	592	649	996	517	472	1055	669	530	426	651	968	999	787	652	496	1124	882	955	1037	905	989	675	782	799	252	89	819	890	254	528	421	286	383	268	228	383	439	180	498	200	218	546	519									
9	Число недействительных избирательных бюллетеней	371	15	11	5	11	3	8	8	5	3	8	6	3	8	9	10	5	4	6	22	9	8	3	12	11	13	9	11	13	9	8	5	11	1	7	9	3	10	7	2	7	4	5	4	7	1	7	7	2	7	9									
10	Число действительных избирательных бюллетеней	35268	1125	985	868	958	255	923	926	652	689	1143	572	547	1130	720	666	453	707	1076	1001	824	683	556	1138	943	1043	1148	1007	1063	785	843	844	306	131	887	989	347	633	504	390	507	333	287	515	593	220	649	224	262	639	579									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																													
13	Бабурин Сергей Николаевич	244	6	7	4	7	4	7	5	4	9	5	5	3	13	1	7	4	1	6	3	9	7	0	10	4	9	5	12	11	0	7	4	7	0	7	13	2	7	1	2	2	0	6	3	4	0	3	0	0	4	4									
		0.68%	0.53%	0.70%	0.46%	0.72%	1.55%	0.75%	0.54%	0.61%	1.30%	0.43%	0.87%	0.55%	1.14%	0.14%	1.04%	0.87%	0.14%	0.55%	0.29%	1.08%	1.01%	0.00%	0.87%	0.42%	0.85%	0.43%	1.18%	1.02%	0.00%	0.82%	0.47%	2.21%	0.00%	0.78%	1.30%	0.57%	1.09%	0.20%	0.51%	0.39%	0.00%	2.05%	0.58%	0.67%	0.00%	0.46%	0.00%	0.00%	0.62%	0.68%									
14	Грудинин Павел Николаевич	5143	186	158	133	159	45	134	163	91	99	152	87	89	160	117	72	59	108	182	131	128	105	89	150	134	139	165	148	197	118	119	127	30	19	138	147	50	110	97	59	46	15	41	61	85	17	89	24	25	71	75									
		14.43%	16.32%	15.86%	15.23%	16.41%	17.44%	14.39%	17.45%	13.85%	14.31%	13.21%	15.05%	16.18%	14.06%	16.05%	10.65%	12.88%	15.19%	16.82%	12.81%	15.37%	15.20%	15.92%	13.04%	14.05%	13.16%	14.26%	14.54%	18.31%	14.86%	13.98%	14.96%	9.46%	14.39%	15.44%	14.73%	14.29%	17.11%	18.98%	15.05%	8.95%	4.45%	14.04%	11.75%	14.17%	7.69%	13.57%	10.39%	9.47%	10.99%	12.76%									
15	Жириновский Владимир Вольфович	2235	67	56	42	61	17	61	34	30	38	76	44	30	59	46	61	26	33	54	90	67	39	33	66	59	54	66	49	78	55	55	47	20	12	55	45	17	39	45	24	46	27	22	33	49	9	57	23	9	67	43									
		6.27%	5.88%	5.62%	4.81%	6.30%	6.59%	6.55%	3.64%	4.57%	5.49%	6.60%	7.61%	5.45%	5.18%	6.31%	9.02%	5.68%	4.64%	4.99%	8.80%	8.04%	5.64%	5.90%	5.74%	6.18%	5.11%	5.70%	4.81%	7.25%	6.93%	6.46%	5.54%	6.31%	9.09%	6.15%	4.51%	4.86%	6.07%	8.81%	6.12%	8.95%	8.01%	7.53%	6.36%	8.17%	4.07%	8.69%	9.96%	3.41%	10.37%	7.31%									
16	Путин Владимир Владимирович	26748	840	735	671	704	185	702	685	508	530	870	422	409	856	532	507	345	549	796	746	592	512	419	891	711	814	878	784	753	597	640	645	232	99	668	761	267	467	351	298	402	286	213	412	446	194	487	174	223	492	448									
		75.05%	73.68%	73.80%	76.86%	72.65%	71.71%	75.40%	73.34%	77.32%	76.59%	75.59%	73.01%	74.36%	75.22%	72.98%	75.00%	75.33%	77.22%	73.57%	72.92%	71.07%	74.10%	74.96%	77.48%	74.53%	77.08%	75.89%	77.01%	69.98%	75.19%	75.21%	75.97%	73.19%	75.00%	74.72%	76.25%	76.29%	72.63%	68.69%	76.02%	78.21%	84.87%	72.95%	79.38%	74.33%	87.78%	74.24%	75.32%	84.47%	76.16%	76.19%									
17	Собчак Ксения Анатольевна	300	5	9	1	4	1	8	11	12	8	10	7	3	21	6	9	6	5	13	14	8	8	3	13	11	7	12	8	5	5	8	3	7	0	5	5	6	3	2	5	3	4	2	0	2	0	6	0	0	3	3									
		0.84%	0.44%	0.90%	0.11%	0.41%	0.39%	0.86%	1.18%	1.83%	1.16%	0.87%	1.21%	0.55%	1.85%	0.82%	1.33%	1.31%	0.70%	1.20%	1.37%	0.96%	1.16%	0.54%	1.13%	1.15%	0.66%	1.04%	0.79%	0.46%	0.63%	0.94%	0.35%	2.21%	0.00%	0.56%	0.50%	1.71%	0.47%	0.39%	1.28%	0.58%	1.19%	0.68%	0.00%	0.33%	0.00%	0.91%	0.00%	0.00%	0.46%	0.51%									
18	Сурайкин Максим Александрович	265	11	6	10	9	2	6	12	2	2	16	4	2	8	8	7	3	7	5	2	14	3	5	4	6	9	9	2	8	5	4	13	6	1	7	11	1	5	5	1	1	1	2	4	2	0	4	3	3	1	3									
		0.74%	0.96%	0.60%	1.15%	0.93%	0.78%	0.64%	1.28%	0.30%	0.29%	1.39%	0.69%	0.36%	0.70%	1.10%	1.04%	0.66%	0.98%	0.46%	0.20%	1.68%	0.43%	0.89%	0.35%	0.63%	0.85%	0.78%	0.20%	0.74%	0.63%	0.47%	1.53%	1.89%	0.76%	0.78%	1.10%	0.29%	0.78%	0.98%	0.26%	0.19%	0.30%	0.68%	0.77%	0.33%	0.00%	0.61%	1.30%	1.14%	0.15%	0.51%									
19	Титов Борис Юрьевич	169	4	9	4	5	0	1	4	3	1	12	1	3	10	6	1	5	2	9	7	4	6	3	1	14	4	5	4	7	1	7	1	0	0	4	4	0	1	1	1	5	0	0	1	4	0	2	0	0	1	1									
		0.47%	0.35%	0.90%	0.46%	0.52%	0.00%	0.11%	0.43%	0.46%	0.14%	1.04%	0.17%	0.55%	0.88%	0.82%	0.15%	1.09%	0.28%	0.83%	0.68%	0.48%	0.87%	0.54%	0.09%	1.47%	0.38%	0.43%	0.39%	0.65%	0.13%	0.82%	0.12%	0.00%	0.00%	0.45%	0.40%	0.00%	0.16%	0.20%	0.26%	0.97%	0.00%	0.00%	0.19%	0.67%	0.00%	0.30%	0.00%	0.00%	0.15%	0.17%									
20	Явлинский Григорий Алексеевич	164	6	5	3	9	1	4	12	2	2	2	2	8	3	4	2	5	2	11	8	2	3	4	3	4	7	8	0	4	4	3	4	4	0	3	3	4	1	2	0	2	0	1	1	1	0	1	0	2	0	2									
		0.46%	0.53%	0.50%	0.34%	0.93%	0.39%	0.43%	1.28%	0.30%	0.29%	0.17%	0.35%	1.45%	0.26%	0.55%	0.30%	1.09%	0.28%	1.02%	0.78%	0.24%	0.43%	0.72%	0.26%	0.42%	0.66%	0.69%	0.00%	0.37%	0.50%	0.35%	0.47%	1.26%	0.00%	0.34%	0.30%	1.14%	0.16%	0.39%	0.00%	0.39%	0.00%	0.34%	0.19%	0.17%	0.00%	0.15%	0.00%	0.76%	0.00%	0.34%									
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
