10	Число действительных избирательных бюллетеней	7141	277	144	486	452	454	814	943	132	114	417	210	280	156	168	175	221	479	72	132	102	226	452	235									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																		
13	Бабурин Сергей Николаевич	44	4	2	1	4	1	8	7	1	0	2	1	1	2	1	3	2	1	0	0	0	0	2	1									
		0.61%	1.43%	1.39%	0.20%	0.88%	0.22%	0.97%	0.74%	0.75%	0.00%	0.48%	0.47%	0.35%	1.27%	0.59%	1.71%	0.89%	0.21%	0.00%	0.00%	0.00%	0.00%	0.44%	0.43%									
14	Грудинин Павел Николаевич	805	35	14	50	73	48	118	138	5	12	44	24	21	24	6	20	22	35	8	9	4	10	51	34									
		11.17%	12.50%	9.72%	10.18%	16.04%	10.50%	14.29%	14.53%	3.73%	10.43%	10.48%	11.27%	7.39%	15.29%	3.53%	11.43%	9.78%	7.22%	11.11%	6.82%	3.92%	4.41%	11.16%	14.47%									
15	Жириновский Владимир Вольфович	584	23	19	39	42	29	70	77	5	11	22	11	24	12	17	12	27	39	9	14	9	19	33	21									
		8.10%	8.21%	13.19%	7.94%	9.23%	6.35%	8.47%	8.11%	3.73%	9.57%	5.24%	5.16%	8.45%	7.64%	10.00%	6.86%	12.00%	8.04%	12.50%	10.61%	8.82%	8.37%	7.22%	8.94%									
16	Путин Владимир Владимирович	5558	211	108	380	318	368	596	693	121	88	342	169	226	116	143	137	164	397	54	109	89	191	364	174									
		77.13%	75.36%	75.00%	77.39%	69.89%	80.53%	72.15%	72.95%	90.30%	76.52%	81.43%	79.34%	79.58%	73.89%	84.12%	78.29%	72.89%	81.86%	75.00%	82.58%	87.25%	84.14%	79.65%	74.04%									
17	Собчак Ксения Анатольевна	47	2	0	5	6	2	8	10	0	2	2	1	0	1	1	1	1	3	0	0	0	2	0	0									
		0.65%	0.71%	0.00%	1.02%	1.32%	0.44%	0.97%	1.05%	0.00%	1.74%	0.48%	0.47%	0.00%	0.64%	0.59%	0.57%	0.44%	0.62%	0.00%	0.00%	0.00%	0.88%	0.00%	0.00%									
18	Сурайкин Максим Александрович	44	2	0	5	4	0	5	8	0	1	2	1	3	1	0	2	2	0	0	0	0	3	1	4									
		0.61%	0.71%	0.00%	1.02%	0.88%	0.00%	0.61%	0.84%	0.00%	0.87%	0.48%	0.47%	1.06%	0.64%	0.00%	1.14%	0.89%	0.00%	0.00%	0.00%	0.00%	1.32%	0.22%	1.70%									
19	Титов Борис Юрьевич	42	0	1	4	4	2	7	6	0	0	2	3	4	0	0	0	3	3	1	0	0	1	0	1									
		0.58%	0.00%	0.69%	0.81%	0.88%	0.44%	0.85%	0.63%	0.00%	0.00%	0.48%	1.41%	1.41%	0.00%	0.00%	0.00%	1.33%	0.62%	1.39%	0.00%	0.00%	0.44%	0.00%	0.43%									
20	Явлинский Григорий Алексеевич	17	0	0	2	1	4	2	4	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0									
		0.24%	0.00%	0.00%	0.41%	0.22%	0.88%	0.24%	0.42%	0.00%	0.00%	0.24%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%									
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
