15	Жириновский Владимир Вольфович	555	5	1	23	4	4	19	32	44	2	10	9	3	0	3	15	5	28	2	3	9	3	65	36	54	48	45	18	3	41	6	5	10	0									
		5.34%	5.81%	1.67%	7.52%	6.90%	2.65%	11.18%	2.47%	3.38%	3.33%	6.80%	15.25%	1.52%	0.00%	1.47%	5.49%	4.00%	8.19%	3.17%	4.55%	5.29%	3.06%	8.13%	6.64%	5.01%	6.86%	6.87%	7.06%	2.24%	8.91%	11.32%	4.10%	3.88%	0.00%									
16	Путин Владимир Владимирович	8654	73	49	258	53	122	139	1195	1171	54	118	45	183	33	194	209	108	260	56	55	143	89	652	430	889	534	490	194	120	333	43	100	202	60									
		83.32%	84.88%	81.67%	84.31%	91.38%	80.79%	81.76%	92.21%	90.01%	90.00%	80.27%	76.27%	92.42%	97.06%	95.10%	76.56%	86.40%	76.02%	88.89%	83.33%	84.12%	90.82%	81.50%	79.34%	82.54%	76.29%	74.81%	76.08%	89.55%	72.39%	81.13%	81.97%	78.29%	95.24%									
17	Собчак Ксения Анатольевна	64	0	0	2	0	0	1	8	11	0	0	0	3	0	2	7	1	0	0	0	0	0	7	2	3	4	1	2	2	6	1	0	1	0									
		0.62%	0.00%	0.00%	0.65%	0.00%	0.00%	0.59%	0.62%	0.85%	0.00%	0.00%	0.00%	1.52%	0.00%	0.98%	2.56%	0.80%	0.00%	0.00%	0.00%	0.00%	0.00%	0.88%	0.37%	0.28%	0.57%	0.15%	0.78%	1.49%	1.30%	1.89%	0.00%	0.39%	0.00%									
18	Сурайкин Максим Александрович	99	0	0	10	0	1	0	11	9	0	3	1	2	0	1	0	1	3	0	2	0	0	7	6	5	10	6	1	0	15	1	1	3	0									
		0.95%	0.00%	0.00%	3.27%	0.00%	0.66%	0.00%	0.85%	0.69%	0.00%	2.04%	1.69%	1.01%	0.00%	0.49%	0.00%	0.80%	0.88%	0.00%	3.03%	0.00%	0.00%	0.88%	1.11%	0.46%	1.43%	0.92%	0.39%	0.00%	3.26%	1.89%	0.82%	1.16%	0.00%									
19	Титов Борис Юрьевич	32	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	2	0	0	1	0	4	1	4	3	7	0	0	0	0	1	0	0									
		0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.69%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.58%	0.00%	0.00%	0.59%	0.00%	0.50%	0.18%	0.37%	0.43%	1.07%	0.00%	0.00%	0.00%	0.00%	0.82%	0.00%	0.00%									
20	Явлинский Григорий Алексеевич	36	0	0	0	0	0	0	3	12	0	1	0	0	0	0	0	0	1	0	0	0	0	4	1	3	4	2	0	0	3	0	0	1	1									
		0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.92%	0.00%	0.68%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.50%	0.18%	0.28%	0.57%	0.31%	0.00%	0.00%	0.65%	0.00%	0.00%	0.39%	1.59%									
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
