Выборы Президента Российской Федерации																																													
Дата голосования: 18.03.2018																																													
																																													
Наименование Избирательной комиссии:    Нижнедевицкая																																													
																																													
Сводная таблица итогов голосования																																													
																																													
	Число участковых избирательных комиссий	34																																											
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	34																																											
																																													
		Сумма	УИК №2101	УИК №2102	УИК №2103	УИК №2104	УИК №2105	УИК №2106	УИК №2107	УИК №2108	УИК №2109	УИК №2110	УИК №2111	УИК №2112	УИК №2113	УИК №2114	УИК №2115	УИК №2116	УИК №2117	УИК №2118	УИК №2119	УИК №2120	УИК №2121	УИК №2122	УИК №2123	УИК №2124	УИК №2125	УИК №2126	УИК №2127	УИК №2128	УИК №2129	УИК №2130	УИК №2131	УИК №2132	УИК №2133	УИК №2134									
1	"Число избирателей, включенных в список избирателей"	15136	2040	1964	759	521	268	387	219	290	710	279	318	357	336	278	292	432	172	435	251	102	320	353	492	90	377	445	379	221	175	234	406	470	508	256									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	15646	2062	2045	787	533	275	416	230	323	725	285	334	364	367	283	295	448	166	462	279	115	314	349	506	88	403	467	412	240	174	226	418	477	517	261									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	7318	1057	898	357	261	130	214	140	188	274	166	226	197	148	102	191	190	113	221	104	38	125	167	223	55	140	170	230	137	89	151	190	177	132	117									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	3350	250	341	91	90	110	104	35	55	114	82	43	40	68	99	78	110	42	105	99	30	63	109	125	21	131	213	83	68	74	65	64	101	155	92									
6	Число погашенных избирательных бюллетеней	4978	755	806	339	182	35	98	55	80	337	37	65	127	151	82	26	148	11	136	76	47	126	73	158	12	132	84	99	35	11	10	164	199	230	52									
7	Число избирательных бюллетеней в переносных ящиках для голосования	3350	250	341	91	90	110	104	35	55	114	82	43	40	68	99	78	110	42	105	99	30	63	109	125	21	131	213	83	68	74	65	64	101	155	92									
8	Число бюллетеней в стационарных ящиках для голосования	7318	1057	898	357	261	130	214	140	188	274	166	226	197	148	102	191	190	113	221	104	38	125	167	223	55	140	170	230	137	89	151	190	177	132	117									
9	Число недействительных избирательных бюллетеней	66	13	13	3	3	0	1	2	6	5	0	1	1	0	1	0	5	0	1	0	0	0	0	4	0	2	0	0	0	0	0	1	1	0	3									
