7	Число избирательных бюллетеней в переносных ящиках для голосования	2356	30	22	48	35	39	16	42	14	8	13	58	21	27	22	22	25	60	44	33	48	56	47	63	59	61	33	66	41	29	36	44	41	38	55	50	40	48	27	39	30	26	27	23	8	43	0	27	30	8	21	23	25	35	42	33	49	57	28	69	7	7	24	8	10	7	32	19	138									
8	Число бюллетеней в стационарных ящиках для голосования	66800	487	1708	1249	1250	1109	284	1110	201	311	337	1264	1233	964	1139	1174	1257	1231	1530	1106	1437	1050	1265	1377	1276	1166	1217	1451	1372	1162	1150	1391	1448	1421	1306	1328	1462	1229	1380	1450	943	1393	827	651	146	436	112	941	826	841	1032	1089	913	1494	1491	781	863	1133	933	1324	316	567	448	301	221	168	936	218	174									
9	Число недействительных избирательных бюллетеней	722	3	14	20	24	9	3	12	0	4	1	13	15	13	17	11	13	11	12	7	15	13	11	12	9	9	14	17	15	10	6	18	22	11	10	24	11	15	14	19	12	14	4	9	1	9	0	9	12	7	13	17	10	16	15	10	11	11	11	14	2	11	6	6	6	0	5	1	3									
10	Число действительных избирательных бюллетеней	68434	514	1716	1277	1261	1139	297	1140	215	315	349	1309	1239	978	1144	1185	1269	1280	1562	1132	1470	1093	1301	1428	1326	1218	1236	1500	1398	1181	1180	1417	1467	1448	1351	1354	1491	1262	1393	1470	961	1405	850	665	153	470	112	959	844	842	1040	1095	928	1513	1518	804	901	1179	950	1379	321	563	466	303	225	175	963	236	309									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																															
13	Бабурин Сергей Николаевич	170	0	6	4	4	3	0	2	0	1	0	1	2	6	5	2	5	4	1	1	0	0	3	5	7	2	2	1	1	5	4	5	5	1	1	1	4	2	2	2	8	6	1	2	2	3	0	1	1	1	2	6	4	3	3	4	3	3	2	6	0	2	3	0	0	0	2	1	1									
		0.25%	0.00%	0.35%	0.31%	0.31%	0.26%	0.00%	0.17%	0.00%	0.31%	0.00%	0.08%	0.16%	0.61%	0.43%	0.17%	0.39%	0.31%	0.06%	0.09%	0.00%	0.00%	0.23%	0.35%	0.52%	0.16%	0.16%	0.07%	0.07%	0.42%	0.34%	0.35%	0.34%	0.07%	0.07%	0.07%	0.27%	0.16%	0.14%	0.13%	0.82%	0.42%	0.12%	0.30%	1.30%	0.63%	0.00%	0.10%	0.12%	0.12%	0.19%	0.54%	0.43%	0.20%	0.20%	0.49%	0.33%	0.25%	0.21%	0.43%	0.00%	0.35%	0.64%	0.00%	0.00%	0.00%	0.21%	0.42%	0.32%									
14	Грудинин Павел Николаевич	2069	16	82	35	49	38	10	38	6	5	3	30	47	31	63	43	49	46	60	21	42	29	34	38	48	26	44	25	27	38	23	49	41	48	28	26	42	27	30	44	18	43	30	19	3	17	4	30	12	27	24	20	21	38	63	26	22	46	36	43	9	37	22	14	7	5	38	9	5									
		2.99%	3.09%	4.74%	2.70%	3.81%	3.31%	3.33%	3.30%	2.79%	1.57%	0.86%	2.27%	3.75%	3.13%	5.43%	3.60%	3.82%	3.56%	3.81%	1.84%	2.83%	2.62%	2.59%	2.64%	3.60%	2.12%	3.52%	1.65%	1.91%	3.19%	1.94%	3.41%	2.75%	3.29%	2.06%	1.89%	2.80%	2.11%	2.13%	2.96%	1.85%	3.03%	3.51%	2.82%	1.95%	3.55%	3.57%	3.10%	1.40%	3.18%	2.28%	1.80%	2.24%	2.49%	4.11%	3.19%	2.41%	3.87%	3.75%	3.09%	2.79%	6.45%	4.66%	4.53%	3.03%	2.86%	3.93%	3.80%	1.60%									
15	Жириновский Владимир Вольфович	1806	14	37	33	46	29	11	23	4	12	5	33	51	31	25	36	30	42	34	22	40	25	34	35	34	29	19	51	38	30	33	36	45	44	32	35	42	33	36	35	28	44	16	21	0	10	4	28	25	25	28	18	19	33	35	14	26	27	28	43	6	32	14	8	5	7	27	6	5									
		2.61%	2.71%	2.14%	2.54%	3.58%	2.53%	3.67%	1.99%	1.86%	3.76%	1.43%	2.50%	4.07%	3.13%	2.15%	3.01%	2.34%	3.25%	2.16%	1.93%	2.69%	2.26%	2.59%	2.43%	2.55%	2.36%	1.52%	3.36%	2.69%	2.52%	2.78%	2.51%	3.02%	3.02%	2.35%	2.54%	2.80%	2.58%	2.56%	2.35%	2.88%	3.10%	1.87%	3.12%	0.00%	2.09%	3.57%	2.89%	2.92%	2.94%	2.66%	1.62%	2.03%	2.16%	2.28%	1.72%	2.85%	2.27%	2.91%	3.09%	1.86%	5.57%	2.97%	2.59%	2.16%	4.00%	2.79%	2.53%	1.60%									
16	Путин Владимир Владимирович	62303	472	1525	1160	1113	1028	273	1042	198	280	320	1209	1085	871	1015	1056	1136	1161	1408	1057	1349	1001	1187	1311	1201	1139	1137	1382	1290	1074	1084	1278	1332	1323	1265	1270	1357	1163	1290	1359	878	1271	784	602	141	425	99	860	787	771	963	1027	866	1402	1377	736	824	1070	850	1231	294	458	403	265	204	162	851	214	287									
		90.09%	91.30%	88.15%	89.44%	86.61%	89.55%	91.00%	90.45%	92.09%	87.77%	91.43%	91.45%	86.52%	87.89%	87.42%	88.29%	88.61%	89.93%	89.45%	92.80%	90.84%	90.51%	90.47%	91.04%	89.96%	92.83%	90.96%	91.10%	91.30%	90.18%	91.40%	89.06%	89.46%	90.68%	92.95%	92.16%	90.35%	91.07%	91.68%	91.27%	90.24%	89.57%	91.80%	89.32%	91.56%	88.73%	88.39%	88.84%	91.94%	90.81%	91.45%	92.36%	92.32%	91.69%	89.82%	90.42%	90.35%	89.92%	88.45%	88.37%	91.02%	79.79%	85.38%	85.76%	88.31%	92.57%	87.91%	90.30%	91.99%									
17	Собчак Ксения Анатольевна	1216	8	35	29	38	21	3	19	6	15	17	24	28	18	23	24	26	13	30	14	25	17	21	24	21	16	24	21	30	18	16	29	27	17	16	12	28	18	17	15	14	20	15	13	6	6	2	18	13	8	15	9	11	22	16	16	14	24	19	42	9	25	15	10	6	1	36	2	6									
		1.76%	1.55%	2.02%	2.24%	2.96%	1.83%	1.00%	1.65%	2.79%	4.70%	4.86%	1.82%	2.23%	1.82%	1.98%	2.01%	2.03%	1.01%	1.91%	1.23%	1.68%	1.54%	1.60%	1.67%	1.57%	1.30%	1.92%	1.38%	2.12%	1.51%	1.35%	2.02%	1.81%	1.17%	1.18%	0.87%	1.86%	1.41%	1.21%	1.01%	1.44%	1.41%	1.76%	1.93%	3.90%	1.25%	1.79%	1.86%	1.52%	0.94%	1.42%	0.81%	1.17%	1.44%	1.04%	1.97%	1.54%	2.02%	1.98%	3.02%	2.79%	4.36%	3.18%	3.24%	2.60%	0.57%	3.72%	0.84%	1.92%									
18	Сурайкин Максим Александрович	237	4	6	4	1	8	0	6	1	1	2	3	14	4	1	9	1	4	12	6	4	8	10	3	8	2	2	4	5	2	4	3	2	7	4	3	3	5	5	5	6	5	0	1	0	1	1	6	0	2	2	6	2	1	5	4	1	1	4	3	0	2	1	1	1	0	3	2	0									
		0.34%	0.77%	0.35%	0.31%	0.08%	0.70%	0.00%	0.52%	0.47%	0.31%	0.57%	0.23%	1.12%	0.40%	0.09%	0.75%	0.08%	0.31%	0.76%	0.53%	0.27%	0.72%	0.76%	0.21%	0.60%	0.16%	0.16%	0.26%	0.35%	0.17%	0.34%	0.21%	0.13%	0.48%	0.29%	0.22%	0.20%	0.39%	0.36%	0.34%	0.62%	0.35%	0.00%	0.15%	0.00%	0.21%	0.89%	0.62%	0.00%	0.24%	0.19%	0.54%	0.21%	0.07%	0.33%	0.49%	0.11%	0.08%	0.42%	0.22%	0.00%	0.35%	0.21%	0.32%	0.43%	0.00%	0.31%	0.84%	0.00%									
19	Титов Борис Юрьевич	271	0	9	4	7	9	0	2	0	1	0	3	5	8	6	5	9	4	7	7	2	5	6	5	6	2	4	7	4	8	7	5	6	3	1	3	2	8	4	4	5	7	0	3	0	2	2	6	4	3	2	4	0	4	8	3	3	5	5	7	1	4	5	1	2	0	5	1	1									
		0.39%	0.00%	0.52%	0.31%	0.54%	0.78%	0.00%	0.17%	0.00%	0.31%	0.00%	0.23%	0.40%	0.81%	0.52%	0.42%	0.70%	0.31%	0.44%	0.61%	0.13%	0.45%	0.46%	0.35%	0.45%	0.16%	0.32%	0.46%	0.28%	0.67%	0.59%	0.35%	0.40%	0.21%	0.07%	0.22%	0.13%	0.63%	0.28%	0.27%	0.51%	0.49%	0.00%	0.45%	0.00%	0.42%	1.79%	0.62%	0.47%	0.35%	0.19%	0.36%	0.00%	0.26%	0.52%	0.37%	0.33%	0.42%	0.52%	0.50%	0.31%	0.70%	1.06%	0.32%	0.87%	0.00%	0.52%	0.42%	0.32%									
20	Явлинский Григорий Алексеевич	362	0	16	8	3	3	0	8	0	0	2	6	7	9	6	10	13	6	10	4	8	8	6	7	1	2	4	9	3	6	9	12	9	5	4	4	13	6	9	6	4	9	4	4	1	6	0	10	2	5	4	5	5	10	11	1	8	3	6	4	2	3	3	4	0	0	1	1	4									
		0.52%	0.00%	0.92%	0.62%	0.23%	0.26%	0.00%	0.69%	0.00%	0.00%	0.57%	0.45%	0.56%	0.91%	0.52%	0.84%	1.01%	0.46%	0.64%	0.35%	0.54%	0.72%	0.46%	0.49%	0.07%	0.16%	0.32%	0.59%	0.21%	0.50%	0.76%	0.84%	0.60%	0.34%	0.29%	0.29%	0.87%	0.47%	0.64%	0.40%	0.41%	0.63%	0.47%	0.59%	0.65%	1.25%	0.00%	1.03%	0.23%	0.59%	0.38%	0.45%	0.53%	0.65%	0.72%	0.12%	0.88%	0.25%	0.62%	0.29%	0.62%	0.52%	0.64%	1.29%	0.00%	0.00%	0.10%	0.42%	1.28%									
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
