7	Число избирательных бюллетеней в переносных ящиках для голосования	4338	56	86	70	60	37	56	86	229	103	49	84	48	54	57	45	72	40	47	67	68	121	109	69	62	79	88	55	58	41	36	31	35	94	81	87	64	50	53	52	24	27	23	117	53	77	43	43	68	35	29	43	41	46	59	35	42	47	39	51	111	49	50	54	40	38	30	36	60	60	65	100	24					
8	Число бюллетеней в стационарных ящиках для голосования	88800	1048	1432	1268	1309	1022	1074	1675	1609	1081	911	1207	1063	1181	1095	1066	1050	950	1199	1019	1232	1202	1536	1642	1451	1403	1431	1542	1421	1472	1362	1638	1166	1167	1558	1271	1139	973	1469	1256	696	842	685	1129	1203	1296	1165	1224	1490	1452	1230	1173	1263	1254	1214	1061	1199	1371	1148	1110	1398	668	609	1430	1381	1294	1373	1124	1486	1216	1095	640	2291					
9	Число недействительных избирательных бюллетеней	1414	17	27	25	19	15	13	19	35	21	9	21	16	29	17	14	16	18	14	10	26	15	28	30	19	14	26	30	28	38	19	25	18	14	32	26	14	22	22	16	15	16	8	20	16	20	15	25	17	35	15	20	22	22	19	9	23	35	18	12	16	10	5	20	16	10	16	22	31	19	17	3	30					
10	Число действительных избирательных бюллетеней	91724	1087	1491	1313	1350	1044	1117	1742	1803	1163	951	1270	1095	1206	1135	1097	1106	972	1232	1076	1274	1308	1617	1681	1494	1468	1493	1567	1451	1475	1379	1644	1183	1247	1607	1332	1189	1001	1500	1292	705	853	700	1226	1240	1353	1193	1242	1541	1452	1244	1196	1282	1278	1254	1087	1218	1383	1169	1149	1493	707	654	1464	1405	1322	1387	1138	1515	1257	1143	737	2285					
11	Число полученных открепительных  удостоверений	3970	45	65	45	40	45	45	60	60	40	40	45	55	45	40	50	45	45	65	50	70	75	60	50	60	55	65	50	55	70	55	55	40	55	80	85	55	45	40	55	30	55	30	80	55	65	70	55	50	70	45	50	65	50	45	65	55	40	45	45	50	45	50	60	45	55	65	55	80	45	50	25	180					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	3731	41	51	40	40	36	39	59	59	40	38	45	44	45	30	38	44	43	58	36	53	57	53	50	60	55	65	49	54	64	54	55	39	47	73	70	55	43	40	48	30	51	30	80	40	57	70	55	50	70	43	50	63	50	45	63	55	38	44	45	49	45	50	58	45	55	65	55	78	45	50	22	175					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1811	12	26	10	23	48	22	31	39	24	21	32	13	20	23	41	15	18	19	17	27	22	39	18	49	22	18	38	15	46	26	14	14	28	24	19	23	11	23	8	24	23	12	44	23	29	19	42	84	20	36	36	44	22	12	28	16	18	25	18	21	27	46	16	13	9	36	25	15	43	19	12	16					
14	Число неиспользованных открепительных удостоверений	239	4	14	5	0	9	6	1	1	0	2	0	11	0	10	12	1	2	7	14	17	18	7	0	0	0	0	1	1	6	1	0	1	8	7	15	0	2	0	7	0	4	0	0	15	8	0	0	0	0	2	0	2	0	0	2	0	2	1	0	1	0	0	2	0	0	0	0	2	0	0	3	5					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	130	5	2	5	2	5	1	5	0	1	0	2	2	3	0	1	0	0	2	0	2	1	6	1	1	4	2	1	3	3	2	2	1	2	4	2	1	1	2	1	3	2	0	3	0	2	0	1	0	5	0	2	3	1	4	0	0	2	1	0	3	0	0	0	4	3	2	2	1	3	3	0	2					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																															
18	Богданов Андрей Владимирович	1691	19	25	15	25	16	27	43	35	18	25	20	25	7	24	22	15	20	21	23	31	23	32	36	28	30	23	44	41	38	24	38	27	21	23	17	19	30	34	29	6	14	14	23	27	24	15	29	49	23	23	27	10	26	10	19	8	22	7	25	18	16	6	26	19	25	30	28	31	12	24	14	28					
		1.82%	1.72%	1.65%	1.12%	1.83%	1.51%	2.39%	2.44%	1.90%	1.52%	2.60%	1.55%	2.25%	0.57%	2.08%	1.98%	1.34%	2.02%	1.69%	2.12%	2.38%	1.74%	1.95%	2.10%	1.85%	2.02%	1.51%	2.76%	2.77%	2.51%	1.72%	2.28%	2.25%	1.67%	1.40%	1.25%	1.58%	2.93%	2.23%	2.22%	0.83%	1.61%	1.98%	1.85%	2.15%	1.75%	1.24%	2.29%	3.15%	1.55%	1.83%	2.22%	0.77%	2.00%	0.79%	1.73%	0.64%	1.55%	0.59%	2.15%	1.19%	2.23%	0.91%	1.75%	1.34%	1.88%	2.14%	2.41%	2.01%	0.94%	2.07%	1.89%	1.21%					
19	Жириновский Владимир Вольфович	10030	120	187	152	130	114	117	204	208	133	119	158	107	101	123	130	114	100	132	99	172	136	166	190	142	139	142	227	155	149	140	208	146	146	149	150	110	97	159	133	71	90	90	128	148	134	137	139	177	148	131	129	32	158	106	122	61	149	127	121	193	63	71	163	158	163	192	160	181	109	144	71	360					
		10.77%	10.87%	12.32%	11.36%	9.50%	10.76%	10.35%	11.58%	11.32%	11.23%	12.40%	12.24%	9.63%	8.18%	10.68%	11.70%	10.16%	10.10%	10.59%	9.12%	13.23%	10.28%	10.09%	11.10%	9.39%	9.38%	9.35%	14.21%	10.48%	9.85%	10.01%	12.46%	12.16%	11.58%	9.09%	11.05%	9.14%	9.48%	10.45%	10.17%	9.86%	10.36%	12.71%	10.27%	11.78%	9.76%	11.34%	10.97%	11.36%	9.95%	10.41%	10.61%	2.45%	12.15%	8.33%	11.13%	4.92%	10.51%	10.70%	10.42%	12.79%	8.79%	10.77%	10.98%	11.12%	12.24%	13.68%	13.79%	11.71%	8.54%	12.41%	9.59%	15.55%					
20	Зюганов Геннадий Андреевич	20805	250	298	259	248	210	263	377	427	213	185	238	292	316	283	234	276	229	294	273	310	343	392	406	425	370	370	306	392	364	323	406	290	297	425	339	330	226	369	253	105	208	144	270	303	295	263	305	357	304	340	316	316	295	301	211	328	322	268	243	312	145	155	315	315	284	271	209	313	279	248	129	235					
		22.34%	22.64%	19.63%	19.36%	18.12%	19.83%	23.27%	21.41%	23.23%	17.99%	19.27%	18.44%	26.28%	25.59%	24.57%	21.06%	24.60%	23.13%	23.60%	25.14%	23.85%	25.93%	23.83%	23.73%	28.09%	24.97%	24.36%	19.16%	26.50%	24.06%	23.10%	24.33%	24.15%	23.55%	25.93%	24.96%	27.43%	22.09%	24.24%	19.34%	14.58%	23.94%	20.34%	21.67%	24.12%	21.49%	21.77%	24.07%	22.91%	20.44%	27.01%	25.99%	24.23%	22.69%	23.64%	19.25%	26.43%	22.71%	22.58%	20.93%	20.68%	20.22%	23.52%	21.23%	22.17%	21.32%	19.32%	18.02%	20.25%	21.87%	21.38%	17.43%	10.15%					
21	Медведев Дмитрий Анатольевич	59198	698	981	887	947	704	710	1118	1133	799	622	854	671	782	705	711	701	623	785	681	761	806	1027	1049	899	929	958	990	863	924	892	992	720	783	1010	826	730	648	938	877	523	541	452	805	762	900	778	769	958	977	750	724	924	799	837	735	821	890	767	760	970	483	422	960	913	850	894	741	990	857	727	523	1662					
		63.56%	63.22%	64.62%	66.29%	69.17%	66.48%	62.83%	63.49%	61.64%	67.48%	64.79%	66.15%	60.40%	63.32%	61.20%	63.99%	62.48%	62.93%	63.00%	62.71%	58.54%	60.92%	62.43%	61.31%	59.42%	62.69%	63.07%	61.99%	58.35%	61.07%	63.81%	59.44%	59.95%	62.09%	61.62%	60.82%	60.68%	63.34%	61.63%	67.05%	72.64%	62.26%	63.84%	64.61%	60.67%	65.55%	64.40%	60.69%	61.49%	65.70%	59.57%	59.54%	70.86%	61.46%	65.75%	67.06%	66.16%	62.76%	64.62%	65.46%	64.28%	67.36%	64.04%	64.69%	64.25%	63.81%	63.72%	63.88%	64.04%	67.16%	62.67%	70.68%	71.79%					
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
