		0.23%	0.24%	0.39%	0.14%	0.20%	0.22%	0.00%	0.25%	0.00%	0.35%	0.53%	0.49%	0.74%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.95%	0.00%	0.41%	0.00%	0.00%	0.26%	0.00%	0.00%	0.75%	0.27%	0.46%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.73%	0.41%	0.17%	0.34%	0.96%	0.00%	0.16%	0.33%	0.00%	0.97%	0.00%	0.28%									
20	Зюганов Геннадий Андреевич	202	4	4	2	3	4	0	2	0	1	4	2	1	3	1	0	3	1	1	0	0	1	0	0	0	0	1	3	1	2	0	1	7	0	3	1	0	73	45	3	3	4	5	1	2	1	0	6	1	2									
		1.34%	0.49%	0.52%	0.27%	0.61%	0.43%	0.00%	0.50%	0.00%	0.35%	2.11%	0.99%	0.74%	1.68%	0.31%	0.00%	2.11%	0.15%	0.45%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.48%	1.13%	0.27%	0.93%	0.00%	0.55%	2.62%	0.00%	2.07%	0.31%	0.00%	45.34%	26.01%	1.23%	0.51%	1.36%	2.40%	0.36%	0.31%	0.16%	0.00%	2.90%	0.40%	0.57%									
21	Миронов Сергей Михайлович	31	2	3	2	3	2	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	2	1	0	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	1	0	3	1	0	0	0	1									
		0.21%	0.24%	0.39%	0.27%	0.61%	0.22%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.74%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.51%	0.26%	0.00%	0.38%	0.27%	0.46%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.58%	0.41%	0.17%	0.00%	0.48%	0.00%	0.47%	0.16%	0.00%	0.00%	0.00%	0.28%									
22	Прохоров Михаил Дмитриевич	26	2	1	2	1	2	0	1	0	0	1	0	0	3	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	1	1	1	1	0	0	0	2	1	0	0	0	0									
		0.17%	0.24%	0.13%	0.27%	0.20%	0.22%	0.00%	0.25%	0.00%	0.00%	0.53%	0.00%	0.00%	1.68%	0.00%	0.67%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.26%	0.00%	0.00%	0.38%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.62%	0.58%	0.41%	0.17%	0.00%	0.00%	0.00%	0.31%	0.16%	0.00%	0.00%	0.00%	0.00%									
23	Путин Владимир Владимирович	14748	811	765	723	487	918	85	393	233	284	181	198	133	171	320	149	139	646	222	104	174	238	67	148	382	386	207	258	372	211	72	182	260	78	142	320	261	85	117	238	588	289	199	278	626	609	200	199	251	349									
		97.90%	98.66%	98.58%	99.04%	98.38%	98.92%	100.00%	98.99%	100.00%	99.30%	95.26%	97.54%	97.79%	95.53%	99.69%	99.33%	97.89%	99.85%	99.11%	99.05%	100.00%	97.94%	100.00%	100.00%	98.20%	99.74%	99.52%	97.36%	99.20%	97.69%	100.00%	99.45%	97.38%	100.00%	97.93%	99.38%	100.00%	52.80%	67.63%	97.54%	98.99%	98.30%	95.67%	99.64%	98.27%	99.19%	100.00%	96.14%	99.60%	98.87%									
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
