17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																				
18	Богданов Андрей Владимирович	1502	26	33	8	29	21	44	16	21	14	15	16	21	18	19	22	28	20	40	30	25	22	21	24	34	24	22	19	16	12	3	12	24	37	14	27	52	27	29	2	28	25	28	23	21	25	35	23	13	25	33	45	21	17	31	29	45	37	46	27	28	10					
		1.89%	1.93%	1.77%	1.45%	1.85%	1.16%	2.06%	1.65%	1.93%	1.10%	1.72%	2.10%	1.72%	1.66%	1.78%	1.82%	2.09%	1.47%	2.46%	2.00%	2.15%	1.98%	1.31%	2.49%	1.89%	2.17%	2.92%	1.98%	2.45%	1.17%	0.91%	1.57%	2.35%	2.16%	1.57%	2.35%	2.96%	1.81%	2.12%	1.45%	2.29%	2.10%	1.96%	1.48%	1.39%	2.23%	1.83%	2.00%	1.17%	1.62%	2.01%	2.19%	1.78%	1.78%	2.32%	1.67%	2.53%	1.98%	2.36%	1.43%	1.53%	0.77%					
19	Жириновский Владимир Вольфович	10077	173	192	68	204	256	319	151	154	156	121	79	152	118	137	150	191	177	151	190	141	136	217	127	236	119	73	135	84	144	31	84	114	206	124	144	224	177	163	14	139	140	190	204	176	141	202	162	149	180	213	205	170	117	209	245	258	277	259	243	211	155					
		12.65%	12.85%	10.30%	12.32%	13.04%	14.20%	14.95%	15.58%	14.17%	12.21%	13.84%	10.37%	12.48%	10.88%	12.83%	12.42%	14.25%	12.97%	9.28%	12.68%	12.13%	12.26%	13.49%	13.16%	13.13%	10.77%	9.68%	14.03%	12.88%	14.01%	9.45%	11.02%	11.15%	12.04%	13.90%	12.54%	12.73%	11.88%	11.89%	10.14%	11.37%	11.75%	13.33%	13.10%	11.66%	12.57%	10.59%	14.10%	13.46%	11.64%	12.98%	9.98%	14.39%	12.26%	15.62%	14.15%	14.49%	14.84%	13.31%	12.86%	11.50%	11.88%					
20	Зюганов Геннадий Андреевич	17955	268	459	86	321	402	413	202	285	294	229	196	294	239	228	268	288	330	403	309	262	221	337	223	377	270	204	236	145	230	64	198	236	332	209	239	456	326	299	29	304	290	313	365	365	254	467	255	268	385	382	441	288	235	267	422	390	366	405	430	438	218					
		22.54%	19.91%	24.62%	15.58%	20.51%	22.30%	19.35%	20.85%	26.22%	23.00%	26.20%	25.72%	24.14%	22.03%	21.35%	22.19%	21.49%	24.18%	24.77%	20.61%	22.55%	19.93%	20.94%	23.11%	20.98%	24.43%	27.06%	24.53%	22.24%	22.37%	19.51%	25.98%	23.09%	19.40%	23.43%	20.82%	25.92%	21.88%	21.81%	21.01%	24.88%	24.35%	21.96%	23.44%	24.19%	22.64%	24.48%	22.19%	24.21%	24.89%	23.28%	21.47%	24.39%	24.63%	19.96%	24.36%	21.90%	19.61%	20.81%	22.76%	23.87%	16.70%					
21	Медведев Дмитрий Анатольевич	48950	853	1159	384	987	1102	1331	587	612	798	501	459	734	688	659	756	816	826	1005	949	711	707	1007	572	1126	679	444	553	403	627	229	452	630	1112	536	718	989	934	861	93	740	725	881	931	923	678	1180	702	648	932	988	1321	682	571	814	1012	1070	1160	1209	1154	1134	906					
		61.44%	63.37%	62.18%	69.57%	63.07%	61.12%	62.37%	60.58%	56.30%	62.44%	57.32%	60.24%	60.26%	63.41%	61.70%	62.58%	60.90%	60.51%	61.77%	63.31%	61.19%	63.75%	62.59%	59.27%	62.66%	61.45%	58.89%	57.48%	61.81%	60.99%	69.82%	59.32%	61.64%	64.99%	60.09%	62.54%	56.23%	62.68%	62.80%	67.39%	60.56%	60.87%	61.82%	59.79%	61.17%	60.43%	61.84%	61.10%	58.54%	60.25%	60.21%	64.31%	57.75%	59.85%	60.84%	58.43%	60.08%	62.17%	62.13%	61.09%	61.80%	69.43%					
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
