		1.08%	0.43%	0.86%	0.98%	1.12%	0.68%	0.85%	0.63%	1.37%	2.12%	0.00%	0.00%	0.88%	0.56%	0.75%	1.59%	0.72%	1.38%	1.38%	0.36%	0.50%	1.43%	0.92%	0.44%	1.32%	0.35%	0.95%	1.54%	0.84%	0.80%	0.74%	1.68%	0.00%	0.00%	0.87%	2.78%	0.54%	2.80%	0.00%	1.03%	1.25%	4.52%					
19	Жириновский Владимир Вольфович	2701	6	55	31	60	62	65	94	75	431	10	7	114	113	31	27	73	80	121	84	100	111	95	27	87	46	61	54	131	124	80	80	8	3	25	9	16	8	4	68	22	3					
		13.35%	2.56%	9.43%	10.10%	16.85%	14.03%	11.02%	11.76%	11.45%	20.74%	5.08%	9.59%	14.38%	12.68%	11.65%	14.29%	13.06%	12.27%	11.91%	14.92%	12.52%	12.25%	12.52%	11.89%	12.74%	16.31%	14.52%	20.77%	15.67%	16.53%	14.73%	14.95%	4.32%	2.01%	21.74%	12.50%	4.32%	7.48%	5.13%	11.66%	13.75%	1.69%					
20	Зюганов Геннадий Андреевич	3068	57	74	28	48	49	92	94	89	265	15	3	128	139	48	42	86	129	199	106	146	134	107	34	92	33	64	50	96	90	99	73	95	38	8	2	88	13	3	67	17	28					
		15.16%	24.36%	12.69%	9.12%	13.48%	11.09%	15.59%	11.76%	13.59%	12.75%	7.61%	4.11%	16.14%	15.60%	18.05%	22.22%	15.38%	19.79%	19.59%	18.83%	18.27%	14.79%	14.10%	14.98%	13.47%	11.70%	15.24%	19.23%	11.48%	12.00%	18.23%	13.64%	51.35%	25.50%	6.96%	2.78%	23.78%	12.15%	3.85%	11.49%	10.63%	15.82%					
21	Медведев Дмитрий Анатольевич	13933	167	445	242	236	316	413	602	474	1309	171	59	534	621	178	117	386	423	673	362	533	630	538	162	483	201	282	147	589	522	352	357	80	106	67	58	263	83	71	431	119	131					
		68.84%	71.37%	76.33%	78.83%	66.29%	71.49%	70.00%	75.34%	72.37%	62.99%	86.80%	80.82%	67.34%	69.70%	66.92%	61.90%	69.05%	64.88%	66.24%	64.30%	66.71%	69.54%	70.88%	71.37%	70.72%	71.28%	67.14%	56.54%	70.45%	69.60%	64.83%	66.73%	43.24%	71.14%	58.26%	80.56%	71.08%	77.57%	91.03%	73.93%	74.38%	74.01%					
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
