7	Число избирательных бюллетеней в переносных ящиках для голосования	1798	26	21	31	23	56	55	34	30	12	41	67	0	36	34	18	25	11	7	32	42	28	18	22	25	244	18	7	9	16	136	65	136	61	37	0	82	36	39	35	78	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
8	Число бюллетеней в стационарных ящиках для голосования	14331	303	375	511	352	253	359	654	660	304	393	727	43	352	550	459	312	328	332	743	466	468	200	312	193	12	99	134	165	176	391	280	226	191	228	23	268	964	302	200	570	159	17	16	20	15	17	17	18	12	16	14	15	15	16	14	15	18	15	14	10									
9	Число недействительных избирательных бюллетеней	202	2	2	11	6	7	12	2	12	8	6	10	0	3	6	1	2	2	8	8	8	9	2	7	3	2	3	2	0	2	4	8	4	3	1	0	4	7	6	0	13	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0									
10	Число действительных избирательных бюллетеней	15927	327	394	531	369	302	402	686	678	308	428	784	43	385	578	476	335	337	331	767	500	487	216	327	215	254	114	139	174	190	523	337	358	249	264	23	346	993	335	235	635	263	17	16	20	15	17	17	18	12	16	13	15	15	16	14	11	18	15	14	10									
11	Число полученных открепительных  удостоверений	378	10	7	10	10	5	10	15	20	5	10	14	0	6	10	10	5	8	8	10	10	10	5	10	10	0	5	5	5	5	10	20	10	10	5	3	10	25	10	7	20	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	243	4	7	10	3	3	8	6	17	4	9	13	0	6	8	4	1	6	7	10	7	7	5	1	7	0	5	5	0	2	10	20	4	6	2	0	0	14	4	4	9	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
13	Число избирателей, проголосовавших по открепительным удостоверениям	172	1	5	2	4	3	8	3	6	2	6	3	15	3	4	3	0	1	8	14	4	3	1	3	11	8	0	2	1	5	4	4	2	5	3	0	2	12	3	1	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
14	Число неиспользованных открепительных удостоверений	135	6	0	0	7	2	2	9	3	1	1	1	0	0	2	6	4	2	1	0	3	3	0	9	3	0	0	0	5	3	0	0	6	4	3	3	10	11	6	3	11	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	22	0	2	0	2	0	0	1	1	0	2	1	0	1	0	1	1	0	0	1	0	1	0	0	1	0	1	1	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																							
19	Жириновский Владимир Вольфович	1544	26	41	55	41	22	45	46	66	26	32	68	4	25	47	39	29	38	17	71	37	49	27	38	23	25	10	12	21	17	68	44	29	18	20	1	37	113	27	21	69	36	2	3	3	1	8	3	8	3	3	0	7	3	5	2	3	1	1	5	3									
		9.57%	7.90%	10.35%	10.15%	10.93%	7.12%	10.87%	6.69%	9.57%	8.23%	7.37%	8.56%	9.30%	6.44%	8.05%	8.18%	8.61%	11.21%	5.01%	9.16%	7.28%	9.88%	12.39%	11.38%	10.55%	9.77%	8.55%	8.51%	12.07%	8.85%	12.90%	12.75%	8.01%	7.14%	7.55%	4.35%	10.57%	11.30%	7.92%	8.94%	10.65%	13.64%	11.76%	18.75%	15.00%	6.67%	47.06%	17.65%	44.44%	25.00%	18.75%	0.00%	46.67%	20.00%	31.25%	14.29%	20.00%	5.56%	6.67%	35.71%	30.00%									
20	Зюганов Геннадий Андреевич	2327	53	67	75	44	50	69	122	119	55	64	135	0	66	116	96	48	43	51	102	83	78	29	59	23	24	11	28	25	18	71	40	57	29	35	2	53	109	31	16	61	38	0	0	0	1	1	2	1	3	2	3	2	0	4	3	5	3	0	1	1									
		14.43%	16.11%	16.92%	13.84%	11.73%	16.18%	16.67%	17.73%	17.25%	17.41%	14.75%	17.00%	0.00%	17.01%	19.86%	20.13%	14.24%	12.68%	15.04%	13.16%	16.34%	15.73%	13.30%	17.66%	10.55%	9.38%	9.40%	19.86%	14.37%	9.38%	13.47%	11.59%	15.75%	11.51%	13.21%	8.70%	15.14%	10.90%	9.09%	6.81%	9.41%	14.39%	0.00%	0.00%	0.00%	6.67%	5.88%	11.76%	5.56%	25.00%	12.50%	21.43%	13.33%	0.00%	25.00%	21.43%	33.33%	16.67%	0.00%	7.14%	10.00%									
21	Миронов Сергей Михайлович	967	23	50	54	30	16	37	55	44	22	30	51	1	23	24	24	16	26	26	41	33	41	13	25	20	8	6	8	4	7	34	17	4	13	10	1	9	31	12	1	38	19	0	4	2	1	1	2	1	3	0	0	0	1	2	0	1	1	0	0	1									
		5.99%	6.99%	12.63%	9.96%	8.00%	5.18%	8.94%	7.99%	6.38%	6.96%	6.91%	6.42%	2.33%	5.93%	4.11%	5.03%	4.75%	7.67%	7.67%	5.29%	6.50%	8.27%	5.96%	7.49%	9.17%	3.13%	5.13%	5.67%	2.30%	3.65%	6.45%	4.93%	1.10%	5.16%	3.77%	4.35%	2.57%	3.10%	3.52%	0.43%	5.86%	7.20%	0.00%	25.00%	10.00%	6.67%	5.88%	11.76%	5.56%	25.00%	0.00%	0.00%	0.00%	6.67%	12.50%	0.00%	6.67%	5.56%	0.00%	0.00%	10.00%									
22	Прохоров Михаил Дмитриевич	1090	18	25	28	19	20	33	69	57	19	32	59	4	24	33	50	21	33	33	66	41	40	13	18	11	18	9	4	14	7	32	27	13	12	6	2	30	58	16	16	30	6	0	0	5	0	3	2	0	0	2	1	0	1	0	0	0	4	5	1	0									
		6.76%	5.47%	6.31%	5.17%	5.07%	6.47%	7.97%	10.03%	8.26%	6.01%	7.37%	7.43%	9.30%	6.19%	5.65%	10.48%	6.23%	9.73%	9.73%	8.52%	8.07%	8.06%	5.96%	5.39%	5.05%	7.03%	7.69%	2.84%	8.05%	3.65%	6.07%	7.83%	3.59%	4.76%	2.26%	8.70%	8.57%	5.80%	4.69%	6.81%	4.63%	2.27%	0.00%	0.00%	25.00%	0.00%	17.65%	11.76%	0.00%	0.00%	12.50%	7.14%	0.00%	6.67%	0.00%	0.00%	0.00%	22.22%	33.33%	7.14%	0.00%									
23	Путин Владимир Владимирович	9999	207	211	319	235	194	218	394	392	186	270	471	34	247	358	267	221	197	204	487	306	279	134	187	138	179	78	87	110	141	318	209	255	177	193	17	217	682	249	181	437	164	15	9	10	12	4	8	8	3	9	9	6	10	5	9	2	9	9	7	5									
		61.99%	62.92%	53.28%	58.86%	62.67%	62.78%	52.66%	57.27%	56.81%	58.86%	62.21%	59.32%	79.07%	63.66%	61.30%	55.97%	65.58%	58.11%	60.18%	62.84%	60.24%	56.25%	61.47%	55.99%	63.30%	69.92%	66.67%	61.70%	63.22%	73.44%	60.34%	60.58%	70.44%	70.24%	72.83%	73.91%	62.00%	68.20%	73.02%	77.02%	67.44%	62.12%	88.24%	56.25%	50.00%	80.00%	23.53%	47.06%	44.44%	25.00%	56.25%	64.29%	40.00%	66.67%	31.25%	64.29%	13.33%	50.00%	60.00%	50.00%	50.00%									
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
