Выборы Президента Российской Федерации																																																			
Дата голосования: 18.03.2018																																																			
																																																			
Наименование Избирательной комиссии:    Починковская																																																			
																																																			
Сводная таблица итогов голосования																																																			
																																																			
	Число участковых избирательных комиссий	40																																																	
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	40																																																	
																																																			
		Сумма	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343									
1	"Число избирателей, включенных в список избирателей"	24793	2514	2495	941	1280	667	269	331	397	268	130	288	147	147	1511	1122	465	162	147	548	608	2169	553	632	219	764	340	834	817	202	183	698	219	570	655	483	118	129	301	150	320									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	22579	2217	2273	869	1179	594	241	336	340	256	181	338	139	131	1393	1039	425	156	136	504	534	1768	506	579	203	696	285	790	764	176	164	630	190	501	629	434	149	125	284	143	282									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	14094	1550	1416	534	758	361	90	202	223	120	79	211	71	77	808	567	199	79	78	319	364	1504	305	358	68	441	207	495	425	115	72	398	95	293	343	284	104	72	149	76	184									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1734	93	70	26	41	66	39	49	57	68	38	47	33	18	77	73	79	21	15	56	62	27	36	26	38	69	53	21	106	18	23	25	12	66	35	19	14	19	38	24	37									
6	Число погашенных избирательных бюллетеней	6751	574	787	309	380	167	112	85	60	68	64	80	35	36	508	399	147	56	43	129	108	237	165	195	97	186	25	274	233	43	69	207	83	142	251	131	31	34	97	43	61									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1734	93	70	26	41	66	39	49	57	68	38	47	33	18	77	73	79	21	15	56	62	27	36	26	38	69	53	21	106	18	23	25	12	66	35	19	14	19	38	24	37									
