Выборы Президента Российской Федерации																																																																								
Дата голосования: 18.03.2018																																																																								
																																																																								
Наименование Избирательной комиссии:    Стерлитамакская																																																																								
																																																																								
Сводная таблица итогов голосования																																																																								
																																																																								
	Число участковых избирательных комиссий	61																																																																						
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	61																																																																						
																																																																								
		Сумма	УИК №2850	УИК №2851	УИК №2852	УИК №2853	УИК №2854	УИК №2855	УИК №2856	УИК №2857	УИК №2858	УИК №2859	УИК №2860	УИК №2861	УИК №2862	УИК №2863	УИК №2864	УИК №2865	УИК №2866	УИК №2867	УИК №2869	УИК №2870	УИК №2871	УИК №2872	УИК №2873	УИК №2874	УИК №2875	УИК №2876	УИК №2877	УИК №2878	УИК №2879	УИК №2880	УИК №2881	УИК №2882	УИК №2883	УИК №2884	УИК №2885	УИК №2886	УИК №2887	УИК №2888	УИК №2889	УИК №2890	УИК №2891	УИК №2892	УИК №2893	УИК №2894	УИК №2895	УИК №2896	УИК №2897	УИК №2898	УИК №2899	УИК №2900	УИК №2901	УИК №2902	УИК №2903	УИК №2904	УИК №2905	УИК №2906	УИК №2907	УИК №2908	УИК №2909	УИК №2910	УИК №2911									
		5.05%	5.25%	0.50%	3.31%	10.62%	4.08%	5.09%	2.80%	2.25%	5.53%	4.04%	3.42%	2.54%	3.32%	4.53%	4.62%	4.68%	3.10%	2.00%	5.07%	4.23%	6.88%	4.21%	5.73%	7.32%	6.54%	5.39%	4.94%	6.31%	8.74%	5.29%	5.17%	5.70%	4.26%	3.07%	2.29%	6.15%	4.69%	5.56%	4.53%	7.89%	3.57%	9.22%	5.39%	4.70%	8.50%	4.35%	9.60%	7.98%	2.68%	5.29%	9.55%	5.14%	6.17%	1.54%	4.83%	9.73%	4.57%	6.08%	5.65%	6.70%	5.65%									
16	Путин Владимир Владимирович	20581	238	158	210	173	170	496	328	124	167	55	473	462	249	501	343	367	352	400	960	321	420	159	204	130	574	538	195	350	290	151	405	258	535	193	137	175	230	630	911	230	1829	210	389	124	127	161	108	148	124	191	383	245	866	397	228	230	411	438	229	287	194									
		78.19%	73.46%	78.22%	86.78%	76.55%	86.73%	78.86%	83.46%	69.66%	83.92%	55.56%	80.85%	78.17%	91.88%	87.28%	83.45%	85.95%	77.88%	80.00%	79.87%	75.35%	78.07%	83.68%	73.12%	79.27%	73.59%	70.70%	74.14%	78.83%	74.55%	79.89%	80.52%	81.65%	78.68%	84.65%	78.29%	89.74%	89.84%	67.38%	64.47%	75.66%	79.52%	71.67%	83.84%	83.22%	83.01%	87.50%	86.40%	78.72%	83.22%	84.14%	77.85%	83.90%	76.30%	76.64%	84.76%	77.18%	78.29%	80.66%	76.08%	80.17%	84.35%									
17	Собчак Ксения Анатольевна	226	0	0	1	1	0	7	7	1	2	3	7	3	0	5	4	0	10	2	6	2	2	0	0	0	4	4	3	14	1	0	7	4	0	2	1	0	0	12	19	9	26	5	3	1	0	0	1	0	1	1	3	4	15	1	3	0	6	4	3	5	1									
		0.86%	0.00%	0.00%	0.41%	0.44%	0.00%	1.11%	1.78%	0.56%	1.01%	3.03%	1.20%	0.51%	0.00%	0.87%	0.97%	0.00%	2.21%	0.40%	0.50%	0.47%	0.37%	0.00%	0.00%	0.00%	0.51%	0.53%	1.14%	3.15%	0.26%	0.00%	1.39%	1.27%	0.00%	0.88%	0.57%	0.00%	0.00%	1.28%	1.34%	2.96%	1.13%	1.71%	0.65%	0.67%	0.00%	0.00%	0.80%	0.00%	0.67%	0.44%	0.61%	1.37%	1.32%	0.19%	1.12%	0.00%	1.14%	0.74%	0.99%	1.40%	0.43%									
18	Сурайкин Максим Александрович	219	1	0	0	2	2	4	3	5	4	2	8	0	0	2	5	0	5	5	6	3	3	2	3	2	4	10	8	4	5	6	1	0	7	0	5	0	1	5	16	6	11	8	1	1	1	6	1	2	3	1	10	0	8	0	4	2	3	3	1	4	4									
		0.83%	0.31%	0.00%	0.00%	0.88%	1.02%	0.64%	0.76%	2.81%	2.01%	2.02%	1.37%	0.00%	0.00%	0.35%	1.22%	0.00%	1.11%	1.00%	0.50%	0.70%	0.56%	1.05%	1.08%	1.22%	0.51%	1.31%	3.04%	0.90%	1.29%	3.17%	0.20%	0.00%	1.03%	0.00%	2.86%	0.00%	0.39%	0.53%	1.13%	1.97%	0.48%	2.73%	0.22%	0.67%	0.65%	3.26%	0.80%	1.06%	2.01%	0.44%	2.03%	0.00%	0.70%	0.00%	1.49%	0.67%	0.57%	0.55%	0.33%	1.12%	1.74%									
19	Титов Борис Юрьевич	116	1	0	0	1	1	2	1	1	2	1	6	0	0	1	2	0	1	3	3	0	5	0	3	1	3	4	2	0	1	0	0	4	5	3	1	0	0	11	12	2	14	1	1	0	1	0	0	0	0	0	1	0	6	0	3	0	1	1	1	3	0									
		0.44%	0.31%	0.00%	0.00%	0.44%	0.51%	0.32%	0.25%	0.56%	1.01%	1.01%	1.03%	0.00%	0.00%	0.17%	0.49%	0.00%	0.22%	0.60%	0.25%	0.00%	0.93%	0.00%	1.08%	0.61%	0.38%	0.53%	0.76%	0.00%	0.26%	0.00%	0.00%	1.27%	0.74%	1.32%	0.57%	0.00%	0.00%	1.18%	0.85%	0.66%	0.61%	0.34%	0.22%	0.00%	0.65%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.53%	0.00%	1.12%	0.00%	0.19%	0.18%	0.33%	0.84%	0.00%									
20	Явлинский Григорий Алексеевич	82	0	0	0	0	1	0	1	1	0	0	1	1	0	3	1	0	1	0	3	0	1	0	3	0	1	7	1	0	0	0	0	0	1	1	2	0	0	16	8	0	8	5	1	0	3	0	1	1	0	0	0	0	0	2	0	0	1	4	0	2	0									
		0.31%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.25%	0.56%	0.00%	0.00%	0.17%	0.17%	0.00%	0.52%	0.24%	0.00%	0.22%	0.00%	0.25%	0.00%	0.19%	0.00%	1.08%	0.00%	0.13%	0.92%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.44%	1.14%	0.00%	0.00%	1.71%	0.57%	0.00%	0.35%	1.71%	0.22%	0.00%	1.96%	0.00%	0.80%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.19%	0.74%	0.00%	0.56%	0.00%									
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
