18	Богданов Андрей Владимирович	69	2	2	1	1	1	0	1	0	0	3	0	1	0	3	0	0	0	0	4	0	0	0	0	1	1	0	0	3	3	0	2	10	3	2	0	3	0	0	0	0	4	0	0	0	0	1	0	0	1	0	2	4	0	0	4	0	2	0	1	1	2					
		0.25%	0.76%	0.77%	0.50%	0.19%	0.51%	0.00%	0.52%	0.00%	0.00%	0.35%	0.00%	0.16%	0.00%	0.76%	0.00%	0.00%	0.00%	0.00%	0.82%	0.00%	0.00%	0.00%	0.00%	0.33%	0.49%	0.00%	0.00%	0.94%	0.64%	0.00%	0.32%	1.03%	1.88%	0.13%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.73%	0.00%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	0.20%	0.00%	0.52%	0.31%	0.00%	0.00%	1.06%	0.00%	0.34%	0.00%	0.24%	0.38%	0.18%					
19	Жириновский Владимир Вольфович	358	9	7	3	1	6	0	1	1	2	9	2	3	2	13	11	12	0	7	30	0	5	0	0	3	2	9	2	8	2	0	3	23	15	11	0	8	3	4	6	8	8	2	2	2	2	0	4	16	9	9	6	5	3	4	13	13	14	6	3	1	5					
		1.31%	3.42%	2.70%	1.49%	0.19%	3.06%	0.00%	0.52%	0.60%	1.60%	1.05%	0.34%	0.47%	0.69%	3.31%	2.76%	2.45%	0.00%	1.38%	6.12%	0.00%	3.85%	0.00%	0.00%	0.99%	0.97%	0.96%	0.80%	2.51%	0.42%	0.00%	0.48%	2.36%	9.38%	0.71%	0.00%	1.06%	1.29%	2.07%	2.73%	2.66%	1.47%	1.28%	1.34%	1.04%	1.72%	0.00%	2.53%	6.53%	1.76%	1.40%	1.55%	0.39%	0.69%	1.36%	3.44%	1.99%	2.41%	1.74%	0.72%	0.38%	0.44%					
20	Зюганов Геннадий Андреевич	1375	16	16	3	54	11	37	1	2	3	31	16	34	24	16	18	22	49	31	67	40	8	10	33	23	4	65	23	53	12	13	41	45	22	112	0	12	10	11	13	18	4	2	5	3	2	0	7	5	13	18	15	94	18	7	16	28	40	14	29	7	29					
		5.05%	6.08%	6.18%	1.49%	10.42%	5.61%	10.14%	0.52%	1.19%	2.40%	3.60%	2.73%	5.35%	8.33%	4.07%	4.52%	4.49%	9.53%	6.10%	13.67%	11.40%	6.15%	0.51%	17.01%	7.59%	1.94%	6.94%	9.20%	16.61%	2.54%	7.34%	6.61%	4.62%	13.75%	7.20%	0.00%	1.60%	4.29%	5.70%	5.91%	5.98%	0.73%	1.28%	3.36%	1.56%	1.72%	0.00%	4.43%	2.04%	2.54%	2.81%	3.87%	7.33%	4.13%	2.38%	4.23%	4.30%	6.90%	4.06%	6.94%	2.66%	2.56%					
21	Медведев Дмитрий Анатольевич	25375	236	234	195	462	178	328	189	165	120	818	568	598	262	361	369	452	463	470	387	311	117	1959	161	276	199	861	225	255	449	164	572	897	120	1424	399	722	220	178	201	275	530	152	138	187	112	202	147	224	469	614	365	1173	415	283	345	607	522	325	385	254	1086					
		93.11%	89.73%	90.35%	96.53%	89.19%	90.82%	89.86%	98.44%	98.21%	96.00%	95.01%	96.93%	94.03%	90.97%	91.86%	92.71%	92.24%	90.08%	92.52%	78.98%	88.60%	90.00%	99.49%	82.99%	91.09%	96.60%	91.89%	90.00%	79.94%	95.13%	92.66%	92.26%	92.00%	75.00%	91.58%	99.75%	96.01%	94.42%	92.23%	91.36%	91.36%	97.07%	97.44%	92.62%	97.40%	96.55%	99.51%	93.04%	91.43%	91.78%	95.79%	94.07%	91.50%	95.18%	96.26%	91.27%	93.24%	90.00%	94.20%	92.11%	96.58%	96.02%					
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
