7	Число избирательных бюллетеней в переносных ящиках для голосования	4969	37	59	330	160	177	35	33	55	133	54	38	33	181	44	86	21	32	47	93	57	106	69	40	51	117	62	57	63	49	87	92	43	130	96	79	50	67	73	0	31	0	0	0	13	9	20	8	39	44	15	264	41	48	33	119	30	40	14	58	52	32	155	109	67	95	98	57	18	46	35	83	28	26	95	24	27	38	22									
8	Число бюллетеней в стационарных ящиках для голосования	72978	1192	804	964	1314	1229	721	476	1631	1063	923	1114	892	1089	1474	1005	1238	1409	887	747	1387	1021	1255	871	1053	739	1337	1065	1071	831	856	653	449	933	649	1096	1029	1218	1204	845	95	208	352	52	126	142	1272	837	853	1456	886	1635	1109	1232	774	1040	1337	291	219	152	351	1078	706	920	1049	1127	1035	1274	687	1162	1235	1413	752	1592	1001	1167	1004	1389	234									
9	Число недействительных избирательных бюллетеней	1089	20	12	6	19	29	6	7	30	17	11	12	7	17	19	11	20	26	16	10	106	11	10	11	17	12	24	15	14	14	12	8	5	13	8	10	19	26	12	9	5	0	7	0	2	1	15	7	14	25	11	22	14	25	13	13	20	2	4	3	4	11	8	8	11	19	9	16	10	12	23	10	13	18	19	24	7	12	1									
10	Число действительных избирательных бюллетеней	76858	1209	851	1288	1455	1377	750	502	1656	1179	966	1140	918	1253	1499	1080	1239	1415	918	830	1338	1116	1314	900	1087	844	1375	1107	1120	866	931	737	487	1050	737	1165	1060	1259	1265	836	121	208	345	52	137	150	1277	838	878	1475	890	1877	1136	1255	794	1146	1347	329	229	207	399	1099	853	1021	1105	1203	1124	1315	695	1196	1247	1486	767	1600	1077	1167	1024	1415	255									
11	Число полученных открепительных  удостоверений	776	10	10	30	10	10	10	5	16	10	15	10	10	15	10	15	10	10	10	10	20	10	10	10	15	10	10	10	10	10	10	10	5	10	10	10	20	10	10	0	0	0	0	0	0	0	25	10	10	16	10	10	10	10	15	10	10	5	5	5	10	10	10	10	10	10	10	16	10	10	10	10	10	13	10	10	10	10	0									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	530	4	7	24	4	6	8	4	13	10	10	9	6	12	7	15	10	3	7	8	12	10	6	8	11	10	5	9	6	4	7	5	0	5	4	3	20	8	4	0	0	0	0	0	0	0	20	6	2	16	9	10	10	7	11	7	6	1	4	1	4	4	1	1	2	7	6	16	8	9	8	4	7	13	10	4	9	3	0									
13	Число избирателей, проголосовавших по открепительным удостоверениям	988	2	51	35	5	1	1	1	10	18	10	15	18	6	10	5	59	9	3	7	31	4	7	4	7	2	8	7	3	8	3	1	1	19	2	3	2	3	2	5	4	90	215	21	39	46	8	4	10	5	4	8	0	5	4	7	7	1	0	1	6	8	4	2	3	6	3	10	6	11	12	7	5	11	6	4	5	10	2									
14	Число неиспользованных открепительных удостоверений	246	6	3	6	6	4	2	1	3	0	5	1	4	3	3	0	0	7	3	2	8	0	4	2	4	0	5	1	4	6	3	5	5	5	6	7	0	2	6	0	0	0	0	0	0	0	5	4	8	0	1	0	0	3	4	3	4	4	1	4	6	6	9	9	8	3	4	0	2	1	2	6	3	0	0	6	1	7	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	20	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	2	1	0	0	0	1	0	1	0	1	0	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																									
19	Жириновский Владимир Вольфович	4505	80	65	74	100	56	76	50	105	77	96	63	63	56	82	1	54	78	28	24	79	77	70	64	65	55	45	71	23	80	70	45	50	44	60	61	51	44	86	138	4	11	15	2	4	8	108	37	35	122	33	93	74	97	26	72	75	21	18	24	32	96	42	62	62	70	93	50	11	64	74	81	55	52	54	52	70	85	15									
		5.78%	6.51%	7.53%	5.72%	6.78%	3.98%	10.05%	9.82%	6.23%	6.44%	9.83%	5.47%	6.81%	4.41%	5.40%	0.09%	4.29%	5.41%	2.99%	2.86%	5.47%	6.83%	5.29%	7.03%	5.89%	6.43%	3.22%	6.33%	2.03%	9.09%	7.42%	6.04%	10.16%	4.14%	8.05%	5.19%	4.73%	3.42%	6.73%	16.33%	3.17%	5.29%	4.26%	3.85%	2.88%	5.30%	8.36%	4.38%	3.92%	8.13%	3.66%	4.90%	6.43%	7.58%	3.22%	6.21%	5.49%	6.34%	7.73%	11.43%	7.94%	8.65%	4.88%	6.03%	5.56%	5.73%	8.21%	3.76%	1.56%	5.30%	5.83%	5.41%	7.05%	3.21%	4.93%	4.37%	6.79%	5.96%	5.86%									
20	Зюганов Геннадий Андреевич	15415	202	190	203	329	245	172	139	341	239	200	187	236	236	254	253	218	222	234	124	175	288	243	236	270	194	321	277	278	220	198	113	124	177	160	186	267	327	253	17	13	43	108	9	32	60	275	151	191	354	233	318	201	252	175	204	325	65	42	45	62	229	158	183	177	221	249	309	168	242	230	295	87	292	223	234	155	235	22									
		19.78%	16.44%	22.02%	15.69%	22.32%	17.43%	22.75%	27.31%	20.23%	19.98%	20.47%	16.23%	25.51%	18.58%	16.73%	23.19%	17.32%	15.41%	25.05%	14.76%	12.12%	25.55%	18.35%	25.91%	24.46%	22.66%	22.94%	24.69%	24.51%	25.00%	20.99%	15.17%	25.20%	16.65%	21.48%	15.83%	24.75%	25.45%	19.81%	2.01%	10.32%	20.67%	30.68%	17.31%	23.02%	39.74%	21.28%	17.87%	21.41%	23.60%	25.86%	16.75%	17.48%	19.69%	21.69%	17.60%	23.77%	19.64%	18.03%	21.43%	15.38%	20.63%	18.35%	17.78%	15.86%	18.09%	21.98%	23.22%	23.83%	20.03%	18.11%	19.72%	11.15%	18.05%	20.35%	19.65%	15.03%	16.47%	8.59%									
21	Миронов Сергей Михайлович	2499	37	45	36	54	45	23	16	56	42	43	30	53	49	48	2	62	57	26	26	32	58	59	55	65	40	16	41	14	32	18	12	16	21	29	32	34	21	31	11	6	8	14	3	6	7	58	34	21	22	19	76	46	69	7	45	30	7	3	10	18	22	25	41	36	22	43	48	25	44	41	52	17	49	20	52	29	33	4									
		3.21%	3.01%	5.21%	2.78%	3.66%	3.20%	3.04%	3.14%	3.32%	3.51%	4.40%	2.60%	5.73%	3.86%	3.16%	0.18%	4.92%	3.96%	2.78%	3.10%	2.22%	5.15%	4.46%	6.04%	5.89%	4.67%	1.14%	3.65%	1.23%	3.64%	1.91%	1.61%	3.25%	1.98%	3.89%	2.72%	3.15%	1.63%	2.43%	1.30%	4.76%	3.85%	3.98%	5.77%	4.32%	4.64%	4.49%	4.02%	2.35%	1.47%	2.11%	4.00%	4.00%	5.39%	0.87%	3.88%	2.19%	2.11%	1.29%	4.76%	4.47%	1.98%	2.90%	3.98%	3.23%	1.80%	3.80%	3.61%	3.55%	3.64%	3.23%	3.48%	2.18%	3.03%	1.82%	4.37%	2.81%	2.31%	1.56%									
22	Прохоров Михаил Дмитриевич	6698	107	95	67	128	101	57	52	173	85	126	133	135	78	121	89	245	210	28	93	32	132	152	95	126	107	70	116	37	88	72	52	38	67	62	72	26	56	98	69	10	20	35	4	13	5	183	67	52	30	62	158	92	162	70	103	45	21	19	12	51	49	67	74	82	101	115	123	33	119	120	158	100	147	103	136	136	115	16									
		8.59%	8.71%	11.01%	5.18%	8.68%	7.18%	7.54%	10.22%	10.26%	7.11%	12.90%	11.55%	14.59%	6.14%	7.97%	8.16%	19.46%	14.57%	2.99%	11.07%	2.22%	11.71%	11.48%	10.43%	11.41%	12.50%	5.00%	10.34%	3.26%	10.00%	7.64%	6.98%	7.72%	6.30%	8.32%	6.13%	2.41%	4.36%	7.67%	8.17%	7.94%	9.62%	9.94%	7.69%	9.35%	3.31%	14.16%	7.93%	5.83%	2.00%	6.88%	8.32%	8.00%	12.66%	8.67%	8.89%	3.29%	6.34%	8.15%	5.71%	12.66%	4.41%	7.78%	7.19%	7.35%	8.27%	10.15%	9.24%	4.68%	9.85%	9.45%	10.56%	12.82%	9.09%	9.40%	11.42%	13.19%	8.06%	6.25%									
23	Путин Владимир Владимирович	47741	783	456	908	844	930	422	245	981	736	501	727	431	834	994	735	660	848	602	563	1020	561	790	450	561	448	923	602	768	446	573	515	259	741	426	814	682	811	797	601	88	126	173	34	82	70	653	549	579	947	543	1232	723	675	516	722	872	215	147	116	236	703	561	661	748	789	624	785	458	727	782	900	508	1060	677	693	634	947	198									
		61.25%	63.71%	52.84%	70.17%	57.26%	66.15%	55.82%	48.13%	58.19%	61.54%	51.28%	63.11%	46.59%	65.67%	65.48%	67.37%	52.42%	58.85%	64.45%	67.02%	70.64%	49.78%	59.67%	49.40%	50.82%	52.34%	65.98%	53.65%	67.72%	50.68%	60.76%	69.13%	52.64%	69.71%	57.18%	69.28%	63.21%	63.11%	62.41%	71.12%	69.84%	60.58%	49.15%	65.38%	58.99%	46.36%	50.54%	64.97%	64.91%	63.13%	60.27%	64.88%	62.87%	52.73%	63.94%	62.30%	63.79%	64.95%	63.09%	55.24%	58.56%	63.33%	65.16%	64.24%	67.03%	64.57%	55.08%	58.98%	64.96%	60.18%	61.57%	60.16%	65.13%	65.51%	61.77%	58.19%	61.49%	66.36%	77.34%									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
