7	Число избирательных бюллетеней в переносных ящиках для голосования	3490	40	35	305	64	76	29	18	25	155	15	13	18	57	31	19	20	18	32	33	29	27	15	68	36	54	36	191	39	13	108	71	17	51	31	38	12	120	46	21	106	40	21	24	60	37	34	23	53	23	8	19	89	10	22	49	24	26	71	108	33	20	71	46	55	48	19	150	16	7	31	26	0	83	0	0	0	0	12									
8	Число бюллетеней в стационарных ящиках для голосования	80538	1130	1405	994	1336	1290	745	744	1215	1001	748	839	817	1120	1927	952	1255	1319	854	654	1302	1254	886	871	1283	740	1323	1105	1116	785	899	668	436	1792	689	1105	1873	1423	1903	1430	654	1281	1656	1264	1483	1198	1373	781	1659	1488	425	242	181	701	743	820	943	1237	1405	1314	1550	697	1295	1732	1234	1371	1144	1596	1167	630	1825	191	1004	126	146	390	127	130	107									
9	Число недействительных избирательных бюллетеней	967	23	10	17	20	15	12	8	18	13	14	9	16	17	32	0	30	16	8	8	10	4	8	14	14	14	12	11	18	10	9	7	6	13	9	9	8	11	20	19	15	12	16	21	20	19	9	12	26	20	4	3	1	15	9	14	16	7	28	8	20	3	18	20	20	5	21	6	19	7	20	5	4	5	2	0	1	4	0									
10	Число действительных избирательных бюллетеней	83061	1147	1430	1282	1380	1351	762	754	1222	1143	749	843	819	1160	1926	971	1245	1321	878	679	1321	1277	893	925	1305	780	1347	1285	1137	788	998	732	447	1830	711	1134	1877	1532	1929	1432	745	1309	1661	1267	1523	1216	1398	792	1686	1491	429	258	269	696	756	855	951	1256	1448	1414	1563	714	1348	1758	1269	1414	1142	1740	1164	630	1836	212	1000	204	144	390	126	126	119									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																									
13	Бабурин Сергей Николаевич	615	15	20	7	10	15	7	2	12	12	6	5	7	8	18	4	17	9	12	5	7	5	3	15	11	10	11	4	8	9	2	9	1	14	6	9	11	6	2	13	4	9	9	6	16	6	5	8	24	10	0	2	3	22	6	3	4	10	7	8	13	7	11	7	12	8	4	6	6	5	9	0	3	4	1	5	0	3	2									
		0.73%	1.28%	1.39%	0.54%	0.71%	1.10%	0.90%	0.26%	0.97%	1.04%	0.79%	0.59%	0.84%	0.68%	0.92%	0.41%	1.33%	0.67%	1.35%	0.73%	0.53%	0.39%	0.33%	1.60%	0.83%	1.26%	0.81%	0.31%	0.69%	1.13%	0.20%	1.22%	0.22%	0.76%	0.83%	0.79%	0.58%	0.39%	0.10%	0.90%	0.53%	0.68%	0.54%	0.47%	1.04%	0.49%	0.36%	0.99%	1.40%	0.66%	0.00%	0.77%	1.11%	3.09%	0.78%	0.35%	0.41%	0.79%	0.47%	0.56%	0.82%	0.98%	0.81%	0.39%	0.93%	0.56%	0.34%	0.34%	0.51%	0.78%	0.48%	0.00%	0.30%	1.91%	0.68%	1.28%	0.00%	2.31%	1.68%									
14	Грудинин Павел Николаевич	11461	174	220	157	194	180	158	71	235	159	129	154	129	141	271	157	216	224	157	113	186	148	124	154	160	132	250	206	175	108	181	122	64	191	121	118	88	226	138	305	132	224	234	196	193	199	181	148	250	209	52	20	40	110	89	49	97	233	224	154	253	82	196	248	178	179	167	74	141	92	160	23	32	19	22	65	21	15	24									
		13.64%	14.87%	15.28%	12.09%	13.86%	13.18%	20.41%	9.32%	18.95%	13.75%	16.91%	18.08%	15.45%	11.98%	13.84%	16.17%	16.94%	16.75%	17.72%	16.45%	13.97%	11.55%	13.76%	16.40%	12.13%	16.62%	18.40%	15.90%	15.15%	13.53%	17.97%	16.51%	14.13%	10.36%	16.81%	10.32%	4.67%	14.65%	7.08%	21.02%	17.37%	16.96%	13.95%	15.22%	12.51%	16.11%	12.86%	18.41%	14.60%	13.83%	12.01%	7.66%	14.81%	15.47%	11.63%	5.64%	10.03%	18.45%	15.18%	10.83%	15.98%	11.44%	14.35%	13.95%	13.81%	12.61%	14.36%	4.24%	11.92%	14.44%	8.62%	10.60%	3.19%	9.09%	15.07%	16.67%	16.54%	11.54%	20.17%									
15	Жириновский Владимир Вольфович	3734	72	64	61	61	92	41	22	57	71	43	43	40	52	82	55	46	45	52	27	70	49	32	44	46	48	77	51	48	58	46	37	21	63	39	44	128	49	47	41	28	63	74	82	68	64	44	38	73	90	13	12	9	34	41	20	30	44	83	60	73	29	66	81	45	78	61	15	48	18	56	11	67	8	6	24	5	4	5									
		4.44%	6.15%	4.44%	4.70%	4.36%	6.73%	5.30%	2.89%	4.60%	6.14%	5.64%	5.05%	4.79%	4.42%	4.19%	5.66%	3.61%	3.37%	5.87%	3.93%	5.26%	3.83%	3.55%	4.69%	3.49%	6.05%	5.67%	3.94%	4.16%	7.27%	4.57%	5.01%	4.64%	3.42%	5.42%	3.85%	6.79%	3.18%	2.41%	2.83%	3.68%	4.77%	4.41%	6.37%	4.41%	5.18%	3.13%	4.73%	4.26%	5.96%	3.00%	4.60%	3.33%	4.78%	5.36%	2.30%	3.10%	3.48%	5.62%	4.22%	4.61%	4.04%	4.83%	4.56%	3.49%	5.50%	5.25%	0.86%	4.06%	2.83%	3.02%	5.07%	6.67%	3.83%	4.11%	6.15%	3.94%	3.08%	4.20%									
16	Путин Владимир Владимирович	63991	833	1065	997	1076	1019	537	646	843	862	543	603	592	897	1466	703	849	956	610	487	992	1041	691	665	1037	534	960	971	874	586	750	550	348	1520	520	918	1612	1192	1722	1021	541	943	1275	915	1191	907	1129	563	1287	1133	357	224	201	509	592	760	767	905	1096	1140	1166	565	1036	1341	977	1097	857	1612	908	497	1566	171	839	167	111	280	97	96	85									
		76.15%	71.20%	73.96%	76.75%	76.86%	74.60%	69.38%	84.78%	67.98%	74.57%	71.17%	70.77%	70.90%	76.21%	74.87%	72.40%	66.59%	71.50%	68.85%	70.89%	74.53%	81.26%	76.69%	70.82%	78.62%	67.25%	70.64%	74.92%	75.67%	73.43%	74.48%	74.42%	76.82%	82.47%	72.22%	80.31%	85.52%	77.25%	88.35%	70.37%	71.18%	71.39%	76.03%	71.04%	77.19%	73.44%	80.24%	70.02%	75.18%	74.98%	82.45%	85.82%	74.44%	71.59%	77.39%	87.46%	79.32%	71.65%	74.25%	80.17%	73.66%	78.80%	75.84%	75.42%	75.80%	77.31%	73.69%	92.33%	76.75%	78.02%	84.38%	78.80%	83.57%	79.90%	76.03%	71.79%	76.38%	73.85%	71.43%									
17	Собчак Ксения Анатольевна	1288	27	15	21	12	16	8	5	21	9	7	14	20	24	32	24	70	47	17	14	26	9	14	15	19	19	21	17	12	14	5	10	7	16	10	18	19	18	2	23	18	32	24	30	18	18	15	16	19	15	1	0	3	12	13	9	23	24	7	22	25	7	11	38	25	20	27	11	19	9	11	3	55	1	2	6	0	1	1									
		1.53%	2.31%	1.04%	1.62%	0.86%	1.17%	1.03%	0.66%	1.69%	0.78%	0.92%	1.64%	2.40%	2.04%	1.63%	2.47%	5.49%	3.52%	1.92%	2.04%	1.95%	0.70%	1.55%	1.60%	1.44%	2.39%	1.55%	1.31%	1.04%	1.75%	0.50%	1.35%	1.55%	0.87%	1.39%	1.57%	1.01%	1.17%	0.10%	1.59%	2.37%	2.42%	1.43%	2.33%	1.17%	1.46%	1.07%	1.99%	1.11%	0.99%	0.23%	0.00%	1.11%	1.69%	1.70%	1.04%	2.38%	1.90%	0.47%	1.55%	1.58%	0.98%	0.81%	2.14%	1.94%	1.41%	2.32%	0.63%	1.61%	1.41%	0.59%	1.38%	5.48%	0.48%	1.37%	1.54%	0.00%	0.77%	0.84%									
18	Сурайкин Максим Александрович	539	12	11	10	9	13	7	4	12	8	5	4	3	12	10	8	5	8	10	4	15	5	10	9	10	4	8	9	5	4	4	2	2	10	4	8	6	9	11	4	5	13	14	12	11	8	9	7	6	17	2	0	3	3	1	2	5	10	10	10	10	3	9	15	7	8	13	3	7	6	5	3	0	2	0	1	2	1	2									
		0.64%	1.03%	0.76%	0.77%	0.64%	0.95%	0.90%	0.52%	0.97%	0.69%	0.66%	0.47%	0.36%	1.02%	0.51%	0.82%	0.39%	0.60%	1.13%	0.58%	1.13%	0.39%	1.11%	0.96%	0.76%	0.50%	0.59%	0.69%	0.43%	0.50%	0.40%	0.27%	0.44%	0.54%	0.56%	0.70%	0.32%	0.58%	0.56%	0.28%	0.66%	0.98%	0.83%	0.93%	0.71%	0.65%	0.64%	0.87%	0.35%	1.13%	0.46%	0.00%	1.11%	0.42%	0.13%	0.23%	0.52%	0.79%	0.68%	0.70%	0.63%	0.42%	0.66%	0.84%	0.54%	0.56%	1.12%	0.17%	0.59%	0.94%	0.27%	1.38%	0.00%	0.96%	0.00%	0.26%	1.57%	0.77%	1.68%									
19	Титов Борис Юрьевич	694	5	21	15	7	10	2	3	14	11	5	6	15	14	28	6	13	12	7	10	11	7	8	4	11	19	8	16	7	4	4	1	3	8	7	5	4	30	2	12	11	8	16	14	13	9	10	9	16	5	1	0	6	2	6	4	19	24	5	13	10	10	10	11	19	12	6	5	17	1	16	0	1	1	1	6	0	2	0									
		0.83%	0.43%	1.46%	1.15%	0.50%	0.73%	0.26%	0.39%	1.13%	0.95%	0.66%	0.70%	1.80%	1.19%	1.43%	0.62%	1.02%	0.90%	0.79%	1.46%	0.83%	0.55%	0.89%	0.43%	0.83%	2.39%	0.59%	1.23%	0.61%	0.50%	0.40%	0.14%	0.66%	0.43%	0.97%	0.44%	0.21%	1.94%	0.10%	0.83%	1.45%	0.61%	0.95%	1.09%	0.84%	0.73%	0.71%	1.12%	0.93%	0.33%	0.23%	0.00%	2.22%	0.28%	0.78%	0.46%	1.96%	1.90%	0.34%	0.91%	0.63%	1.39%	0.73%	0.62%	1.47%	0.85%	0.52%	0.29%	1.44%	0.16%	0.86%	0.00%	0.10%	0.48%	0.68%	1.54%	0.00%	1.54%	0.00%									
20	Явлинский Григорий Алексеевич	739	9	14	14	11	6	2	1	28	11	11	14	13	12	19	14	29	20	13	19	14	13	11	19	11	14	12	11	8	5	6	1	1	8	4	14	9	2	5	13	6	17	15	12	13	5	5	3	11	12	3	0	4	4	8	8	6	6	16	7	13	11	9	17	6	12	7	14	18	2	13	1	3	2	1	3	1	4	0									
		0.88%	0.77%	0.97%	1.08%	0.79%	0.44%	0.26%	0.13%	2.26%	0.95%	1.44%	1.64%	1.56%	1.02%	0.97%	1.44%	2.27%	1.50%	1.47%	2.77%	1.05%	1.01%	1.22%	2.02%	0.83%	1.76%	0.88%	0.85%	0.69%	0.63%	0.60%	0.14%	0.22%	0.43%	0.56%	1.22%	0.48%	0.13%	0.26%	0.90%	0.79%	1.29%	0.89%	0.93%	0.84%	0.40%	0.36%	0.37%	0.64%	0.79%	0.69%	0.00%	1.48%	0.56%	1.05%	0.92%	0.62%	0.48%	1.08%	0.49%	0.82%	1.53%	0.66%	0.96%	0.47%	0.85%	0.60%	0.80%	1.52%	0.31%	0.70%	0.46%	0.30%	0.96%	0.68%	0.77%	0.79%	3.08%	0.00%									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
																																																																																									
