Выборы Президента Российской Федерации																																																			
Дата голосования: 18.03.2018																																																			
																																																			
Наименование Избирательной комиссии:    Усть-Илимская городская																																																			
																																																			
Сводная таблица итогов голосования																																																			
																																																			
	Число участковых избирательных комиссий	40																																																	
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	40																																																	
																																																			
		Сумма	УИК №1567	УИК №1568	УИК №1569	УИК №1570	УИК №1571	УИК №1572	УИК №1573	УИК №1574	УИК №1575	УИК №1576	УИК №1577	УИК №1578	УИК №1579	УИК №1580	УИК №1581	УИК №1582	УИК №1583	УИК №1584	УИК №1585	УИК №1586	УИК №1587	УИК №1588	УИК №1589	УИК №1590	УИК №1591	УИК №1592	УИК №1593	УИК №1594	УИК №1595	УИК №1596	УИК №1597	УИК №1598	УИК №1599	УИК №1600	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1919	УИК №1920									
1	"Число избирателей, включенных в список избирателей"	63678	1885	1769	1563	1580	1707	1572	1887	1576	1727	1769	1269	1857	1541	1767	1692	1712	1802	1686	1542	1367	1439	1497	1550	1572	1443	1556	1468	1608	1584	1625	1616	1420	1469	1367	1604	1354	1333	1559	1566	1778									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	61700	1850	1700	1500	1500	1650	1550	1750	1550	1700	1650	1250	1800	1550	1750	1550	1700	1700	1600	1500	1350	1400	1400	1500	1550	1450	1500	1400	1550	1550	1600	1550	1350	1400	1350	1550	1300	1300	1550	1550	1750									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	33824	992	822	890	928	638	775	888	906	866	689	459	691	780	752	818	860	1084	1004	937	827	845	893	883	891	844	885	746	941	922	922	958	844	834	691	850	763	756	852	912	986									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1191	34	21	25	21	23	45	74	26	31	152	24	28	7	9	89	24	22	41	14	22	13	28	12	14	32	17	66	46	34	18	10	10	12	17	22	25	13	14	35	21									
6	Число погашенных избирательных бюллетеней	26685	824	857	585	551	989	730	788	618	803	809	767	1081	763	989	643	816	594	555	549	501	542	479	605	645	574	598	588	563	594	660	582	496	554	642	678	512	531	684	603	743									
